Ag107,Ag107
0.0015625,159.713114
0.001625,156.742219
0.0016875,153.938322
0.00175,151.28635
0.0018125,148.772958
0.001875,146.386617
0.0019375,144.116915
0.002,141.954556
0.00209375,138.894901
0.0021875,136.034427
0.00228125,133.352528
0.002375,130.83123
0.00246875,128.455284
0.0025625,126.211063
0.00265625,124.08696
0.00275,122.07268
0.00284375,120.158842
0.0029375,118.337674
0.00303125,116.601616
0.003125,114.944511
0.00321875,113.360412
0.0033125,111.844175
0.00340625,110.391063
0.0035,108.996741
0.00359375,107.657478
0.0036875,106.369618
0.00378125,105.130055
0.003875,103.935808
0.00396875,102.784176
0.0040625,101.67269
0.00425,99.561213
0.0044375,97.585171
0.004625,95.730656
0.0048125,93.985725
0.005,92.339978
0.00515625,91.037728
0.0053125,89.793411
0.00546875,88.60286
0.005625,87.4623
0.00578125,86.368342
0.0059375,85.317885
0.00609375,84.308113
0.00625,83.33648
0.00640625,82.400632
0.0065625,81.498437
0.00671875,80.627904
0.006875,79.787233
0.0071875,78.188916
0.0075,76.691591
0.0078125,75.285043
0.008125,73.960435
0.0084375,72.710126
0.00875,71.527403
0.0090625,70.406396
0.009375,69.341919
0.0096875,68.32937
0.01,67.364679
0.0103125,66.444181
0.010625,65.564608
0.0109375,64.723018
0.01125,63.91676
0.0115625,63.143411
0.011875,62.400814
0.0121875,61.686969
0.0125,61.000068
0.0128125,60.338445
0.013125,59.700594
0.0134375,59.085109
0.01375,58.490724
0.014375,57.360577
0.015,56.301752
0.015625,55.307
0.01625,54.370118
0.016875,53.485686
0.0175,52.648987
0.018125,51.855865
0.01875,51.102689
0.019375,50.386197
0.02,49.703509
0.0206625,49.013918
0.021325,48.356665
0.0219875,47.729312
0.02265,47.129651
0.0233125,46.555706
0.023975,46.005692
0.0246375,45.477974
0.0253,44.971098
0.02645782,44.131341
0.02761563,43.344912
0.02877344,42.606384
0.02993125,41.911096
0.03108907,41.254965
0.03224688,40.634423
0.03340469,40.04633
0.0345625,39.487932
0.03552735,39.04349
0.03649219,38.616694
0.03745704,38.206403
0.03842188,37.811572
0.03938673,37.43125
0.04035157,37.064585
0.04131641,36.710775
0.04228125,36.369078
0.04421094,35.719418
0.04614063,35.110774
0.04807032,34.539006
0.05,34.000518
0.0515625,33.586719
0.053125,33.191232
0.0546875,32.812734
0.05625,32.450052
0.0578125,32.102094
0.059375,31.767908
0.0609375,31.446613
0.0625,31.137408
0.0640625,30.839559
0.065625,30.552367
0.0671875,30.275211
0.06875,30.007499
0.071875,29.498273
0.075,29.020844
0.078125,28.571996
0.08125,28.148985
0.084375,27.749466
0.0875,27.371337
0.090625,27.012763
0.09375,26.672093
0.096875,26.347884
0.1,26.038834
0.103125,25.743792
0.10625,25.461726
0.109375,25.191695
0.1125,24.932857
0.115625,24.684452
0.11875,24.445809
0.121875,24.216296
0.125,23.995363
0.128125,23.782489
0.13125,23.577214
0.134375,23.379087
0.1375,23.187677
0.14375,22.823389
0.15,22.481556
0.15625,22.159945
0.1625,21.856693
0.16875,21.57013
0.175,21.298772
0.18125,21.0413
0.1875,20.79654
0.19375,20.563473
0.2,20.341247
0.2046875,20.18122
0.209375,20.026528
0.21875,19.731829
0.228125,19.454829
0.2375,19.193856
0.246875,18.947469
0.25625,18.714356
0.265625,18.493326
0.275,18.283369
0.284375,18.083553
0.29375,17.893067
0.303125,17.711192
0.3125,17.537276
0.321875,17.37075
0.33125,17.211088
0.340625,17.057811
0.35,16.910495
0.359375,16.768752
0.36875,16.632228
0.378125,16.5006
0.3875,16.373575
0.396875,16.25089
0.40625,16.132328
0.415625,16.017696
0.425,15.906774
0.44375,15.694961
0.4625,15.495255
0.5,15.12887
0.53125,14.852103
0.5625,14.59681
0.59375,14.360726
0.625,14.141469
0.6875,13.745761
0.75,13.397174
0.8125,13.086617
0.875,12.807995
0.9375,12.555317
1.0,12.323924
1.0625,12.111384
1.125,11.915114
1.1875,11.73301
1.25,11.563337
1.3125,11.404652
1.375,11.255736
1.5,10.983241
1.625,10.739245
1.75,10.519215
1.875,10.318882
2.0,10.134723
2.09375,10.006157
2.1875,9.885068
2.375,9.662022
2.5625,9.460796
2.75,9.278157
2.9375,9.111053
3.125,8.957037
3.3125,8.814663
3.5,8.682499
3.6875,8.559353
3.875,8.444231
4.0625,8.336298
4.25,8.234838
4.4375,8.139241
4.625,8.048978
4.8125,7.96359
5.0,7.882815
5.3125,7.757106
5.625,7.641357
5.9375,7.534601
6.25,7.435924
6.5625,7.344576
6.875,7.259945
7.1875,7.181537
7.5,7.108966
7.8125,7.041937
8.125,6.980248
8.4375,6.923785
8.75,6.872533
9.0625,6.826578
9.296875,6.795821
9.53125,6.768304
9.765625,6.743975
10.0,6.723154
10.26757,6.704476
10.53514,6.691714
10.80271,6.685626
11.07027,6.687331
11.20406,6.691501
11.33784,6.698194
11.47163,6.707703
11.60541,6.720235
11.7392,6.736165
11.87298,6.755963
12.00676,6.779988
12.14054,6.808449
12.27433,6.842387
12.40811,6.882819
12.54189,6.930381
12.67567,6.986138
12.80946,7.051395
12.94324,7.127717
13.07702,7.217025
13.14391,7.267265
13.2108,7.321675
13.32026,7.420731
13.42972,7.533952
13.53918,7.663696
13.64864,7.812832
13.70337,7.895729
13.7581,7.984802
13.81283,8.080533
13.86756,8.183492
13.92229,8.294478
13.97702,8.414473
14.03175,8.544453
14.08648,8.685385
14.15338,8.874119
14.22027,9.083172
14.28716,9.315395
14.35405,9.574127
14.42094,9.863326
14.48783,10.187713
14.55472,10.552958
14.58817,10.753018
14.62161,10.965908
14.67938,11.367307
14.73715,11.816966
14.79492,12.322658
14.82381,12.599412
14.85269,12.893711
14.88158,13.207221
14.91046,13.541345
14.93935,13.898123
14.96823,14.279349
14.99712,14.687605
15.026,15.125223
15.05489,15.595463
15.08377,16.101287
15.1081,16.557867
15.13242,17.04464
15.15675,17.564735
15.18107,18.120694
15.21452,18.950524
15.24796,19.864701
15.28141,20.875516
15.31485,21.996249
15.3483,23.244051
15.38174,24.637876
15.39847,25.397378
15.41519,26.20226
15.43191,27.056734
15.44863,27.964927
15.47752,29.674428
15.50641,31.585508
15.52086,32.627032
15.5353,33.731077
15.54974,34.903557
15.56418,36.150291
15.57863,37.478646
15.59307,38.893975
15.60751,40.405181
15.62195,42.021199
15.6364,43.753317
15.65084,45.610452
15.66528,47.60648
15.67972,49.755818
15.69645,52.459348
15.71317,55.418118
15.72989,58.667826
15.74661,62.248619
15.76334,66.210466
15.78006,70.605209
15.79678,75.50292
15.80514,78.165356
15.8135,80.985576
15.82187,83.980348
15.83023,87.157029
15.83859,90.535206
15.84695,94.132786
15.85532,97.974531
15.86368,102.073635
15.87204,106.459576
15.8804,111.160474
15.88877,116.214071
15.89713,121.643811
15.90549,127.495625
15.91385,133.814322
15.92221,140.650858
15.93057,148.0622
15.93893,156.11279
15.94729,164.87491
15.95261,170.85792
15.95793,177.18461
15.96325,183.87959
15.96857,190.969
15.97389,198.48106
15.97921,206.44581
15.98453,214.8951
15.98985,223.86284
15.99517,233.38511
16.00049,243.49978
16.00581,254.2469
16.01113,265.66831
16.01645,277.80793
16.02177,290.71115
16.02709,304.42543
16.03241,318.99919
16.0366,331.1151
16.04078,343.78868
16.04496,357.07314
16.04914,370.99317
16.05332,385.57388
16.0575,400.8398
16.06168,416.81534
16.06586,433.5243
16.07005,451.03277
16.07423,469.2792
16.07841,488.32573
16.08259,508.19194
16.09095,550.45413
16.09931,596.18624
16.10768,645.53065
16.11604,698.40223
16.1244,754.83294
16.13276,814.73074
16.14112,877.92852
16.14948,944.1762
16.15784,1013.13544
16.1662,1084.37563
16.17532,1164.07598
16.18444,1245.06157
16.20268,1407.0861
16.21219,1489.288
16.22169,1568.1213
16.23119,1642.2985
16.24069,1710.452
16.24754,1755.11
16.25438,1795.4272
16.26123,1831.089
16.26807,1861.6048
16.27492,1886.7263
16.28176,1906.1005
16.2886,1919.5501
16.29544,1926.9251
16.3,1928.4263
16.30457,1927.1781
16.31199,1919.3136
16.3194,1904.3556
16.32682,1882.4754
16.33423,1854.0329
16.34165,1819.3373
16.34906,1778.9399
16.35647,1733.3164
16.36388,1683.0394
16.37695,1584.8911
16.39002,1477.6634
16.40309,1364.874
16.41616,1249.8666
16.42935,1134.6198
16.44253,1022.89659
16.45572,916.62172
16.46231,866.09878
16.4689,817.48915
16.4755,770.83141
16.48209,726.34421
16.48869,683.94145
16.49528,643.77492
16.50188,605.72274
16.50847,569.87975
16.51506,536.14867
16.52165,504.47653
16.52735,478.6926
16.53304,454.39381
16.53874,431.44217
16.54443,409.86254
16.55013,389.52105
16.55582,370.42934
16.56151,352.49036
16.5672,335.64378
16.5729,319.8029
16.57859,304.96429
16.58429,291.01805
16.58998,277.95733
16.59568,265.68225
16.60137,254.1841
16.60706,243.39152
16.61275,233.25771
16.61935,222.27012
16.62594,212.05925
16.63254,202.53385
16.63913,193.66691
16.64573,185.37975
16.65232,177.64984
16.65891,170.42061
16.6655,163.6518
16.6721,157.29749
16.67869,151.34329
16.68528,145.74848
16.69187,140.48514
16.69847,135.52049
16.70506,130.84608
16.71165,126.43302
16.71824,122.26188
16.72544,117.96053
16.73263,113.9114
16.73982,110.08945
16.74701,106.47758
16.7614,99.81873
16.77578,93.83565
16.79017,88.42992
16.80455,83.53377
16.81894,79.07716
16.83332,75.01282
16.84651,71.58795
16.8597,68.42196
16.87289,65.48865
16.88607,62.76711
16.89926,60.23312
16.91244,57.8729
16.92563,55.66724
16.93881,53.60568
16.952,51.67277
16.96518,49.86049
16.97837,48.15627
16.99155,46.5539
17.00474,45.04302
17.01792,43.61878
17.03111,42.27256
17.04429,41.00055
17.07067,38.65361
17.09704,36.54268
17.12341,34.63594
17.14978,32.90748
17.17616,31.33487
17.20253,29.9007
17.2289,28.588513
17.25527,27.384649
17.27685,26.471801
17.29843,25.617906
17.32001,24.817902
17.34158,24.067583
17.36316,23.362159
17.38474,22.698319
17.40632,22.072779
17.42789,21.482841
17.44947,20.925275
17.47105,20.397975
17.49263,19.898757
17.5142,19.425844
17.55735,18.551005
17.6005,17.760759
17.62688,17.314651
17.65325,16.894148
17.67962,16.497146
17.70599,16.121896
17.73237,15.766675
17.75874,15.430304
17.81148,14.808542
17.86423,14.247135
17.91697,13.738551
17.96972,13.276063
18.02246,12.854305
18.0848,12.401762
18.14713,11.992891
18.20947,11.622069
18.2718,11.284838
18.33414,10.977196
18.39647,10.695789
18.4588,10.437542
18.52113,10.200097
18.56849,10.032628
18.61585,9.876022
18.66321,9.730406
18.71057,9.596042
18.75793,9.472514
18.80529,9.357613
18.9,9.136426
19.03044,8.824936
19.09566,8.679633
19.16088,8.548062
19.2261,8.42859
19.29132,8.318469
19.35654,8.215794
19.42175,8.119466
19.49404,8.019264
19.56632,7.925383
19.6386,7.837221
19.71088,7.754164
19.78316,7.675749
19.85544,7.601809
19.92772,7.532587
20.0,7.469033
20.04988,7.429533
20.09975,7.394608
20.14963,7.364478
20.1995,7.337519
20.264,7.300821
20.291,7.282728
20.3,7.276207
20.336,7.247652
20.38336,7.205205
20.43072,7.160517
20.47808,7.117293
20.52543,7.07765
20.57279,7.041853
20.62015,7.009191
20.71486,6.949953
20.80958,6.8956233
20.90429,6.8447054
20.99901,6.7966082
21.09372,6.7509996
21.21401,6.6962767
21.33429,6.6447921
21.45458,6.5962261
21.57486,6.5503255
21.69515,6.5068883
21.81543,6.4658286
22.056,6.3894987
22.29657,6.319891
22.53714,6.2562677
22.77771,6.1978085
23.01828,6.1438342
23.18368,6.1090354
23.34907,6.0759208
23.67985,6.0142118
24.01064,5.957746
24.34142,5.905758
24.67221,5.8575984
25.00299,5.8127586
25.33377,5.7708028
25.66455,5.7314627
26.08555,5.6845609
26.50655,5.6406433
26.92755,5.5993679
27.34855,5.5603751
27.76955,5.5233781
28.19055,5.488151
28.61155,5.4545078
29.03254,5.4222891
29.6039,5.3805903
30.17525,5.3409606
30.46093,5.3218109
30.74661,5.3031746
31.03229,5.2849113
31.31796,5.2671079
31.88932,5.232731
32.175,5.2162258
32.46067,5.2001073
32.74635,5.1844921
33.03202,5.1692906
33.3177,5.1547097
33.60337,5.1407418
33.85146,5.1291672
34.09955,5.1181821
34.34764,5.1078779
34.59573,5.0983861
34.84382,5.0899195
35.09191,5.0829344
35.21596,5.0803291
35.34,5.0790541
35.40202,5.0795918
35.46404,5.0818198
35.52606,5.0869722
35.55707,5.0910961
35.58808,5.0964317
35.64213,5.1085701
35.69617,5.1230728
35.75021,5.1368256
35.77723,5.1421205
35.80425,5.145696
35.84,5.1472131
35.87425,5.1449954
35.9085,5.1394694
35.94275,5.1313857
35.97699,5.1217816
36.04246,5.1029781
36.08748,5.0920173
36.13249,5.0835889
36.17751,5.0776407
36.22252,5.0737228
36.31255,5.0698504
36.40258,5.0687591
36.58264,5.0701236
36.7627,5.0744287
36.94276,5.0813842
37.12282,5.0912194
37.30288,5.1043833
37.48294,5.121465
37.6139,5.1367341
37.74485,5.1548326
37.8758,5.176309
38.00675,5.201702
38.1377,5.231633
38.26865,5.266886
38.3996,5.308435
38.53055,5.357479
38.64514,5.407712
38.75972,5.46605
38.81702,5.498727
38.87431,5.534022
38.9316,5.572186
38.98889,5.613494
39.04619,5.658262
39.10348,5.706818
39.16077,5.759551
39.21806,5.81689
39.27536,5.879328
39.33265,5.947405
39.38994,6.021785
39.44723,6.10323
39.50725,6.19709
39.56727,6.30082
39.62729,6.415744
39.68731,6.543399
39.74733,6.685588
39.80735,6.844455
39.86737,7.022557
39.92738,7.222923
39.9874,7.44932
40.01741,7.573635
40.04742,7.706206
40.07743,7.847754
40.10744,7.999076
40.13745,8.16106
40.16746,8.334698
40.19747,8.521099
40.22748,8.721509
40.25749,8.93733
40.2875,9.170151
40.31751,9.421769
40.34752,9.69424
40.37753,9.989905
40.40754,10.31145
40.43755,10.661969
40.46756,11.045026
40.49757,11.464763
40.52758,11.925998
40.55759,12.434378
40.5876,12.996563
40.61761,13.620438
40.64762,14.315458
40.67763,15.092993
40.69264,15.517045
40.70764,15.966849
40.72265,16.445238
40.73765,16.954038
40.75266,17.496715
40.76766,18.075654
40.78267,18.69513
40.79767,19.358271
40.81268,20.070465
40.82768,20.835873
40.84269,21.661385
40.85769,22.552642
40.8727,23.518625
40.8877,24.567086
40.89862,25.388615
40.90953,26.263563
40.92044,27.197889
40.93135,28.19749
40.94227,29.270037
40.95318,30.421063
40.96409,31.660055
40.975,32.996641
40.98592,34.443129
40.99683,36.009292
41.00774,37.710451
41.01865,39.56252
41.02957,41.585433
41.04048,43.795823
41.05139,46.218381
41.0623,48.878837
41.06981,50.86331
41.07731,52.981476
41.08481,55.246947
41.09231,57.671599
41.09982,60.271697
41.10732,63.053931
41.11482,66.036104
41.12232,69.233591
41.12983,72.667377
41.13733,76.345517
41.14483,80.290487
41.15233,84.52117
41.15984,89.063531
41.16734,93.925952
41.17484,99.135376
41.18234,104.713453
41.19053,111.252003
41.19871,118.276794
41.2069,125.834569
41.21508,133.936016
41.22054,139.665398
41.226,145.662159
41.23146,151.934372
41.23691,158.477782
41.24237,165.323899
41.24782,172.454814
41.25328,179.903317
41.25873,187.648395
41.26419,195.723917
41.26965,204.12092
41.27511,212.843525
41.28056,221.878204
41.28602,231.260664
41.29147,240.957969
41.29693,251.006084
41.30238,261.367596
41.30989,276.18489
41.31739,291.598192
41.32489,307.613111
41.33239,324.211131
41.3399,341.391196
41.3474,359.07811
41.3549,377.25894
41.3624,395.89229
41.374,425.49162
41.38559,455.83024
41.39719,486.72561
41.40878,517.85868
41.42379,558.089
41.43879,597.54685
41.4538,635.54229
41.4688,671.25789
41.4838,703.95474
41.4988,732.89745
41.51104,753.26015
41.52328,770.34454
41.53552,783.87197
41.54775,793.6128
41.55888,799.06033
41.57,801.17417
41.58335,799.28381
41.5967,792.60949
41.61005,781.29487
41.6234,765.57609
41.63675,745.77286
41.64859,725.10654
41.66042,701.86907
41.67225,676.38463
41.68408,649.01358
41.69587,620.22692
41.70766,590.30473
41.73123,528.5241
41.7548,466.36392
41.77837,406.15234
41.79016,377.35566
41.80195,349.68681
41.81374,323.28613
41.82552,298.2808
41.83731,274.70249
41.8491,252.61713
41.86089,232.0418
41.87267,212.98542
41.88446,195.38815
41.89036,187.12285
41.89625,179.22255
41.90215,171.65267
41.90804,164.43057
41.91393,157.53433
41.91982,150.95453
41.92572,144.67108
41.93161,138.69535
41.93751,132.99662
41.9434,127.58392
41.9493,122.42827
41.95519,117.53671
41.96108,112.88961
41.96697,108.47668
41.97555,102.44609
41.98412,96.86554
41.99269,91.69754
42.00126,86.913
42.00984,82.47908
42.01841,78.37956
42.02698,74.58398
42.03555,71.06864
42.04413,67.80769
42.0527,64.78794
42.06127,61.98613
42.06984,59.38435
42.07842,56.96331
42.08699,54.71333
42.09556,52.617461
42.10413,50.66279
42.11592,48.182908
42.12771,45.920434
42.1395,43.85102
42.15128,41.95479
42.16307,40.209759
42.17486,38.601158
42.18665,37.114537
42.19843,35.738415
42.21022,34.459369
42.22201,33.268933
42.2338,32.158566
42.24558,31.121638
42.25737,30.149772
42.26916,29.23805
42.28095,28.381325
42.29273,27.575675
42.30452,26.815668
42.31631,26.098384
42.33988,24.779886
42.36346,23.596982
42.38703,22.53286
42.41061,21.572082
42.43418,20.703583
42.45776,19.916785
42.48133,19.204128
42.50919,18.447423
42.53705,17.774094
42.56491,17.175192
42.59277,16.642243
42.62063,16.166731
42.64849,15.739883
42.67635,15.352564
42.70421,14.995486
42.72136,14.786761
42.76122,14.321864
42.80107,13.869295
42.92708,12.430932
42.95936,12.072522
42.99164,11.729642
43.02392,11.407836
43.0562,11.110961
43.08848,10.840902
43.12076,10.597703
43.15304,10.380001
43.18532,10.185563
43.21191,10.041032
43.23849,9.909106
43.26508,9.788338
43.29166,9.677631
43.34483,9.482392
43.39799,9.317454
43.45116,9.179051
43.50432,9.065131
43.55749,8.974647
43.61065,8.907474
43.66002,8.866453
43.70939,8.847087
43.75876,8.851097
43.80813,8.880978
43.8575,8.940194
43.88219,8.982234
43.90687,9.033485
43.93156,9.094858
43.95624,9.167316
43.98093,9.252112
44.00561,9.350589
44.03979,9.512799
44.07397,9.710117
44.09106,9.824112
44.10815,9.949746
44.12524,10.088287
44.14233,10.241207
44.15942,10.410221
44.17651,10.597342
44.1936,10.80494
44.21069,11.035832
44.22778,11.293368
44.24487,11.581563
44.26196,11.905241
44.27904,12.269992
44.28949,12.516448
44.29993,12.782542
44.31038,13.070878
44.32082,13.383247
44.33127,13.722879
44.34171,14.092068
44.35215,14.494411
44.36259,14.933578
44.37304,15.414116
44.38348,15.939655
44.39393,16.516193
44.40437,17.148158
44.41482,17.842823
44.42526,18.605479
44.4357,19.443922
44.44614,20.365927
44.45374,21.094413
44.46133,21.87392
44.46893,22.71006
44.47652,23.604286
44.48412,24.562794
44.49171,25.586978
44.49931,26.683548
44.5069,27.853721
44.5145,29.104722
44.52209,30.437421
44.52969,31.85946
44.53728,33.371211
44.54488,34.980634
44.55247,36.687373
44.56007,38.499578
44.56766,40.415929
44.57811,43.234261
44.58855,46.264289
44.599,49.517257
44.60944,52.99048
44.61989,56.691968
44.63033,60.613459
44.64078,64.75846
44.65122,69.111954
44.66167,73.671824
44.67211,78.415384
44.69299,88.391954
44.71388,98.864483
44.73476,109.577389
44.75565,120.242584
44.77654,130.515518
44.78413,134.08045
44.79458,138.792867
44.80502,143.232903
44.81546,147.360637
44.8259,151.133464
44.83864,155.1989
44.85138,158.611286
44.86412,161.314635
44.87685,163.26299
44.88843,164.354176
44.9,164.780675
44.91158,164.538124
44.92316,163.62998
44.93474,162.070028
44.94632,159.881273
44.95941,156.689605
44.97249,152.795346
44.98557,148.264169
44.99865,143.173134
45.01215,137.419559
45.02564,131.259307
45.03914,124.781238
45.05263,118.092572
45.07963,104.431126
45.10663,90.962063
45.12749,81.041229
45.13792,76.309475
45.14835,71.755506
45.15878,67.39381
45.16921,63.235427
45.17964,59.288062
45.19006,55.559907
45.20356,51.052762
45.21031,48.935453
45.21706,46.908009
45.22381,44.969282
45.23056,43.11779
45.23731,41.35181
45.24405,39.671807
45.2508,38.070649
45.25755,36.548541
45.2643,35.103007
45.27105,33.731459
45.2778,32.43121
45.28455,31.199538
45.2913,30.033657
45.29804,28.93235
45.30602,27.705807
45.314,26.558783
45.32198,25.486765
45.32995,24.486517
45.33793,23.551214
45.3459,22.679036
45.35388,21.863775
45.36185,21.103628
45.36983,20.393004
45.3778,19.730191
45.38578,19.110229
45.39375,18.531557
45.40173,17.989787
45.4097,17.483522
45.41768,17.008916
45.42565,16.564769
45.43915,15.874364
45.45265,15.253463
45.46615,14.693461
45.47964,14.187206
45.49314,13.727409
45.50664,13.308793
45.52014,12.926442
45.53363,12.576353
45.54713,12.254334
45.56063,11.957479
45.57413,11.683035
45.58762,11.428803
45.60112,11.192335
45.61462,10.972027
45.62812,10.766305
45.64161,10.573931
45.66125,10.314985
45.68088,10.078384
45.70051,9.861315
45.72014,9.661516
45.73978,9.476974
45.75941,9.306233
45.77904,9.147777
45.79867,9.000377
45.81831,8.862897
45.83794,8.73454
45.8772,8.501781
45.91647,8.296475
45.95573,8.114379
45.98764,7.981008
46.01954,7.859125
46.05144,7.747387
46.08334,7.644683
46.11525,7.55003
46.14715,7.462666
46.21095,7.30694
46.27476,7.17274
46.33856,7.056455
46.40237,6.955185
46.46617,6.866709
46.51526,6.806197
46.56434,6.751541
46.6625,6.657629
46.76066,6.581421
46.85882,6.520305
46.9668,6.468204
47.07478,6.430147
47.18276,6.404826
47.29073,6.39137
47.39871,6.389264
47.50669,6.39829
47.61467,6.418497
47.72264,6.450171
47.83062,6.493849
47.9386,6.550303
48.04658,6.620572
48.15456,6.705982
48.26254,6.808193
48.37052,6.92925
48.4785,7.071659
48.58647,7.238462
48.69445,7.433429
48.74844,7.542864
48.80243,7.661131
48.85642,7.788972
48.91041,7.92721
48.9644,8.076759
49.01839,8.238642
49.07238,8.413997
49.12637,8.604093
49.18036,8.810348
49.23435,9.034351
49.28834,9.277898
49.34233,9.543037
49.39632,9.832114
49.4503,10.147777
49.50429,10.493248
49.55828,10.872041
49.61227,11.288229
49.66626,11.746496
49.72025,12.252246
49.77424,12.811767
49.82823,13.432417
49.88222,14.122859
49.94111,14.967606
49.97056,15.430611
50.0,15.92349
50.05193,16.873919
50.10386,17.941763
50.12983,18.525742
50.15579,19.146407
50.18176,19.807328
50.20772,20.511427
50.23369,21.26304
50.25965,22.065845
50.28562,22.925174
50.31158,23.845669
50.33755,24.833955
50.36351,25.895939
50.38948,27.039966
50.41544,28.273641
50.44718,29.918563
50.46305,30.8032
50.47891,31.732431
50.49478,32.710571
50.51065,33.740463
50.52652,34.825814
50.54238,35.969976
50.55825,37.178856
50.57412,38.456659
50.58999,39.808794
50.60585,41.240287
50.62172,42.759568
50.63759,44.373081
50.65346,46.088965
50.66932,47.915162
50.68519,49.864127
50.70106,51.946214
50.71693,54.174314
50.73279,56.561491
50.74866,59.127325
50.76452,61.887489
50.78039,64.867154
50.78832,66.445296
50.79625,68.087467
50.80419,69.79956
50.81212,71.581283
50.82006,73.441463
50.82799,75.380062
50.83593,77.407022
50.84386,79.522666
50.85179,81.735371
50.85972,84.051485
50.86766,86.48101
50.87559,89.025288
50.88353,91.698808
50.89146,94.503613
50.8994,97.456249
50.90733,100.55958
50.91526,103.828361
50.92319,107.274656
50.93113,110.916188
50.93906,114.758119
50.947,118.825295
50.95493,123.124165
50.96287,127.68359
50.9708,132.511271
50.97873,137.633788
50.98666,143.073623
50.9946,148.86239
51.00253,155.01158
51.01047,161.56462
51.0184,168.53484
51.02634,175.97173
51.03427,183.89059
51.0422,192.33665
51.05013,201.34821
51.05771,210.52812
51.06528,220.28575
51.07286,230.68629
51.08043,241.74296
51.08801,253.52803
51.09558,266.05464
51.10315,279.38396
51.11072,293.56335
51.1183,308.66217
51.12587,324.6905
51.13344,341.71847
51.14101,359.79761
51.14859,379.00591
51.15616,399.34433
51.16373,420.88918
51.1713,443.69106
51.17924,469.0121
