Gd153,Gd153
0.7192669,32.0277660799
0.7290774,31.0511086604
0.7388879,30.1346164255
0.7486984,29.2731883826
0.758509,28.4623254778
0.7683195,27.6981726428
0.77813,26.9773088324
0.7879405,26.2965820281
0.797751,25.6531122249
0.8075615,25.0442214221
0.8271825,23.9207128252
0.8379836,23.3510199728
0.8487847,22.8128171775
0.8703869,21.8217838761
0.8919891,20.9310798744
0.9135913,20.1277509463
0.9351935,19.4010170232
0.9567957,18.7414971013
0.9783979,18.1412951987
1.0,17.5937304018
1.014904,17.2433829597
1.029807,16.9133195831
1.044711,16.6020022328
1.059614,16.3081518886
1.089421,15.7678792015
1.119228,15.2836585152
1.149035,14.8481578505
1.178842,14.4552453094
1.208649,14.0992379018
1.238455,13.7757645225
1.274712,13.4208080625
1.310969,13.1027226029
1.347226,12.8167291642
1.383482,12.5587578276
1.419739,12.3250515636
1.455996,12.112828307
1.492253,11.9196180504
1.528509,11.7432727941
1.564318,11.5838645479
1.600127,11.4376263463
1.635936,11.3030261938
1.671745,11.1789260512
1.707554,11.0643439089
1.743363,10.9583697667
1.779172,10.8602016245
1.814981,10.7691414841
1.84785,10.6913113698
1.885888,10.6074632708
1.923925,10.5296691869
1.961963,10.4574471042
2.0,10.3903360215
2.051529,10.3069169094
2.103057,10.2318097977
2.154586,10.1624296968
2.206114,10.0992936282
2.257643,10.0426435699
2.309171,9.99072751188
2.3607,9.94309045388
2.412228,9.89960239588
2.515285,9.82418228957
2.618342,9.76195524035
2.721399,9.71106119811
2.824456,9.67022415588
2.928645,9.63816912094
3.050121,9.61133413807
3.16649,9.59543116166
3.282859,9.58870618526
3.399228,9.59081221511
3.515597,9.60164031943
3.631966,9.62202244276
3.748335,9.65214256609
3.864704,9.69277968945
3.981072,9.74510584786
4.080438,9.80010815551
4.179803,9.86576949708
4.279168,9.94362183873
4.378533,10.0355161804
4.428216,10.0874513512
4.477899,10.143781522
4.527582,10.2049486933
4.577264,10.2712938832
4.626947,10.3430662541
4.676629,10.4208711078
4.726312,10.5058983302
4.775994,10.5986376334
4.831996,10.7132761078
4.887997,10.8398845824
4.943999,10.9800230569
5.0,11.1355745314
5.061984,11.3281661634
5.123968,11.5454307955
5.185952,11.7916064275
5.216944,11.9270812435
5.247936,12.0717730598
5.278928,12.2264958814
5.30992,12.3921457591
5.340912,12.5696730016
5.371904,12.7600446713
5.3874,12.8603901469
5.402896,12.9644147345
5.418392,13.0723415931
5.433888,13.1844207268
5.46488,13.4220271113
5.495872,13.6791389051
5.534453,14.029430107
5.573034,14.4174535008
5.611615,14.8486649081
5.650195,15.3295773152
5.688776,15.8680297229
5.708066,16.1616894264
5.727356,16.47340413
5.746647,16.8046848341
5.765937,17.1571475377
5.785227,17.5326362412
5.804517,17.9331779447
5.83433,18.6068400327
5.864142,19.3553321201
5.893955,20.1899852081
5.923767,21.1240222955
5.938674,21.6332403398
5.95358,22.1736053834
5.968486,22.7478324271
5.983392,23.3588974708
5.998299,24.0101905151
6.013205,24.7052975588
6.028111,25.4482756025
6.043017,26.2435766462
6.062308,27.3586513503
6.081598,28.5818850539
6.100888,29.9276447574
6.120178,31.4127464607
6.139469,33.0571291638
6.158759,34.8841788618
6.178049,36.922041541
6.187694,38.0302893608
6.197339,39.2043741528
6.211369,41.0408114854
6.225398,43.0461826114
6.239427,45.2419843623
6.253456,47.6530744906
6.267486,50.3087656788
6.281515,53.2429185717
6.295544,56.4962958406
6.309573,60.1171832526
6.316632,62.0958952289
6.32369,64.1902307192
6.330748,66.4097167414
6.337806,68.7645513232
6.344865,71.2663464999
6.351923,73.9268443135
6.358981,76.7601668084
6.366039,79.7816330303
6.373098,83.0087610232
6.380156,86.4596798296
6.387214,90.1561174866
6.394272,94.121990027
6.401331,98.3848014779
6.408389,102.973670863
6.415447,107.9234982
6.422505,113.273211502
6.429564,119.06786478
6.436622,125.356217042
6.44368,132.196507294
6.450738,139.654786538
6.457797,147.807640777
6.464855,156.739512014
6.471913,166.55103925
6.478971,177.356891484
6.48603,189.290225717
6.493088,202.498421951
6.500146,217.155471184
6.507204,233.457426417
6.510733,242.293407534
6.514262,251.625687651
6.517791,261.486186767
6.52132,271.908273884
6.524849,282.927258
6.528378,294.579700117
6.531907,306.903807234
6.535436,319.93903835
6.538966,333.730132466
6.542495,348.310693583
6.546024,363.726557699
6.549553,380.020083816
6.553082,397.233376932
6.556611,415.407781049
6.56014,434.583379166
6.563669,454.798284282
6.567199,476.094092398
6.570728,498.490826515
6.574257,522.021990631
6.577786,546.709715748
6.581315,572.570104864
6.584844,599.611716981
6.588373,627.834843098
6.591902,657.230294214
6.596073,693.457026988
6.600244,731.239204762
6.604415,770.498212536
6.608585,811.11854031
6.612756,852.985688084
6.616927,895.926175858
6.621098,939.745853632
6.625268,984.209531407
6.629774,1032.697499
6.63428,1081.2935766
6.643291,1177.20080179
6.652302,1268.46511698
6.661313,1351.33581217
6.666149,1391.03241959
6.670985,1426.67326701
6.675821,1457.74448443
6.680657,1483.78629185
6.685493,1504.40623926
6.690329,1519.28842668
6.695165,1528.2038241
6.7,1531.01728152
6.704836,1527.69130894
6.709672,1518.28340636
6.714508,1502.95070378
6.719344,1481.9399112
6.725245,1449.09981805
6.731145,1409.0596649
6.737045,1362.69767175
6.742945,1310.9909286
6.748845,1254.97596545
6.754745,1195.7092823
6.760645,1134.23377916
6.766545,1071.54512601
6.779318,935.92840919
6.785705,870.066475781
6.792091,806.550352373
6.798478,745.934018964
6.804864,688.653965556
6.811251,634.965452147
6.817637,585.030288739
6.824024,538.86881533
6.830411,496.435651922
6.836798,457.607408513
6.843184,422.214945105
6.849571,390.037511696
6.855957,360.854788288
6.862344,334.417784879
6.86873,310.494801471
6.875117,288.844578062
6.881503,269.251744654
6.88789,251.502471245
6.894276,235.410757837
6.900663,220.797124428
6.907049,207.50828102
6.913435,195.400467611
6.919821,184.347424203
6.925047,176.008061414
6.930272,168.246208626
6.935498,161.009015836
6.940723,154.254233048
6.945949,147.938730259
6.951174,142.02825747
6.956399,136.488204682
6.961624,131.288741893
6.96685,126.401769104
6.972075,121.804686315
6.9773,117.474153527
6.982525,113.390020738
6.987751,109.533257949
6.992976,105.88861516
7.003426,99.1739195832
7.009813,95.4105461745
7.016199,91.8802627663
7.022586,88.5630893575
7.028972,85.4430959493
7.035359,82.5040125406
7.041745,79.7328791323
7.048132,77.1162757236
7.054518,74.6436423154
7.067291,70.0880954984
7.080064,65.9937886815
7.092837,62.3001918645
7.10561,58.9563950475
7.118383,55.9193982306
7.131156,53.1526014136
7.143929,50.6247545967
7.156702,48.3090077798
7.169475,46.1821909632
7.182248,44.2241841471
7.195021,42.4174673326
7.207793,40.7467905221
7.220659,39.1876036696
7.233524,37.7406868348
7.246389,36.3952700335
7.259254,35.1419332939
7.27212,33.9723266595
7.284985,32.8792701948
7.29785,31.8561239834
7.310715,30.8970681264
7.323581,29.9967727321
7.336446,29.1506779046
7.349311,28.3544437244
7.362176,27.6042102362
7.375041,26.8965034401
7.387906,26.2281412917
7.400771,25.5962407102
7.413636,24.9981825934
7.439859,23.8742243129
7.466081,22.8635217578
7.492304,21.9512214741
7.518526,21.1249372684
7.544749,20.37408408
7.570971,19.6897368946
7.597194,19.0641907095
7.623416,18.4909155245
7.642487,18.10353939
7.661558,17.7388902554
7.680629,17.3952541209
7.6997,17.0710659863
7.718771,16.7648808518
7.737842,16.4753447172
7.775983,15.9413014481
7.814125,15.460228179
7.852267,15.0253019099
7.890409,14.6309476408
7.92855,14.2723523717
7.954773,14.0443401868
7.980995,13.8300370018
8.007218,13.6283438167
8.03344,13.4383006317
8.059663,13.2590064467
8.085885,13.0896752617
8.13833,12.7780268917
8.190775,12.4982845217
8.24322,12.2462181517
8.295665,12.0182847817
8.348109,11.8114944117
8.40451,11.6098020138
8.46091,11.4269576177
8.51731,11.2607042408
8.57371,11.1091279466
8.63011,10.9705327902
8.68651,10.8434577242
8.74291,10.7267166815
8.79931,10.6193936412
8.857677,10.5173525996
8.916044,10.423184558
8.974411,10.3359625164
9.032778,10.2552234748
9.091145,10.1804414331
9.149512,10.1110903915
9.207879,10.0466983499
9.266245,9.98685130828
9.324612,9.93117426666
9.382979,9.87934122504
9.499713,9.78606214181
9.616447,9.70502805857
9.73318,9.63464597533
9.86659,9.56563088077
10.0,9.50743484872
10.07778,9.47801895005
10.15555,9.45163610109
10.23333,9.42816925828
10.3111,9.40750641561
10.45369,9.37657770409
10.59627,9.35431399254
10.73885,9.34052628099
10.88143,9.33526156945
11.02401,9.3387988579
11.16659,9.35167814636
11.23788,9.36186829058
11.30917,9.37473143481
11.38046,9.39042357904
11.45175,9.40913072447
11.54569,9.43873706099
11.59266,9.45577880857
11.61614,9.46487664289
11.63962,9.47437195915
11.66311,9.48429085374
11.68659,9.49464834979
11.73355,9.51677886812
11.82748,9.56709273368
11.92141,9.62617918623
12.01534,9.69522465039
12.10927,9.77571211458
12.2032,9.8694505788
12.28632,9.9652181482
12.36944,10.0749577176
12.45256,10.200932287
12.53568,10.3458958563
12.57724,10.426526141
12.6188,10.5132284257
12.66036,10.6065537104
12.70192,10.7071139951
12.74348,10.8155962798
12.78504,10.9327675645
12.8266,11.0594888492
12.86816,11.1967011339
12.91728,11.3738097437
12.9664,11.5689753535
13.01552,11.7847359634
13.06463,12.0241845714
13.11375,12.2908971812
13.16286,12.5886607893
13.21198,12.9222473991
13.26109,13.2971740071
13.30265,13.6518392918
13.34421,14.045997576
13.38577,14.4855268552
13.42733,14.9774360979
13.46889,15.5301301558
13.48967,15.8323624889
13.51045,16.1537545642
13.53123,16.4959232467
13.55201,16.8606523852
13.57279,17.2499468375
13.59356,17.6658155023
13.62709,18.3999958553
13.66062,19.2224503386
13.67739,19.6713095514
13.69415,20.1475845181
13.71091,20.6537963088
13.72767,21.1924549813
13.74444,21.7667125776
13.7612,22.3789711309
13.77797,23.0334306578
13.79473,23.7332211731
13.8115,24.4835446804
13.82826,25.2884181861
13.84502,26.1538236905
13.86178,27.0859631943
13.88119,28.2582203032
13.9006,29.541975412
13.92001,30.9517425207
13.93942,32.5044886295
13.95883,34.2201117382
13.97824,36.122159847
13.99765,38.2386319557
14.01705,40.601745066
14.02676,41.8898426196
14.03646,43.2543351747
14.04617,44.7044627284
14.05587,46.2443352835
14.06558,47.8850128371
14.07528,49.6318903922
14.08499,51.4983399459
14.09469,53.491438501
14.1044,55.6275710546
14.1141,57.9161066097
14.12381,60.3773311634
14.13351,63.0237637185
14.14322,65.8808782721
14.15292,68.9655798272
14.16263,72.3103063809
14.17233,75.938123936
14.17939,78.7781438844
14.18645,81.8030868327
14.19351,85.0297137811
14.20057,88.4767757295
14.21028,93.6167112831
14.21998,99.2700878382
14.22969,105.521976392
14.23939,112.445864947
14.2491,120.157880501
14.2588,128.762451056
14.26365,133.445577333
14.2685,138.408744611
14.27335,143.673770888
14.2782,149.263948166
14.28306,155.217545442
14.28791,161.53745272
14.29276,168.265400997
14.29761,175.433345275
14.30247,183.091854551
14.30732,191.246438828
14.31217,199.951474106
14.31702,209.249094384
14.32188,219.20471966
14.32673,229.824496937
14.33158,241.177584215
14.33643,253.315570492
14.34129,266.319760768
14.34614,280.192148046
14.35099,295.015547323
14.35584,310.847485601
14.35915,322.261289108
14.36246,334.190411615
14.36577,346.652999122
14.36908,359.667198629
14.37239,373.250498136
14.3757,387.419857643
14.37901,402.19154715
14.38231,417.533516658
14.38562,433.553186165
14.38893,450.218045672
14.39224,467.539715179
14.39555,485.528364686
14.39886,504.192234193
14.40217,523.5375037
14.40878,564.222212715
14.41364,595.879871991
14.41849,628.930491269
14.42334,663.407840546
14.42819,699.266309824
14.43305,736.5207591
14.4379,774.936538378
14.44275,814.488967655
14.4476,855.057896933
14.45246,896.589946209
14.45731,938.754075486
14.46701,1024.49558404
14.47672,1110.7987226
14.48642,1195.56873115
14.49694,1283.41567958
14.50746,1364.24616802
14.51272,1401.14309723
14.51798,1435.23979645
14.52324,1466.21233567
14.5285,1493.76104488
14.53638,1528.04325371
14.54425,1553.24470254
14.55213,1568.85553136
14.56,1574.48563019
14.56591,1572.08960931
14.57182,1564.04728843
14.57773,1550.47298755
14.58364,1531.55398667
14.58955,1507.54551579
14.59545,1478.81415491
14.60136,1445.63294403
14.60726,1408.52839315
14.61317,1367.82477227
14.61907,1324.13689139
14.62555,1273.22583043
14.63203,1219.88863946
14.64499,1108.54039753
14.65795,995.0334356
14.6709,883.746303671
14.67749,829.066002689
14.68407,776.268491709
14.69066,725.480100727
14.69724,677.077019747
14.70383,631.073568766
14.71041,587.714207785
14.717,546.921526804
14.72358,508.828535824
14.73017,473.290164842
14.73675,440.353033862
14.74334,409.82983288
14.74992,381.7056919
14.75651,355.773370919
14.76309,331.979959938
14.76967,310.147328958
