Cu65,Cu65
0.9375,14.1339837
1.0,14.1221079
1.0625,14.1112588
1.125,14.1012848
1.1875,14.0920803
1.25,14.0835503
1.375,14.0681606
1.5,14.0546422
1.625,14.0425973
1.75,14.0318043
1.875,14.0220111
2.0,14.013037
2.1875,14.0009014
2.375,13.9900702
2.5625,13.9803126
2.75,13.9714335
2.9375,13.9632845
3.125,13.9557404
3.3125,13.9487314
3.5,13.942176
3.875,13.9302225
4.25,13.9195207
4.625,13.9098053
5.0,13.9008862
5.3125,13.8939667
5.625,13.8874269
5.9375,13.8812326
6.25,13.8753315
6.875,13.864283
7.5,13.8540607
8.125,13.8445044
8.75,13.8355004
9.375,13.8269515
10.0,13.8187718
10.625,13.8109214
11.25,13.8033454
11.875,13.79601728
12.5,13.788907
13.75,13.77521387
15.0,13.76211966
16.25,13.74951101
17.5,13.73730615
18.75,13.72543761
20.0,13.71384144
21.875,13.69689822
23.75,13.68039569
25.625,13.66425656
27.5,13.64843495
29.375,13.63287448
31.25,13.61754842
33.125,13.6024207
35.0,13.58746862
36.875,13.57268357
38.75,13.5580301
42.5,13.52910833
46.25,13.50062192
50.0,13.47251193
53.125,13.44932967
56.25,13.42635264
59.375,13.40356511
62.5,13.38094351
68.75,13.3361547
75.0,13.29190562
81.25,13.24813522
87.5,13.20476617
93.75,13.16175918
100.0,13.11906165
106.25,13.07664728
112.5,13.03444299
118.75,12.99241879
125.0,12.95050742
131.25,12.90865404
137.5,12.86679634
143.75,12.82481469
150.0,12.78263285
154.6875,12.75073282
159.375,12.71854606
164.0625,12.6860269
168.75,12.65306442
171.875,12.63068724
175.0,12.60794076
178.125,12.58477435
181.25,12.5610617
184.375,12.53670145
187.5,12.51153944
190.625,12.48538927
192.1875,12.47186637
193.75,12.45798579
195.3125,12.44369611
196.875,12.42895067
198.4375,12.41367622
200.0,12.39782065
201.1668,12.3855335
202.3336,12.37279604
203.5004,12.35957271
204.6671,12.34579499
205.4839,12.33578549
206.3006,12.32543643
207.1173,12.31473092
207.934,12.30361443
208.7508,12.29204561
209.5675,12.2799765
210.3842,12.2673741
211.2009,12.25417121
211.6676,12.24634064
212.1343,12.23824967
212.601,12.22990432
213.0677,12.22127472
213.5344,12.21235405
214.0011,12.20312756
214.4678,12.19355286
214.9345,12.18361033
215.4013,12.17327415
215.868,12.16252106
216.3347,12.15130403
216.8014,12.13959148
217.2681,12.127339
217.7348,12.11449067
218.2015,12.10101798
218.6682,12.08685262
218.9599,12.07762546
219.2516,12.06808123
219.5433,12.05820189
219.835,12.04796198
220.1559,12.036285
220.4767,12.0241233
220.7976,12.0114672
221.1184,11.9982839
221.4393,11.9845364
221.7601,11.9702007
221.9206,11.962793
222.081,11.9552402
222.2414,11.9475305
222.4018,11.9396516
222.6498,11.9271486
222.8977,11.9142462
223.1457,11.9009572
223.3936,11.8872749
223.5176,11.8802871
223.6416,11.8732122
223.7656,11.8660563
223.8895,11.8588327
224.0135,11.8515201
224.1374,11.8441532
224.2614,11.8367324
224.3853,11.8292712
224.5458,11.81958
224.7062,11.8099018
224.8666,11.8002894
225.027,11.7908097
225.1875,11.7815452
225.3479,11.7726346
225.5083,11.7642096
225.5885,11.7602398
225.6687,11.7564632
225.7453,11.753078
225.8219,11.7499213
225.8985,11.7470485
225.975,11.7444865
226.0516,11.7422978
226.1282,11.7405093
226.2048,11.7391939
226.2813,11.7384236
226.3579,11.7382636
226.4345,11.7388096
226.5111,11.740158
226.5876,11.7424238
226.6642,11.7457569
226.7408,11.7502913
226.8174,11.7562176
226.8939,11.7637377
226.9741,11.7735997
227.0543,11.785836
227.1345,11.800826
227.2147,11.819058
227.2949,11.841099
227.3751,11.867658
227.4553,11.899587
227.5355,11.937959
227.5757,11.960016
227.6158,11.984161
227.6559,12.010666
227.696,12.039779
227.7361,12.071809
227.7762,12.107072
227.8163,12.145963
227.8564,12.188924
227.8966,12.236609
227.9367,12.289403
227.9768,12.34814
228.0169,12.413684
228.057,12.48708
228.0971,12.56956
228.1372,12.662623
228.1773,12.768083
228.2047,12.848383
228.232,12.935973
228.2594,13.032432
228.2867,13.138115
228.3141,13.255019
228.3414,13.383672
228.3688,13.526599
228.3961,13.684544
228.4235,13.860708
228.4508,14.0561
228.4782,14.274765
228.5055,14.518028
228.5329,14.790973
228.5602,15.09528
228.5875,15.435976
228.6148,15.817593
228.6349,16.12762
228.6549,16.462961
228.675,16.829285
228.695,17.225398
228.7151,17.65789
228.7351,18.125224
228.7552,18.63502
228.7752,19.18528
228.7953,19.784775
228.8153,20.430915
228.8354,21.133711
228.8554,21.88981
228.8755,22.710588
228.8955,23.591729
228.9156,24.54604
228.9356,25.568039
228.9548,26.6209
228.9739,27.741603
228.9931,28.945435
229.0122,30.223338
229.0314,31.592143
229.0505,33.040896
229.0697,34.587973
229.0888,36.220252
229.108,37.957623
229.1271,39.784538
229.1463,41.722374
229.1654,43.752868
229.1846,45.898811
229.2037,48.138966
229.2229,50.497438
229.242,52.949803
229.2621,55.644461
229.2821,58.440503
229.3222,64.383048
229.3623,70.752343
229.4023,77.49218
229.4425,84.601
229.4826,91.95876
229.5227,99.50025
229.5628,107.12959
229.5957,113.37951
229.6285,119.53349
229.6613,125.54381
229.6941,131.34169
229.7087,133.83585
229.7488,140.34947
229.7889,146.2725
229.8144,149.67845
229.8399,152.77089
229.8813,157.05963
229.9039,158.99004
229.9264,160.60741
229.9632,162.5716
230.0,163.66349
230.0287,163.89876
230.0574,163.59281
230.08,162.97467
230.1025,162.03472
230.125,160.77878
230.1475,159.21661
230.1929,155.18234
230.2382,150.08312
230.2835,144.05495
230.3287,137.27565
230.3864,127.78502
230.4441,117.6944
230.4894,109.58151
230.5347,101.47322
230.58,93.50996
230.6252,85.82876
230.6705,78.49395
230.6932,74.97993
230.7158,71.59877
230.7385,68.32658
230.7611,65.19687
230.7838,62.18543
230.8064,59.32107
230.824,57.18367
230.8415,55.13956
230.859,53.17615
230.8765,51.29292
230.894,49.48906
230.9115,47.7635
230.929,46.11493
230.9465,44.54186
230.964,43.04256
230.9815,41.61521
230.999,40.25779
231.0165,38.96819
231.034,37.74421
231.0515,36.58355
231.069,35.4839
231.0865,34.44288
231.1092,33.17593
231.1318,32.00335
231.1545,30.90955
231.1771,29.8991
231.1998,28.958
231.2224,28.08974
231.2451,27.281891
231.2677,26.537076
231.2904,25.844371
231.313,25.205797
231.3357,24.6118
231.3583,24.06396
231.381,23.553967
231.4036,23.08312
231.4262,22.64608
231.4488,22.240105
231.4736,21.827271
231.4983,21.447097
231.523,21.095017
231.5477,20.768449
231.5724,20.465062
231.5971,20.182717
231.6218,19.919501
231.6465,19.673656
231.6712,19.443629
231.6959,19.227988
231.7206,19.025463
231.7453,18.834908
231.77,18.655295
231.7947,18.485688
231.8194,18.325255
231.8441,18.173253
231.8894,17.914198
231.9347,17.677664
231.98,17.460702
232.0253,17.260834
232.0706,17.076015
232.1159,16.9045
232.1612,16.744834
232.2065,16.595782
232.2518,16.456269
232.2971,16.325387
232.3424,16.202332
232.3877,16.086415
232.433,15.97701
232.4783,15.873595
232.5236,15.775667
232.5689,15.682811
232.6142,15.594648
232.6595,15.51081
232.7048,15.431015
232.7501,15.35496
232.8407,15.213099
232.9313,15.0834357
233.0219,14.9644866
233.1125,14.8549999
233.2031,14.7538816
233.2936,14.660348
233.3678,14.5886639
233.4419,14.5211676
233.516,14.4574309
233.5901,14.3971491
233.6643,14.339974
233.7384,14.2858132
233.8125,14.2343711
233.8866,14.1854538
233.9608,14.1388226
234.0349,14.0944333
234.109,14.0520765
234.1831,14.0116103
234.3314,13.9358592
234.4796,13.8663962
234.5702,13.8266888
234.6608,13.788888
234.7514,13.7528669
234.842,13.7185062
234.9326,13.685693
235.0232,13.6543203
235.2044,13.595544
235.3856,13.5415362
235.5668,13.4917253
235.748,13.4456587
235.9291,13.4029409
236.0445,13.3772893
236.1598,13.3527927
236.3904,13.3068872
236.621,13.2647003
236.8516,13.2257877
237.0822,13.189767
237.3128,13.1563331
237.5434,13.1251859
237.774,13.0960875
237.9552,13.0745473
238.1364,13.0540562
238.3176,13.0345599
238.4988,13.0159775
238.68,12.998241
238.8612,12.9812854
239.0424,12.9650782
239.2235,12.9495609
239.5859,12.920394
239.9482,12.89348156
240.3106,12.86855493
240.6729,12.84539993
240.9365,12.82954544
241.2,12.81446545
241.4636,12.80007622
241.7271,12.78636105
241.9907,12.77323139
242.2542,12.76068494
242.5177,12.7486681
242.7812,12.73713829
243.1766,12.72068591
243.5719,12.70514578
243.9672,12.6904219
244.3625,12.67646325
244.7579,12.66319922
245.1532,12.65057275
245.5485,12.63853744
245.9438,12.62703936
246.6027,12.60894914
247.2615,12.59208107
247.9204,12.57626505
248.5792,12.56140909
249.2381,12.54738562
249.8969,12.53411251
250.5558,12.52151096
251.2146,12.50955032
252.0053,12.49591075
252.7959,12.48293951
253.5866,12.47058677
254.3772,12.45880986
255.1679,12.44753686
255.9585,12.43672739
256.7491,12.42632254
257.5397,12.41630535
259.121,12.39727939
260.7022,12.37942735
262.2835,12.36255833
263.8647,12.34655059
265.7096,12.32880215
267.5544,12.31187922
269.3992,12.29566642
271.244,12.28006942
273.0888,12.26501737
274.9336,12.25044185
278.6232,12.22252463
282.3128,12.19607509
286.0024,12.1705278
289.692,12.1458784
293.3816,12.12200317
299.9702,12.0809453
306.5588,12.04137507
313.1474,12.00309415
319.736,11.96580071
326.3246,11.92926106
332.9132,11.89338934
346.0904,11.82352775
359.2676,11.75583864
372.4448,11.68948944
385.622,11.62442614
398.7992,11.56053307
424.0994,11.44125295
449.3996,11.32503661
474.6998,11.212122129
500.0,11.101649465
531.25,10.968771152
562.5,10.839332425
593.75,10.713065861
625.0,10.589745584
656.25,10.469156895
687.5,10.351115972
718.75,10.235459652
750.0,10.122035293
781.25,10.01070067
812.5,9.901312899
843.75,9.793750372
875.0,9.687890724
906.2498,9.583614794
937.4995,9.480808602
968.7493,9.379360339
999.999,9.279152305
1001.415,9.274632801
1005.654,9.261137629
1019.433,9.217423518
1033.212,9.173954895
1060.77,9.087639519
1088.328,9.001716549
1115.886,8.916719624
1143.444,8.832005586
1171.002,8.747813761
1198.56,8.663826258
1226.118,8.579973458
1248.024,8.513173822
1258.977,8.479638865
1269.929,8.445941497
1280.882,8.411993786
1291.834,8.377690614
1302.787,8.342774667
1308.263,8.325008893
1313.739,8.306896968
1317.272,8.294986721
1320.805,8.282848787
1324.338,8.270424141
1327.871,8.257640628
1331.758,8.243010211
1333.701,8.235403623
1335.644,8.227554936
1337.588,8.21940847
1339.531,8.210906625
1341.474,8.201961618
1343.417,8.19245878
1344.83,8.18512238
1346.42,8.17632561
1347.215,8.17166633
1348.01,8.16680924
1348.805,8.16173312
1349.6,8.15641112
1350.395,8.15081847
1351.19,8.14492883
1351.72,8.14082853
1352.25,8.13658393
1352.78,8.13219694
1353.31,8.12767879
1353.752,8.12382571
1354.194,8.11992346
1354.636,8.11601847
1355.077,8.11219841
1355.342,8.10999066
1355.607,8.10789848
1355.872,8.10598215
1356.137,8.10432568
1356.402,8.10305227
1356.667,8.10234657
1356.932,8.1025026
1357.196,8.1039984
1357.373,8.1061514
1357.605,8.1111497
1357.721,8.1149797
1357.837,8.1200438
1357.953,8.1267004
1358.069,8.1354214
1358.185,8.1468138
1358.301,8.1616588
1358.417,8.1809527
1358.533,8.2059471
1358.649,8.2381974
1358.707,8.2576248
1358.765,8.2796109
1358.823,8.3044571
1358.881,8.3324909
1358.939,8.364067
1358.997,8.3995698
1359.055,8.4394104
1359.113,8.4840304
1359.171,8.5338977
1359.228,8.5884957
1359.289,8.6536279
1359.35,8.7263061
1359.411,8.8071825
1359.471,8.895384
1359.532,8.994523
1359.593,9.103893
1359.654,9.224176
1359.714,9.353786
1359.775,9.49768
1359.836,9.654407
1359.897,9.82453
1359.957,10.00542
1360.018,10.203525
1360.078,10.412679
1360.139,10.640083
1360.199,10.878391
1360.271,11.183486
1360.343,11.509159
1360.415,11.854806
1360.487,12.219486
1360.559,12.601904
1360.631,13.000393
1360.774,13.831085
1360.962,14.972023
1361.149,16.106952
1361.27,16.808945
1361.391,17.461997
1361.502,18.001153
1361.563,18.267604
1361.623,18.506288
1361.684,18.723169
1361.744,18.90939
1361.813,19.088342
1361.881,19.226101
1361.941,19.314689
1362.0,19.370998
1362.053,19.395221
1362.106,19.394394
1362.184,19.347902
1362.261,19.250024
1362.315,19.151459
1362.368,19.031608
1362.466,18.75284
1362.563,18.409759
1362.671,17.959001
1362.778,17.452799
1362.861,17.027562
1362.943,16.586187
1363.108,15.65825
1363.322,14.438586
1363.429,13.846662
1363.536,13.278497
1363.59,13.002996
1363.644,12.736006
1363.698,12.478119
1363.751,12.234332
1363.805,11.995822
1363.858,11.771699
1363.912,11.553689
1363.965,11.349971
1364.019,11.152879
1364.072,10.969662
1364.126,10.793293
1364.179,10.630133
1364.233,10.473799
1364.286,10.329816
1364.34,10.192441
1364.393,10.066431
1364.442,9.957402
1364.491,9.855249
1364.54,9.759674
1364.588,9.6721303
1364.637,9.5886665
1364.686,9.5108564
1364.735,9.4383919
1364.783,9.3722944
1364.832,9.3095145
1364.881,9.2511863
1364.93,9.1970249
1364.978,9.1477451
1365.027,9.1010325
1365.075,9.0585527
1365.172,8.9816927
1365.27,8.9147974
1365.367,8.8576778
1365.464,8.8082447
1365.561,8.7653194
1365.659,8.7275287
1365.756,8.6947704
1365.853,8.6659027
1365.95,8.6403122
1366.106,8.6047664
1366.262,8.5747108
1366.418,8.548899
1366.573,8.5265502
1366.729,8.5067026
1366.885,8.4890081
1367.041,8.4730865
1367.196,8.45874085
1367.508,8.43346846
1367.819,8.41206545
1368.13,8.39359112
1368.441,8.37744463
1368.753,8.3631439
1369.064,8.35044797
1369.376,8.33901491
1369.687,8.3287137
1370.155,8.31491782
1370.622,8.30282168
1371.089,8.29207504
1371.556,8.28243797
1372.257,8.26966388
1372.958,8.25851428
1373.659,8.24865171
1374.359,8.2398322
1375.06,8.23184067
1375.76,8.22455708
1377.161,8.21163926
1378.407,8.20156757
1380.12,8.18928572
1381.833,8.178372334
1383.546,8.168476823
1385.258,8.159359294
1386.971,8.150837323
1388.684,8.142790974
1392.109,8.127796285
1395.846,8.112613015
1399.583,8.098267668
1403.32,8.084536116
1407.057,8.071255405
1414.531,8.045642092
1422.005,8.020887969
1429.48,7.996671252
1436.954,7.972818132
1451.902,7.925831888
1466.85,7.879394626
1481.798,7.833212038
1511.694,7.741107089
1541.59,7.648813738
1562.767,7.583049397
1583.944,7.516680833
1605.121,7.450107654
1626.297,7.382594413
1647.474,7.314640007
1668.65,7.245635799
1711.003,7.10499613
1753.356,6.959771829
1795.709,6.80890927
1816.886,6.731129443
1838.062,6.651268308
1859.239,6.569290152
1880.415,6.484952802
1910.312,6.361107841
1940.208,6.231812188
1955.156,6.164269349
1970.104,6.094943892
1985.052,6.023821201
2000.0,5.950713986
2016.25,5.868257246
2032.5,5.782744039
2048.75,5.6939027
2065.0,5.601416235
2081.25,5.504927389
2097.5,5.404042816
2113.75,5.298311292
2130.0,5.187227995
2142.188,5.099673957
2154.375,5.00940767
2166.563,4.91463785
2178.75,4.81588293
2190.938,4.71228767
2203.125,4.60399017
2215.313,4.48997072
2227.5,4.37037321
2235.625,4.28698971
2243.75,4.20057473
2251.875,4.11094404
2260.0,4.01790448
2269.141,3.90886002
2278.282,3.79488006
2287.423,3.67569944
2291.993,3.61432485
2296.563,3.55103939
2301.134,3.48679471
2305.704,3.42055246
2310.274,3.35313673
2314.844,3.28393135
2319.415,3.2134398
2323.985,3.14098673
2328.555,3.06682329
2333.125,2.99092062
2338.711,2.89573628
2344.297,2.79791775
2349.883,2.69744634
2355.469,2.59433457
2361.055,2.48870392
2366.641,2.38064893
2372.227,2.2703966
2377.813,2.15827969
2380.86,2.09647764
2383.907,2.03434932
2386.954,1.97201033
2390.0,1.90960552
2394.825,1.81100332
2399.649,1.71345625
2402.061,1.66536738
2404.473,1.61799578
2406.885,1.57145482
2409.297,1.52600065
2411.71,1.48187503
2414.122,1.43928968
2416.534,1.39872583
2418.946,1.36033212
2421.358,1.32460482
2423.77,1.29165602
2426.182,1.2627585
2428.594,1.2382916
2431.133,1.2180692
2433.672,1.2045097
2436.211,1.1987913
2437.481,1.199295
2438.75,1.2022918
2440.401,1.2102535
2442.051,1.2231652
2443.702,1.2415956
2445.352,1.2664148
2447.003,1.2983431
2448.653,1.3380495
2450.304,1.3864592
2451.954,1.4445141
2453.351,1.5020603
2454.747,1.5680562
2456.144,1.6434455
2457.54,1.7290551
2458.937,1.8260544
2460.333,1.9354673
2461.729,2.0586548
2462.427,2.1258609
2463.125,2.1970675
2463.824,2.2725933
2464.522,2.3524433
2465.221,2.4370817
2465.919,2.5265141
2466.618,2.6212606
2467.316,2.7213306
2468.014,2.8271511
2468.712,2.9390382
2469.411,3.0574991
2470.109,3.1825541
2470.807,3.3147463
2471.505,3.4544782
2472.204,3.602398
2472.902,3.7585416
2473.6,3.9236034
2474.298,4.0981059
2474.997,4.2828803
2475.695,4.4779936
2476.393,4.6843415
2477.091,4.9026066
2477.79,5.1338604
2478.488,5.3782275
2479.186,5.6368707
2479.884,5.9106928
2480.583,6.2010929
2481.281,6.5082857
2481.979,6.8337963
2482.677,7.178839
2483.375,7.5447162
2484.073,7.9328387
2484.771,8.3447273
2485.469,8.7820273
2486.041,9.1605753
2486.612,9.5577213
2487.184,9.9759801
2487.755,10.4150864
2488.327,10.8778595
2488.898,11.3640447
2489.469,11.8758669
2490.04,12.4148428
2490.612,12.9836051
2491.183,13.5818676
2491.754,14.2125084
2492.325,14.8776381
2492.897,15.5809245
2493.468,16.3225403
2494.039,17.1064496
2494.61,17.9355198
2495.309,19.0163834
2496.007,20.1737365
2496.705,21.4156562
2497.403,22.7494791
2498.102,24.185482
2498.8,25.728576
2499.498,27.390753
2500.196,29.1831
2500.895,31.120809
2501.593,33.212073
2502.291,35.47482
2502.989,37.926087
2503.688,40.5889
2504.386,43.476935
2505.084,46.617745
2505.782,50.038081
2506.481,53.773609
2507.179,57.847482
2507.877,62.302878
2508.575,67.182652
2509.274,72.543107
2509.972,78.423364
2510.67,84.892033
2511.368,92.018048
2511.718,95.862663
2512.067,99.890693
2512.416,104.12401
2512.765,108.574353
2513.114,113.254191
2513.463,118.176664
2513.812,123.35542
2514.161,128.805119
2514.511,134.557706
2514.86,140.59622
2515.209,146.953204
2515.558,153.64565
2515.907,160.69145
2516.256,168.1087
2516.605,175.915895
2516.954,184.132025
2517.335,193.590456
2517.716,203.582984
2518.097,214.133526
2518.477,225.234427
2518.858,236.965026
2519.239,249.31497
2519.62,262.299007
2520.0,275.890736
2520.422,291.741212
2520.844,308.383926
2521.266,325.802491
2521.688,343.965089
2522.532,382.301099
2523.375,422.676234
2524.219,464.1193
2525.063,505.09542
2525.485,524.83894
2525.907,543.74541
2526.329,561.54714
2526.75,577.93826
2527.313,597.27604
2527.875,613.12586
2528.438,625.08571
2529.0,632.79076
2529.563,636.10501
2530.02,635.55246
2530.477,632.18038
2530.934,626.13904
2531.391,617.63507
2531.848,606.91968
2532.305,594.27556
2532.762,580.00405
2533.219,564.4111
2534.133,530.444425
2535.047,494.534831
2535.961,458.409101
2536.875,423.323939
2537.68,393.952611
2538.484,366.402039
2538.886,353.35146
2539.288,340.797023
2539.69,328.740501
2540.092,317.178593
2540.494,306.104042
2540.896,295.506751
2541.298,285.373694
2541.7,275.690629
2542.102,266.441605
2542.504,257.610271
2542.906,249.179378
2543.308,241.131786
2543.714,233.375583
2544.119,225.993112
2544.525,218.93079
2544.93,212.206869
2545.741,199.642516
2546.551,188.19265
2547.362,177.718305
2548.173,168.134166
2548.984,159.349998
2549.794,151.294559
2550.605,143.876105
2551.416,137.04069
2552.227,130.731249
2553.037,124.903769
2553.848,119.498707
2554.659,114.483289
2555.47,109.822015
2556.28,105.488657
2556.981,101.976817
2557.681,98.67299
2558.381,95.555984
2559.081,92.610593
2559.782,89.819516
2560.482,87.179301
2561.182,84.6760616
2561.882,82.3008912
2562.583,80.0422668
2563.283,77.8987413
