U237,U237
E_eV,Sig_b
1e-05,24270.83574
1.03125e-05,23900.33406
1.0625e-05,23546.30551
1.09375e-05,23207.56115
1.125e-05,22883.033
1.15625e-05,22571.75382
1.1875e-05,22272.83705
1.21875e-05,21985.4967
1.25e-05,21708.99732
1.28125e-05,21442.68393
1.3125e-05,21185.94198
1.34375e-05,20938.20725
1.375e-05,20698.96592
1.4375e-05,20244.09947
1.5e-05,19817.97731
1.5625e-05,19417.67774
1.625e-05,19040.71199
1.6875e-05,18684.88376
1.75e-05,18348.29879
1.8125e-05,18029.2746
1.875e-05,17726.34014
1.9375e-05,17438.19562
2e-05,17163.65236
2.09375e-05,16775.14057
2.1875e-05,16411.87643
2.28125e-05,16071.24034
2.375e-05,15750.98549
2.46875e-05,15449.14729
2.5625e-05,15164.04305
2.65625e-05,14894.1617
2.75e-05,14638.20344
2.84375e-05,14395.01969
2.9375e-05,14163.56276
3.03125e-05,13942.93585
3.125e-05,13732.31288
3.21875e-05,13530.95839
3.3125e-05,13338.22745
3.40625e-05,13153.49563
3.5e-05,12976.24891
3.59375e-05,12805.97365
3.6875e-05,12642.24653
3.78125e-05,12484.64452
3.875e-05,12332.79484
3.96875e-05,12186.36496
4.0625e-05,12045.03256
4.25e-05,11776.52174
4.4375e-05,11525.22714
4.625e-05,11289.37569
4.8125e-05,11067.43613
5e-05,10858.11873
5.15625e-05,10692.48011
5.3125e-05,10534.20522
5.46875e-05,10382.76012
5.625e-05,10237.67129
5.78125e-05,10098.51555
5.9375e-05,9964.88098
6.09375e-05,9836.42498
6.25e-05,9712.81713
6.40625e-05,9593.76126
6.5625e-05,9478.98435
6.71875e-05,9368.23557
6.875e-05,9261.28622
7.1875e-05,9057.94768
7.5e-05,8867.45767
7.8125e-05,8688.51766
8.125e-05,8520.00543
8.4375e-05,8360.94787
8.75e-05,8210.49075
9.0625e-05,8067.8866
9.375e-05,7932.47662
9.6875e-05,7803.67355
0.0001,7680.95861
0.000103125,7563.86643
0.00010625,7451.98099
0.000109375,7344.92655
0.0001125,7242.36571
0.000115625,7143.99323
0.00011875,7049.53012
0.000121875,6958.72555
0.000125,6871.34887
0.000128125,6787.19059
0.00013125,6706.0563
0.000134375,6627.76973
0.0001375,6552.16773
0.00014375,6408.43222
0.00015,6273.77913
0.00015625,6147.29093
0.0001625,6028.17398
0.00016875,5915.73942
0.000175,5809.38498
0.00018125,5708.58195
0.0001875,5612.86405
0.00019375,5521.81737
0.0002,5435.07335
0.000209375,5312.31613
0.00021875,5197.53956
0.000228125,5089.91492
0.0002375,4988.7283
0.000246875,4893.36347
0.00025625,4803.28274
0.000265625,4718.01394
0.000275,4637.14525
0.000284375,4560.3092
0.00029375,4487.18262
0.000303125,4417.47556
0.0003125,4350.93033
0.000321875,4287.31335
0.00033125,4226.41726
0.000340625,4168.05283
0.00035,4112.04991
0.000359375,4058.25251
0.00036875,4006.51971
0.000378125,3956.72367
0.0003875,3908.74564
0.000396875,3862.4779
0.00040625,3817.82083
0.000425,3732.9814
0.00044375,3653.57724
0.0004625,3579.05081
0.00048125,3508.92213
0.0005,3442.77658
0.000515625,3390.43234
0.00053125,3340.41446
0.000546875,3292.55593
0.0005625,3246.70381
0.000578125,3202.72328
0.00059375,3160.48961
0.000609375,3119.8901
0.000625,3080.82315
0.000640625,3043.1922
0.00065625,3006.91374
0.000671875,2971.9073
0.0006875,2938.09946
0.00071875,2873.82203
0.00075,2813.60169
0.00078125,2757.02906
0.0008125,2703.751118
0.00084375,2653.458108
0.000875,2605.881527
0.00090625,2560.786033
0.0009375,2517.961466
0.00096875,2477.224797
0.001,2438.411138
0.00103125,2401.372659
0.0010625,2365.978665
0.00109375,2332.111499
0.001125,2299.662578
0.00115625,2268.537405
0.0011875,2238.647488
0.00121875,2209.912413
0.00125,2182.259791
0.00128125,2155.624268
0.0013125,2129.944529
0.00134375,2105.164268
0.001375,2081.231236
0.0014375,2035.725842
0.0015,1993.088601
0.0015625,1953.032004
0.001625,1915.302768
0.0016875,1879.685779
0.00175,1845.990086
0.0018125,1814.047833
0.001875,1783.711286
0.0019375,1754.851783
0.002,1727.351756
0.00209375,1688.427225
0.0021875,1652.024597
0.00228125,1617.883579
0.002375,1585.777078
0.00246875,1555.511136
0.0025625,1526.915948
0.00265625,1499.842784
0.00275,1474.160033
0.00284375,1449.754118
0.0029375,1426.521571
0.00303125,1404.371966
0.003125,1383.221892
0.00321875,1362.998026
0.0033125,1343.636047
0.00340625,1325.075674
0.0035,1307.262668
0.00359375,1290.146787
0.0036875,1273.685838
0.00378125,1257.837619
0.003875,1242.564964
0.00396875,1227.832715
0.0040625,1213.611728
0.00425,1186.585017
0.0044375,1161.279904
0.004625,1137.518578
0.0048125,1115.15036
0.005,1094.044644
0.00515625,1077.336385
0.0053125,1061.365335
0.00546875,1046.079249
0.005625,1031.428911
0.00578125,1017.372942
0.0059375,1003.871057
0.00609375,990.887894
0.00625,978.390634
0.00640625,966.349616
0.0065625,954.737539
0.00671875,943.529181
0.006875,932.701546
0.0071875,912.10469
0.0075,892.7953
0.0078125,874.643318
0.008125,857.536548
0.0084375,841.377571
0.00875,826.081215
0.0090625,811.573073
0.009375,797.787063
0.0096875,784.66492
0.01,772.154631
0.0103125,760.209906
0.010625,748.788952
0.0109375,737.854419
0.01125,727.372464
0.0115625,717.312564
0.011875,707.646685
0.0121875,698.349735
0.0125,689.398419
0.0128125,680.771627
0.013125,672.449809
0.0134375,664.415158
0.01375,656.651033
0.014375,641.875064
0.015,628.013943
0.015625,614.97521
0.01625,602.679511
0.016875,591.058174
0.0175,580.051148
0.018125,569.605718
0.01875,559.675192
0.019375,550.218007
0.02,541.197298
0.0206625,532.07492
0.021325,523.370558
0.0219875,515.052567
0.02265,507.092843
0.0233125,499.465882
0.023975,492.148779
0.0246375,485.120568
0.0253,478.36246
0.02636133,468.056309
0.02742266,458.336361
0.02848399,449.148306
0.02954532,440.444548
0.03060665,432.183716
0.03166798,424.329374
0.03272931,416.848774
0.03379063,409.712515
0.0345625,404.723313
0.03552735,398.708396
0.03649219,392.924256
0.03745704,387.355735
0.03842188,381.989565
0.03938673,376.813401
0.04035157,371.816403
0.04131641,366.988534
0.04228125,362.320148
0.0432461,357.802715
0.04421094,353.428204
0.04614063,345.07803
0.04807032,337.215609
0.05,329.794349
0.0515625,324.080281
0.053125,318.609612
0.0546875,313.365087
0.05625,308.331141
0.0578125,303.493911
0.059375,298.840551
0.0609375,294.359509
0.0625,290.040256
0.0640625,285.872946
0.065625,281.8489368
0.0671875,277.9601094
0.06875,274.1991269
0.0703125,270.5593646
0.071875,267.0344997
0.0734375,263.6186
0.075,260.3055539
0.078125,253.9661011
0.08125,247.9768676
0.084375,242.3067396
0.0875,236.9293109
0.090625,231.8206738
0.09375,226.9590491
0.096875,222.3250362
0.1,217.9013818
0.103125,213.6726095
0.10625,209.6246687
0.109375,205.7451838
0.1125,202.0227334
0.115625,198.4470504
0.11875,195.0087906
0.121875,191.6994333
0.125,188.5112402
0.128125,185.4370554
0.13125,182.4704753
0.134375,179.605258
0.1375,176.8359734
0.140625,174.157503
0.14375,171.5651296
0.146875,169.0544073
0.15,166.6212415
0.153125,164.2618983
0.15625,161.972865
0.159375,159.7507099
0.1625,157.592642
0.165625,155.4959219
0.16875,153.4580608
0.171875,151.4767299
0.175,149.5492197
0.18125,145.8446614
0.1875,142.3252678
0.19375,138.9777607
0.2,135.7897464
0.2064454,132.6585102
0.2128907,129.6754756
0.219336,126.8298635
0.2257813,124.1117885
0.2322266,121.5124901
0.2386719,119.024571
0.2451172,116.6408261
0.2515625,114.3549128
0.2574219,112.356775
0.2632813,110.430628
0.2691407,108.5726984
0.275,106.7795942
0.2796875,105.3897098
0.284375,104.0380882
0.2890625,102.7234749
0.29375,101.4443346
0.303125,98.9849263
