Cm244,Cm244
E_eV,Sig_b
1e-05,863.54977
1.03125e-05,850.40828
1.0625e-05,837.85156
1.09375e-05,825.83751
1.125e-05,814.32816
1.15625e-05,803.28915
1.1875e-05,792.6893
1.21875e-05,782.50031
1.25e-05,772.69631
1.28125e-05,763.25372
1.3125e-05,754.15074
1.34375e-05,745.36773
1.375e-05,736.88624
1.4375e-05,720.76171
1.5e-05,705.6574
1.5625e-05,691.46993
1.625e-05,678.11024
1.6875e-05,665.50106
1.75e-05,653.57471
1.8125e-05,642.27172
1.875e-05,631.53974
1.9375e-05,621.33226
2e-05,611.60797
2.09375e-05,597.84799
2.1875e-05,584.98406
2.28125e-05,572.92315
2.375e-05,561.58513
2.46875e-05,550.90083
2.5625e-05,540.8096
2.65625e-05,531.25885
2.75e-05,522.20187
2.84375e-05,513.59777
2.9375e-05,505.41001
3.03125e-05,497.60613
3.125e-05,490.15711
3.21875e-05,483.03684
3.3125e-05,476.22201
3.40625e-05,469.69124
3.5e-05,463.42551
3.59375e-05,457.40747
3.6875e-05,451.62107
3.78125e-05,446.05187
3.875e-05,440.68682
3.96875e-05,435.51356
4.0625e-05,430.52115
4.25e-05,421.03822
4.4375e-05,412.16509
4.625e-05,403.83912
4.8125e-05,396.00663
5e-05,388.62072
5.15625e-05,382.77734
5.3125e-05,377.19479
5.46875e-05,371.85427
5.625e-05,366.73889
5.78125e-05,361.83317
5.9375e-05,357.12336
6.09375e-05,352.59676
6.25e-05,348.2418
6.40625e-05,344.04781
6.5625e-05,340.00543
6.71875e-05,336.10546
6.875e-05,332.34002
7.1875e-05,325.18274
7.5e-05,318.47998
7.8125e-05,312.18568
8.125e-05,306.26015
8.4375e-05,300.66881
8.75e-05,295.38164
9.0625e-05,290.37183
9.375e-05,285.61633
9.6875e-05,281.09415
0.0001,276.78709
0.000103125,272.67854
0.00010625,268.75381
0.000109375,264.99953
0.0001125,261.40403
0.000115625,257.9562
0.00011875,254.64628
0.000121875,251.46542
0.000125,248.40551
0.000128125,245.45898
0.00013125,242.61905
0.000134375,239.87958
0.0001375,237.23472
0.00014375,232.20803
0.00015,227.50123
0.00015625,223.08182
0.0001625,218.9219
0.00016875,214.99706
0.000175,211.28615
0.00018125,207.77027
0.0001875,204.43317
0.00019375,201.26009
0.0002,198.23818
0.000209375,193.96368
0.00021875,189.96923
0.000228125,186.22565
0.0002375,182.70774
0.000246875,179.39381
0.00025625,176.26503
0.000265625,173.30466
0.000275,170.4982
0.000284375,167.832844
0.00029375,165.297227
0.000303125,162.881091
0.0003125,160.575436
0.000321875,158.372025
0.00033125,156.263623
0.000340625,154.243557
0.00035,152.305834
0.000359375,150.445001
0.00036875,148.656178
0.000378125,146.934809
0.0003875,145.276884
0.000396875,143.67844
0.00040625,142.136017
0.000425,139.206936
0.00044375,136.466923
0.0004625,133.896599
0.00048125,131.47892
0.0005,129.199615
0.000515625,127.396558
0.00053125,125.67427
0.000546875,124.026783
0.0005625,122.448914
0.000578125,120.935812
0.00059375,119.483342
0.000609375,118.087432
0.000625,116.744535
0.000640625,115.451398
0.00065625,114.205008
0.000671875,113.002647
0.0006875,111.841758
0.00071875,109.635287
0.00075,107.569025
0.00078125,105.628736
0.0008125,103.802155
0.00084375,102.078582
0.000875,100.448713
0.00090625,98.904343
0.0009375,97.438277
0.00096875,96.044101
0.001,94.716143
0.00103125,93.449329
0.0010625,92.239118
0.00109375,91.081398
0.001125,89.972501
0.00115625,88.90909
0.0011875,87.888138
0.00121875,86.906894
0.00125,85.962854
0.00128125,85.053726
0.0013125,84.177419
0.00134375,83.331984
0.001375,82.515671
0.0014375,80.963994
0.0015,79.510748
0.0015625,78.145952
0.001625,76.860971
0.0016875,75.64835
0.00175,74.501533
0.0018125,73.414773
0.001875,72.383015
0.0019375,71.40178
0.002,70.467049
0.00209375,69.144515
0.0021875,67.908208
0.00228125,66.749179
0.002375,65.659687
0.00246875,64.633066
0.0025625,63.663492
0.00265625,62.745869
0.00275,61.875727
0.00284375,61.049119
0.0029375,60.262536
0.00303125,59.512844
0.003125,58.797247
0.00321875,58.11326
0.0033125,57.4586
0.00340625,56.831241
0.0035,56.229337
0.00359375,55.651224
0.0036875,55.095346
0.00378125,54.560346
0.003875,54.044924
0.00396875,53.547917
0.0040625,53.068258
0.00425,52.157123
0.0044375,51.304479
0.004625,50.50434
0.0048125,49.751522
0.005,49.041554
0.00515625,48.479798
0.0053125,47.943074
0.00546875,47.42958
0.005625,46.937693
0.00578125,46.46592
0.0059375,46.01295
0.00609375,45.577574
0.00625,45.158664
0.00640625,44.755206
0.0065625,44.366292
0.00671875,43.991048
0.006875,43.628695
0.0071875,42.939813
0.0075,42.294511
0.0078125,41.688354
0.008125,41.117551
0.0084375,40.578764
0.00875,40.069133
0.0090625,39.586127
0.009375,39.127498
0.0096875,38.691269
0.01,38.275692
0.0103125,37.879176
0.010625,37.500332
0.0109375,37.137862
0.01125,36.790653
0.0115625,36.45765
0.011875,36.137923
0.0121875,35.8306
0.0125,35.534909
0.0128125,35.250137
0.013125,34.975611
0.0134375,34.710735
0.01375,34.454952
0.014375,33.968649
0.015,33.513044
0.015625,33.08503
0.01625,32.681908
0.016875,32.301382
0.0175,31.941415
0.018125,31.600234
0.01875,31.276281
0.019375,30.968137
0.02,30.674564
0.0206625,30.37805
0.021325,30.095477
0.0219875,29.825769
0.02265,29.567994
0.0233125,29.3213
0.023975,29.084907
0.0246375,28.858112
0.0253,28.640294
0.02645782,28.2794452
0.02761563,27.9415477
0.02877344,27.6242752
0.02993125,27.3256221
0.03108907,27.0438685
0.03224688,26.7774676
0.03340469,26.5250519
0.0345625,26.2853841
0.03552735,26.094617
0.03649219,25.9114193
0.03745704,25.7353102
0.03842188,25.5658423
0.03938673,25.4026101
0.04035157,25.2452505
0.04131641,25.0934318
0.04228125,24.9468341
0.04421094,24.6681491
0.04614063,24.4070935
0.04807032,24.1619041
0.05,23.9310129
0.0515625,23.7536133
0.053125,23.5840832
0.0546875,23.4218466
0.05625,23.2664013
0.0578125,23.117278
0.059375,22.9740662
0.0609375,22.8363831
0.0625,22.7038902
0.0640625,22.5762901
0.065625,22.4532908
0.0671875,22.334622
0.06875,22.2200322
0.071875,22.0020515
0.075,21.7976382
0.078125,21.6054436
0.08125,21.4243676
0.084375,21.2533677
0.0875,21.0915624
0.090625,20.9381328
0.09375,20.7923873
0.096875,20.6537011
0.1,20.5215088
