Gd160,Gd160
E_eV,Sig_b
1e-05,113.96003
1.03125e-05,112.24677
1.0625e-05,110.61005
1.09375e-05,109.04436
1.125e-05,107.54471
1.15625e-05,106.10663
1.1875e-05,104.726
1.21875e-05,103.39913
1.25e-05,102.12265
1.28125e-05,100.89343
1.3125e-05,99.70867
1.34375e-05,98.56574
1.375e-05,97.46226
1.4375e-05,95.36499
1.5e-05,93.40109
1.5625e-05,91.55711
1.625e-05,89.82136
1.6875e-05,88.18371
1.75e-05,86.63532
1.8125e-05,85.16839
1.875e-05,83.77609
1.9375e-05,82.45231
2e-05,81.19166
2.09375e-05,79.40862
2.1875e-05,77.74262
2.28125e-05,76.18146
2.375e-05,74.71467
2.46875e-05,73.33319
2.5625e-05,72.02911
2.65625e-05,70.79554
2.75e-05,69.62638
2.84375e-05,68.51626
2.9375e-05,67.46044
3.03125e-05,66.45465
3.125e-05,65.49511
3.21875e-05,64.57841
3.3125e-05,63.70149
3.40625e-05,62.86159
3.5e-05,62.05618
3.59375e-05,61.28301
3.6875e-05,60.54001
3.78125e-05,59.82527
3.875e-05,59.13709
3.96875e-05,58.47387
4.0625e-05,57.83415
4.25e-05,56.61999
4.4375e-05,55.48507
4.625e-05,54.42125
4.8125e-05,53.42149
5e-05,52.47971
5.15625e-05,51.7353
5.3125e-05,51.02474
5.46875e-05,50.34554
5.625e-05,49.69553
5.78125e-05,49.07269
5.9375e-05,48.4752
6.09375e-05,47.90144
6.25e-05,47.34989
6.40625e-05,46.81918
6.5625e-05,46.30805
6.71875e-05,45.81535
6.875e-05,45.34001
7.1875e-05,44.43761
7.5e-05,43.59387
7.8125e-05,42.80283
8.125e-05,42.0593
8.4375e-05,41.35881
8.75e-05,40.69745
9.0625e-05,40.07179
9.375e-05,39.47876
9.6875e-05,38.91571
0.0001,38.38024
0.000103125,37.87024
0.00010625,37.38376
0.000109375,36.91912
0.0001125,36.47476
0.000115625,36.04928
0.00011875,35.64142
0.000121875,35.25002
0.000125,34.87402
0.000128125,34.51249
0.00013125,34.16453
0.000134375,33.82932
0.0001375,33.50614
0.00014375,32.89318
0.00015,32.32077
0.00015625,31.78474
0.0001625,31.28151
0.00016875,30.80793
0.000175,30.36128
0.00018125,29.93918
0.0001875,29.53952
0.00019375,29.16043
0.0002,28.80025
0.000209375,28.29225
0.00021875,27.81916
0.000228125,27.37728
0.0002375,26.96339
0.000246875,26.57475
0.00025625,26.20896
0.000265625,25.86392
0.000275,25.5378
0.000284375,25.22898
0.00029375,24.93603
0.000303125,24.65766
0.0003125,24.39274
0.000321875,24.14024
0.00033125,23.89926
0.000340625,23.66897
0.00035,23.44862
0.000359375,23.23753
0.00036875,23.03508
0.000378125,22.84073
0.0003875,22.65396
0.000396875,22.47429
0.00040625,22.30132
0.000425,21.97386
0.00044375,21.66879
0.0004625,21.38373
0.00048125,21.11662
0.0005,20.86572
0.000515625,20.667874
0.00053125,20.479416
0.000546875,20.299635
0.0005625,20.127911
0.000578125,19.963652
0.00059375,19.806367
0.000609375,19.655566
0.000625,19.510827
0.000640625,19.371766
0.00065625,19.238031
0.000671875,19.10929
0.0006875,18.98525
0.00071875,18.750185
0.00075,18.530899
0.00078125,18.325721
0.0008125,18.133224
0.00084375,17.952167
0.000875,17.781493
0.00090625,17.620239
0.0009375,17.467596
0.00096875,17.322823
0.001,17.185278
0.00103125,17.054392
0.0010625,16.92965
0.00109375,16.810585
0.001125,16.696784
0.00115625,16.587886
0.0011875,16.483543
0.00121875,16.383451
0.00125,16.287335
0.00128125,16.194939
0.0013125,16.106033
0.00134375,16.020404
0.001375,15.937859
0.0014375,15.781319
0.0015,15.635142
0.0015625,15.498244
0.001625,15.369693
0.0016875,15.24868
0.00175,15.134504
0.0018125,15.026551
0.001875,14.924279
0.0019375,14.827212
0.002,14.734928
0.00209375,14.604651
0.0021875,14.483188
0.00228125,14.369595
0.002375,14.263062
0.00246875,14.162895
0.0025625,14.068488
0.00265625,13.979314
0.00275,13.894911
0.00284375,13.81487
0.0029375,13.738831
0.00303125,13.666474
0.003125,13.597514
0.00321875,13.531694
0.0033125,13.468784
0.00340625,13.408578
0.0035,13.35089
0.00359375,13.295548
0.0036875,13.242401
0.00378125,13.191306
0.003875,13.142137
0.00396875,13.094775
0.0040625,13.049114
0.00425,12.962506
0.0044375,12.881612
0.004625,12.805835
0.0048125,12.734658
0.005,12.667638
0.00515625,12.614681
