Ag110_m1,Ag110_m1
E_eV,Sig_b
11.63674,80.7680203415
11.64053,77.1895673427
11.64432,73.818520344
11.64811,70.6436823452
11.6519,67.6539303465
11.65569,64.8384013477
11.65948,62.186557349
11.66327,59.6882873502
11.66706,57.3339713515
11.67085,55.1144463527
11.67464,53.021084354
11.67843,51.0457583552
11.68222,49.1808373565
11.68601,47.4191853577
11.6898,45.754110359
11.69359,44.1793893602
11.69738,42.6891953615
11.70117,41.2781293627
11.70496,39.9411403639
11.71254,37.4709323664
11.72012,35.2448253689
11.7277,33.2335833714
11.73527,31.4141983739
11.74285,29.7599633764
11.75043,28.2543553788
11.75801,26.8808253813
11.76559,25.6249523838
11.77317,24.4741293863
11.78075,23.4173503887
11.78833,22.4449453912
11.79591,21.5484143937
11.80349,20.7202703961
11.81107,19.9539013986
11.81865,19.2434474011
11.82623,18.5837304035
11.83381,17.970115406
11.84139,17.3984904085
11.84897,16.8651744109
11.85654,16.3675134134
11.86412,15.9012524158
11.8717,15.4643994183
11.87928,15.0545784207
11.88686,14.6696304232
11.89444,14.3076084256
11.90202,13.9667484281
11.9096,13.6454504305
11.91718,13.342262433
11.92476,13.0558594354
11.93234,12.7850394378
11.9475,12.2858374427
11.96266,11.8369314476
11.97781,11.4320824525
11.99297,11.0652734573
12.00813,10.7321244622
12.02329,10.428660467
12.03844,10.1516424718
12.0536,9.89777047668
12.06876,9.6646954815
12.08392,9.45021248633
12.09907,9.25252349114
12.11423,9.06968749595
12.12939,8.90036550075
12.14455,8.74325850555
12.15971,8.59721951034
12.17487,8.46123351513
12.19003,8.33439751991
12.20519,8.21590752468
12.22034,8.10511852945
12.2355,8.00124253421
12.25066,7.90377853896
12.26582,7.81220754371
12.28097,7.72611854846
12.29613,7.64497655319
12.31129,7.56845955793
12.32645,7.49622156265
12.3416,7.42799156737
12.37192,7.3022155768
12.40224,7.1891825862
12.43256,7.08722059557
12.46287,6.99495560493
12.49319,6.91113561426
12.5235,6.83480662357
12.55382,6.76505263286
12.58413,6.70117864212
12.61445,6.64250065136
12.64477,6.58848366058
12.67509,6.53864766978
12.7054,6.49258337896
12.73572,6.44989158811
12.76603,6.41027479724
12.79635,6.37341970635
12.82666,6.33909871544
12.85698,6.30706142451
12.8873,6.27712143356
12.91762,6.24909844258
12.94793,6.22284075158
13.00856,6.17502706953
13.06919,6.13269728739
13.12983,6.09504390517
13.19046,6.06142162286
13.25109,6.03127914048
13.31172,6.00416175801
13.37236,5.97968777547
13.43299,5.95754349284
13.49362,5.93745321014
13.55425,5.91918442736
13.61489,5.90253814451
13.67552,5.88734816157
13.73616,5.87346337857
13.79679,5.86076039549
13.85743,5.84912441233
13.91806,5.8384635291
14.03932,5.81973336242
14.16059,5.80401159545
14.28185,5.7908713282
14.40312,5.77997766068
14.52438,5.77107579288
14.64565,5.76396862482
14.76691,5.75850845649
14.88818,5.7545856879
15.00944,5.75212691906
15.13071,5.75108694997
15.25197,5.75145018063
15.37324,5.75322581105
15.4945,5.75644684122
15.61577,5.76117577117
15.73704,5.76750050088
15.85831,5.77553843037
15.97957,5.78544135963
16.10084,5.79740448866
16.2221,5.81166251748
16.34337,5.82851244609
16.46463,5.84831617448
16.5859,5.87152540267
16.70716,5.89868893065
16.7678,5.91396624456
16.82843,5.93050305843
16.88906,5.94841347224
16.94969,5.96782848601
17.01033,5.98889339972
17.07096,6.01176471339
17.13159,6.03663192701
17.19222,6.06370414058
17.25286,6.0932263541
17.31349,6.12546156757
17.37412,6.160727881
17.43475,6.19938989438
17.49539,6.24187090772
17.55602,6.288644921
17.61666,6.34029493425
17.67729,6.39746894745
17.73793,6.4609749606
17.79856,6.5317209737
17.85919,6.61083098677
17.91982,6.69963799978
17.98046,6.79977601276
18.01078,6.85468801923
18.04109,6.91318002569
18.07141,6.97560803214
18.10172,7.04228403858
18.13204,7.113645045
18.16235,7.19008505142
18.19267,7.27214905783
18.22299,7.36036706422
18.25331,7.45536607061
18.28362,7.55782007698
18.31394,7.66860008334
18.34425,7.7885470897
18.37457,7.91878409604
18.40488,8.06042310237
18.4352,8.21493410869
18.46552,8.383863115
18.49584,8.56905612131
18.52615,8.7725951276
18.55647,8.99712913388
18.58678,9.24547514015
18.6171,9.52130014641
18.64741,9.82859215265
18.67773,10.1725501589
18.69289,10.360076162
18.70805,10.5590971651
18.72321,10.7705681682
18.73837,10.9955461713
18.75353,11.2352031744
18.76868,11.4906631776
18.78384,11.7637121807
18.799,12.0557981838
18.81416,12.3687291868
18.82931,12.7042931899
18.84447,13.065206193
18.85963,13.4538121961
18.87479,13.8730031992
18.88994,14.3257422023
18.9051,14.8163532054
18.92026,15.3487752084
18.93542,15.9278902115
18.95058,16.5592502146
18.96574,17.2492902177
18.9809,18.0054532207
18.99606,18.8363452238
19.01121,19.7514342269
19.02637,20.7637232299
19.04153,21.886540233
19.05669,23.136361236
19.06427,23.8148772376
19.07184,24.5318022391
19.07942,25.2920902406
19.087,26.0981812421
19.09458,26.9537532437
19.10216,27.8628832452
19.10974,28.8300412467
19.11732,29.8601762482
19.1249,30.9587792498
19.13247,32.1303072513
19.14005,33.3846022528
19.14763,34.7276662543
19.15521,36.1678772559
19.16279,37.7145792574
19.17037,39.3782472589
19.17795,41.1706272604
19.18553,43.1049482619
19.19311,45.1960792634
19.20069,47.460863265
19.20827,49.9183342665
19.21585,52.590116268
19.22343,55.5008042695
19.23101,58.678420271
19.23859,62.1550022725
19.24617,65.967259274
19.25374,70.1514942756
19.26132,74.7671432771
19.2689,79.8647192786
19.27648,85.5085992801
19.28406,91.7731182816
19.28785,95.1644772824
19.29164,98.7441972831
19.29543,102.525129284
19.29922,106.521042285
19.30301,110.746753285
19.3068,115.218218286
19.31059,119.952347287
19.31437,124.953666288
19.31816,130.268248288
19.32195,135.903783289
19.32574,141.88240329
19.32953,148.227573291
19.33332,154.963705291
19.33711,162.116957292
19.3409,169.714140293
19.34469,177.783321294
19.34848,186.353330294
19.35227,195.452962295
19.35606,205.111282296
19.35985,215.356333297
19.36364,226.214729297
19.36743,237.710264298
19.37122,249.862803299
19.375,262.6516993
19.37969,279.455989301
19.38438,297.287173302
19.38907,316.103392302
19.39375,335.778090303
19.39844,356.260178304
19.40313,377.310037305
19.40782,398.656675306
19.4125,419.904331307
19.41719,440.712779308
19.42188,460.529047309
19.42657,478.78678131
19.43125,494.856225311
19.43594,508.216622312
19.44063,518.295436313
19.44532,524.661156314
19.45,527.030607315
19.45469,525.310984315
19.45938,519.581128316
19.46407,510.109848317
19.46875,497.347448318
19.47344,481.765258319
19.47813,463.97181832
19.48282,444.561868321
19.4875,424.146088322
19.49219,403.145338323
19.49688,382.037478324
19.50625,340.884238326
19.51094,321.274158327
19.51563,302.531918327
19.52032,284.745878328
19.525,267.997198329
19.52872,255.40633833
19.53243,243.482548331
19.53614,232.179618331
19.53985,221.480540332
19.54356,211.364609333
19.54727,201.808187334
19.55098,192.785844334
19.55469,184.271568335
19.55841,176.217707336
19.56212,168.641168337
19.56583,161.493785337
19.56954,154.750530338
19.57325,148.387142339
19.57696,142.38073334
19.58067,136.70909234
19.58438,131.351694341
19.5881,126.275384342
19.59181,121.489046342
19.59552,116.961300343
19.59923,112.675982344
19.60294,108.617723345
19.60665,104.772361345
19.61407,97.6681033468
19.62149,91.2672673482
19.62891,85.4864083497
19.63633,80.2530033511
19.64375,75.5040183526
19.65118,71.179051354
19.6586,67.2419203555
19.66602,63.6448643569
19.67344,60.3514573584
19.68087,57.3259283598
19.68829,54.5483853613
19.69571,51.9899883627
19.70313,49.6290583642
19.71056,47.4436203656
19.71798,45.4225633671
19.7254,43.5478193685
19.73282,41.80601137
19.74024,40.1852313714
19.74766,38.6748323728
19.75508,37.2653143743
19.7625,35.9481583757
19.76993,34.7140703772
19.77735,33.5594843786
19.78477,32.4764753801
19.79219,31.4594123815
19.79962,30.5019853829
19.80704,29.6021453844
19.81446,28.7543923858
19.82188,27.9549233873
19.83673,26.4863513901
19.85157,25.174156393
19.86641,23.9970213959
19.88125,22.9378753987
19.8961,21.9816754016
19.91094,21.1174254045
19.92579,20.3334674073
19.94063,19.6218744102
19.95548,18.9739464131
19.97032,18.3838574159
19.98516,17.8453654188
20.0,17.3534184216
20.01758,16.824864425
20.03516,16.3491644284
20.05274,15.9208994317
20.07032,15.5354164351
20.0879,15.1887154385
20.10548,14.8773494418
20.12306,14.5983434452
20.14063,14.3492684485
20.15821,14.1276344519
20.17579,13.9316934552
20.19337,13.7598224586
20.21094,13.6107234619
20.22852,13.4830664653
20.2461,13.3759804686
20.26368,13.2886854719
20.28125,13.2206054753
20.29883,13.1712084786
20.31641,13.1402394819
20.33399,13.1275414852
20.35157,13.1331054885
20.36915,13.1570654919
20.38673,13.1997024952
20.40431,13.2614474985
20.42188,13.3428425018
20.43946,13.4447385051
20.45704,13.5680415084
20.47462,13.7138945117
20.49219,13.883558515
20.50977,14.0788375183
20.52735,14.3015295216
20.54493,14.5538395249
20.5625,14.8381595282
20.58008,15.1577905314
20.59766,15.5160455347
20.61524,15.916948538
20.63282,16.3651825413
20.6504,16.8662095445
20.66798,17.4264455478
20.68556,18.0533885511
20.70313,18.7554575543
20.72071,19.5439205576
20.73829,20.4308345608
20.75587,21.4310555641
20.76466,21.9791015657
20.77344,22.5617625674
20.78223,23.183168569
20.79102,23.8457905706
20.79981,24.5530635722
20.8086,25.3087835739
20.81739,26.1171655755
20.82618,26.9828955771
20.83497,27.9111655787
20.84375,28.9066225803
20.85254,29.978012582
20.86133,31.1315195836
20.87012,32.3753125852
20.87891,33.7185695868
20.8877,35.1716545884
20.89649,36.74631459
20.90528,38.4558315917
20.91407,40.3153365933
20.92286,42.3420695949
20.93165,44.5557425965
20.94044,46.9789965981
20.94923,49.6378335997
20.95802,52.5622836013
20.96681,55.7871036029
20.9756,59.3526576046
20.98438,63.3012126062
20.99317,67.6966166078
20.99757,70.0827656086
21.00196,72.5989496094
21.00636,75.2664686102
21.01075,78.083818611
21.01515,81.0754436118
21.01954,84.2402716126
21.02394,87.6064236134
21.02833,91.1734126142
21.03273,94.973676615
21.03712,99.0074746158
21.04152,103.312294617
21.04591,107.889350617
21.0503,112.770503618
21.05469,117.980214619
21.05909,123.55814262
21.06348,129.507416621
21.06788,135.886515621
21.07227,142.699564622
21.07667,150.013819623
21.08106,157.834327624
21.08546,166.237675625
21.08985,175.228562625
21.09425,184.893263626
21.09864,195.234162627
21.10304,206.345794628
21.10743,218.224552629
21.11183,230.969596629
21.11622,244.56453663
21.12061,259.072211631
21.125,274.517939632
21.12969,292.068009633
21.13438,310.691110634
21.13907,330.343414634
21.14375,350.892977635
21.14844,372.286367636
21.15313,394.273762637
21.15782,416.572514638
21.1625,438.770049639
21.16719,460.511822639
21.17188,481.22147264
21.17657,500.308721641
21.18125,517.117294642
21.18594,531.104636643
21.19063,541.673502644
21.19532,548.373668645
21.2,550.908808645
21.20469,549.180958646
21.20938,543.270028647
21.21407,533.454188648
21.21875,520.200628649
21.22344,503.99880865
21.22813,485.481538651
21.23282,465.267968651
21.2375,443.994178652
21.24219,422.099408653
21.24688,400.082478654
21.25157,378.314588655
21.25625,357.129288656
21.26094,336.649098656
21.26563,317.068078657
21.27032,298.479578658
21.275,280.969298659
21.28004,263.28950866
21.28507,246.848768661
21.2901,231.574338662
21.29513,217.413748663
21.30017,204.280338664
21.3052,192.159298664
21.31023,180.955068665
21.31526,170.599728666
21.3203,161.009358667
21.32533,152.159298668
21.33036,143.970968669
21.33539,136.38961867
21.34043,129.350998671
21.34546,122.836254672
21.35049,116.788055673
21.35552,111.167199673
21.36056,105.927934674
21.36559,101.058485675
21.37062,96.5183936762
21.37565,92.2807066771
21.38069,88.313284678
21.38572,84.6095466789
21.39075,81.1410716798
21.39578,77.8893896807
21.40082,74.8318216816
21.40585,71.9651716825
21.41088,69.2692316834
21.41591,66.7312466843
21.42095,64.3349946852
21.42598,62.0793256862
21.43101,59.9496186871
21.43604,57.936970688
21.44108,56.0295476889
21.44611,54.2274126898
21.45617,50.9003516916
21.46624,47.9003826934
21.4763,45.1921276952
21.48637,42.734897697
21.49643,40.5034486988
21.5065,38.4674097006
21.51656,36.6085247024
21.52663,34.9037537042
21.53669,33.3397197059
21.54676,31.8987227077
21.55682,30.5708347095
21.56689,29.3422467113
21.57695,28.2055397131
21.58702,27.1497787149
21.59708,26.1693867167
21.60715,25.2556017185
21.61721,24.4041997203
21.62728,23.6080657221
21.63734,22.8639917239
21.64741,22.1661647256
21.65747,21.5120877274
21.66754,20.8969917292
21.6776,20.318951731
21.68767,19.7739787328
21.69773,19.2605767346
21.7078,18.7754107363
21.71786,18.3173327381
21.73799,17.4730057417
21.75812,16.7141367452
21.77825,16.0294907488
21.79838,15.4096047523
21.81851,14.8464817559
21.83864,14.3333197594
21.85877,13.864309763
21.8789,13.4344627665
21.89903,13.03947577
21.91915,12.6757977736
21.93928,12.3398267771
21.95941,12.0289237806
21.97954,11.7406137841
21.99967,11.4727177876
22.0198,11.2233177912
22.03993,10.9907147947
22.06006,10.7734017982
22.08019,10.5700408017
22.10032,10.3794328052
22.12045,10.2005138087
22.14058,10.0323198122
22.16071,9.87399281566
22.18084,9.72475681914
22.20097,9.58391082263
22.2211,9.45081982611
22.24123,9.32491082959
22.28149,9.09260183653
22.32175,8.88334484347
22.36201,8.69411085039
22.40227,8.5223548573
22.44253,8.36593086419
22.48279,8.22302087108
22.52305,8.09206587795
22.5633,7.97176288481
22.60356,7.86090289165
22.64382,7.75852189849
22.68408,7.66375690531
22.72434,7.57585091212
22.7646,7.49414491892
22.80486,7.41805692571
22.84512,7.34707493248
22.88538,7.28074593925
22.92564,7.218666946
22.9659,7.16048095274
23.00616,7.10586795946
23.04642,7.05454296618
23.08668,7.00625097288
23.12694,6.96075997958
23.1672,6.91786498626
23.20745,6.87738799292
23.28797,6.80297920623
23.36849,6.73638091949
23.44901,6.6766310327
23.52953,6.62293844586
23.61005,6.57464485899
23.69057,6.53120767206
23.77109,6.49217898509
23.8516,6.45719629808
23.93212,6.42595491103
24.01264,6.39822582393
24.09316,6.37383593679
24.17368,6.3526622496
24.2542,6.33464076237
24.33472,6.3197586751
24.41524,6.30806018779
24.49575,6.29965730044
24.57627,6.29472941304
24.65679,6.29354452561
24.73731,6.29647303813
24.81783,6.30401585061
24.85809,6.30971895684
24.89835,6.31684016305
24.93861,6.32549716926
24.97887,6.33582427545
25.01913,6.34797838164
25.05939,6.36213778781
25.09965,6.37850929398
25.1399,6.39732780013
25.18016,6.41888260628
25.22042,6.44349311242
25.26068,6.47154241854
25.30094,6.50347762466
