Ag110_m1,Ag110_m1
E_eV,Sig_b
25.3412,6.53982733077
25.38146,6.58121833686
25.42172,6.62840134295
25.46198,6.68227234903
25.50224,6.7439163551
25.52237,6.77805635813
25.5425,6.81465436116
25.56263,6.85392436418
25.58276,6.89609936721
25.60289,6.94144437023
25.62302,6.99024937325
25.64315,7.04284237626
25.66328,7.09959037928
25.68341,7.16090338229
25.70354,7.2272493853
25.72367,7.29915038831
25.7438,7.37720539131
25.76393,7.46208839431
25.78405,7.55452639731
25.80418,7.65549640031
25.82431,7.7659704033
25.84444,7.8871224063
25.86457,8.02030940929
25.8847,8.16711441227
25.90483,8.32938241526
25.92496,8.50928341824
25.94509,8.70937542123
25.96522,8.93269542421
25.98535,9.18286542718
25.99542,9.31941542867
26.00548,9.46423543016
26.01555,9.61830343164
26.02561,9.78206743313
26.03568,9.95669243461
26.04574,10.1427584361
26.05581,10.3416654376
26.06587,10.5541604391
26.07594,10.7819424405
26.086,11.025982442
26.09607,11.2883574435
26.10613,11.570332445
26.1162,11.8744804465
26.12626,12.202462448
26.13633,12.5574944494
26.14639,12.9417754509
26.15646,13.3593744524
26.16652,13.8132304539
26.17659,14.3085604553
26.18665,14.8493274568
26.19672,15.4423174583
26.20678,16.0929394598
26.21685,16.8101344612
26.22691,17.6013974627
26.23698,18.4787304642
26.24704,19.4526004657
26.25208,19.9815414664
26.25711,20.5394094671
26.26214,21.1294364679
26.26717,21.7540634686
26.27221,22.4172694693
26.27724,23.1193274701
26.28227,23.8646674708
26.2873,24.6567634716
26.29234,25.5011274723
26.29737,26.398599473
26.3024,27.3553844738
26.30743,28.3765044745
26.31247,29.4697754752
26.3175,30.636967476
26.32253,31.8869334767
26.32756,33.2271254774
26.3326,34.6687264782
26.33763,36.2151164789
26.34266,37.8791094796
26.34769,39.6717934804
26.35273,41.6094264811
26.35776,43.6978774818
26.36279,45.9557964826
26.36782,48.3995914833
26.37286,51.052804484
26.37789,53.9246674848
26.38292,57.0417444855
26.38795,60.4272864862
26.39299,64.113869487
26.39802,68.1133714877
26.40305,72.4604134884
26.40808,77.1831764892
26.41311,82.3095424899
26.41814,87.8657104906
26.42317,93.8744034914
26.4282,100.352244492
26.43269,106.537100493
26.43718,113.097552493
26.44167,120.017945494
26.44615,127.250785495
26.45064,134.778141495
26.45513,142.511395496
26.45962,150.351085497
26.4641,158.151640497
26.46859,165.790210498
26.47308,173.064333499
26.47757,179.767799499
26.48205,185.6708615
26.48654,190.585461501
26.49103,194.302716501
26.49552,196.665670502
26.5,197.570783503
26.50449,196.983939503
26.50898,194.932245504
26.51347,191.512249504
26.51795,186.886571505
26.52244,181.224721506
26.52693,174.747267506
26.53142,167.670532507
26.5359,160.217299508
26.54039,152.540000508
26.54488,144.814248509
26.55385,129.72741651
26.55834,122.526801511
26.56283,115.638328512
26.56732,109.095250512
26.5718,102.929189513
26.57646,96.9057305136
26.58111,91.2885345142
26.58576,86.0534555149
26.59041,81.1846925156
26.59507,76.6539565163
26.59972,72.4599595169
26.60437,68.5711835176
26.60902,64.9662465183
26.61368,61.617336519
26.61833,58.5187765196
26.62298,55.6441605203
26.62763,52.975722521
26.63229,50.4917655216
26.63694,48.1876135223
26.64159,46.043634523
26.64624,44.0468515236
26.6509,42.1814945243
26.65555,40.444674525
26.6602,38.8223045257
26.66485,37.3053015263
26.66951,35.882404527
26.67416,34.5521505277
26.67881,33.3044625283
26.68346,32.133047529
26.68812,31.0298335297
26.69277,29.9942995303
26.69742,29.019179531
26.70207,28.1000805317
26.70673,27.2311565324
26.71138,26.412432533
26.71603,25.6386145337
26.72068,24.9065875344
26.72534,24.212044535
26.72999,23.5553445357
26.73929,22.341380537
26.7486,21.2449075384
26.7579,20.2536495397
26.76721,19.352984541
26.77651,18.5341225424
26.78582,17.7860495437
26.79512,17.102401545
26.80443,16.4747795464
26.81373,15.8985085477
26.82304,15.367090549
26.83234,14.8770675504
26.84165,14.4233365517
26.85095,14.003312553
26.86026,13.6129445544
26.86956,13.2502845557
26.87887,12.912076557
26.88817,12.5968435584
26.89748,12.3019395597
26.90678,12.026240561
26.91609,11.7675735623
26.92539,11.5250795637
26.9347,11.296956565
26.944,11.0825475663
26.95331,10.8803455677
26.96261,10.689843569
26.97192,10.5097765703
26.98122,10.3397525716
26.99983,10.0263125743
27.01844,9.74456257693
27.03705,9.49035457957
27.05566,9.26019258221
27.07427,9.05112058486
27.09288,8.8606185875
27.11149,8.68653359013
27.1301,8.52701459277
27.14871,8.3804665954
27.16731,8.24557359803
27.18592,8.12098660066
27.20453,8.00573060329
27.22314,7.89888260592
27.24175,7.79963260854
27.26036,7.70726761117
27.27897,7.62115261379
27.29758,7.54072661641
27.31619,7.46549061902
27.3348,7.39499762164
27.35341,7.32884962425
27.37202,7.26668862687
27.39063,7.20819462948
27.40924,7.15307663209
27.42785,7.10107363469
27.44646,7.0519486373
27.46506,7.0055126399
27.50228,6.9198216451
27.5395,6.8426676503
27.57672,6.77292175548
27.61394,6.70963436066
27.65116,6.65200396584
27.68838,6.59935237101
27.7256,6.55109967616
27.76281,6.50675928132
27.80003,6.46588178646
27.83725,6.4281064916
27.87447,6.39311329673
27.91169,6.36062060186
27.94891,6.33038210698
27.98613,6.30218431209
28.02335,6.27583391719
28.06057,6.25116552229
28.09779,6.22802712738
28.13501,6.20628753247
28.17223,6.18582763754
28.20945,6.16654134262
28.24667,6.14833354768
28.28389,6.13111915274
28.35832,6.09937266283
28.43276,6.0707635729
28.5072,6.04485888295
28.58164,6.02129559296
28.65607,5.99977660295
28.73051,5.98004101292
28.80495,5.96187782285
28.87939,5.94510623277
28.95382,5.92957044265
29.01921,5.91683385132
29.0846,5.90486755996
29.14999,5.89360156859
29.21537,5.8829770772
29.28076,5.87293428578
29.34614,5.86342789435
29.47691,5.84585091143
29.60769,5.82994762843
29.73846,5.81547904536
29.86923,5.80224816221
30.0,5.79009097899
30.14483,5.77771841204
30.29371,5.76604014585
30.44258,5.7552820795
30.59146,5.74532891298
30.74033,5.7360846463
30.88921,5.72746737945
31.03808,5.71941001245
31.18696,5.71185204529
31.33583,5.70474333797
31.48471,5.6980402005
31.63359,5.69170439288
31.78247,5.6857013951
31.93134,5.68000313717
32.08022,5.6745828291
32.22909,5.66941778087
32.52684,5.65977454398
32.82459,5.65093410652
33.12234,5.6427844185
33.42009,5.63523562991
33.71784,5.62821339079
34.0156,5.62165314113
34.31335,5.61550442094
34.6111,5.60972294023
34.90885,5.60427084902
35.2066,5.59911777731
35.50435,5.59423630511
35.8021,5.58960254242
36.09985,5.58519978926
36.39761,5.58101048564
36.69536,5.57702213155
36.99311,5.57322436701
37.29086,5.56961018203
37.58862,5.56617530661
37.88637,5.56291765076
38.18412,5.55984110449
38.48187,5.5569504278
38.77963,5.55425769069
39.07738,5.55178079319
39.37513,5.54954316528
39.52401,5.54852384118
39.67288,5.54757988698
39.82176,5.54671504269
39.97063,5.5459382183
40.11951,5.54525858381
40.26838,5.54468593923
40.41726,5.54423212456
40.56613,5.54391029979
40.71501,5.54373970493
40.86388,5.54373796998
41.01276,5.54392937494
41.16164,5.54434041981
41.31052,5.54500587458
41.45939,5.54596268927
41.60827,5.54726122387
41.75714,5.54895724838
41.90602,5.55112107281
42.05489,5.55383909715
42.12933,5.55543810928
42.20377,5.5572167214
42.27821,5.55919343349
42.35264,5.56138674557
42.42708,5.56381795762
42.50152,5.56651366965
42.57596,5.56949898166
42.65039,5.57280619365
42.72483,5.57647130561
42.79927,5.58053371756
42.87371,5.58504002949
42.94814,5.59004054139
43.02258,5.59559895328
43.09702,5.60178246514
43.17146,5.60867157698
43.24589,5.61635818881
43.32033,5.62495270061
43.39477,5.63458181239
43.46921,5.64539312415
43.54365,5.6575650359
43.61809,5.67130644762
43.69253,5.68686695932
43.76697,5.704548871
43.80419,5.71429717684
43.8414,5.72471398267
43.87862,5.73586508849
43.91584,5.74781159431
43.95306,5.76062540012
43.99028,5.77438510593
44.0275,5.78918131174
44.06472,5.80511101754
44.10194,5.82228752333
44.13915,5.84083002912
44.17637,5.8608883349
44.21359,5.88261704068
44.25081,5.90619664646
44.28803,5.93183095223
44.32525,5.95975335799
44.36247,5.99022916375
44.39969,6.02356466951
44.4369,6.06010207526
44.47412,6.100266281
44.51134,6.14452068675
44.54856,6.19341649248
44.58578,6.24759769821
44.623,6.30782570394
44.66022,6.37499870966
44.69744,6.45018571538
44.71605,6.49117671824
44.73465,6.53464672109
44.75326,6.58084472394
44.77187,6.6299707268
44.79048,6.68226872965
44.80909,6.7380087325
44.8277,6.79749473535
44.84631,6.8610577382
44.86492,6.92906874105
44.88353,7.00194074389
44.90214,7.08013774674
44.92075,7.16417674958
44.93936,7.25463875242
44.95797,7.35217975527
44.97658,7.45753775811
44.99519,7.57155276094
45.0138,7.69517376378
45.0324,7.82941176662
45.05101,7.97565076945
45.06962,8.13524377229
45.08823,8.30983077512
45.10684,8.50130777795
45.12545,8.71187378078
45.14406,8.94409778361
45.16267,9.20098878644
45.18128,9.48608578927
45.19989,9.8035847921
45.2092,9.97610379351
45.2185,10.1584767949
45.22781,10.3518727963
45.23711,10.5567347977
45.24642,10.7744427992
45.25572,11.0055628006
45.26503,11.251736802
45.27433,11.5136968034
45.28364,11.7934048048
45.29294,12.0918098062
45.30225,12.4112808076
45.31155,12.753051809
45.32085,13.1195928104
45.33015,13.5133038119
45.33946,13.9373458133
45.34876,14.3938308147
45.35807,14.8871558161
45.36737,15.4201188175
45.37668,15.9982388189
45.38598,16.6252448203
45.39529,17.3081318217
45.40459,18.0519308231
45.4139,18.8656618245
45.4232,19.7561068259
45.43251,20.7350628273
45.44181,21.8118418287
45.45112,23.0020608301
45.46042,24.3186508315
45.46973,25.7826228329
45.47438,26.5750428337
45.47903,27.4121618343
45.48369,28.299226835
45.48834,29.2359868357
45.49299,30.2281628365
45.49764,31.2799888372
45.5023,32.3985478379
45.50695,33.5840788386
45.5116,34.8444168393
45.51625,36.18558384
45.52091,37.6173358407
45.52556,39.1407718414
45.53021,40.7667778421
45.53486,42.5040198428
45.53952,44.3661508435
45.54417,46.3556208442
45.54882,48.4877268449
45.55347,50.7750288456
45.55813,53.2367058463
45.56278,55.877261847
45.56743,58.7182038477
45.57208,61.7774098484
45.57674,65.0816908491
45.58139,68.6379398498
45.58604,72.4756328505
45.59069,76.6189848512
45.59535,81.1036838519
45.6,85.9374098526
45.60465,91.1571268533
45.6093,96.790750854
45.61395,102.865549855
45.6186,109.406850855
45.62325,116.436446856
45.6279,123.970323857
45.63241,131.765700857
45.63692,140.037657858
45.64143,148.766677859
45.64593,157.893402859
45.65044,167.39608986
45.65494,177.141617861
45.65945,187.048604862
45.66395,196.912651862
45.66846,206.579491863
45.67297,215.794153864
45.67748,224.296310864
45.68198,231.795975865
45.68649,238.055487866
45.69099,242.801915866
45.6955,245.857135867
45.7,247.076584868
45.70451,246.415686868
45.70902,243.906696869
45.71353,239.66968487
45.71803,233.90815487
45.72254,226.835085871
45.72704,218.746606872
45.73155,209.878455872
45.73605,200.528424873
45.74056,190.889155874
45.74507,181.182386874
45.74958,171.573276875
45.75408,162.211212876
45.75859,153.150439876
45.76309,144.497787877
45.7676,136.257317878
45.7721,128.488929878
45.77623,121.765271879
45.78036,115.42799388
45.78449,109.46903088
45.78862,103.875726881
45.79275,98.6328338815
45.79688,93.7231248822
45.80101,89.1283788828
45.80514,84.8300138834
45.80927,80.809514884
45.8134,77.0487828846
45.81753,73.5303628852
45.82166,70.2375948859
45.82579,67.1546808865
45.82992,64.2667758871
45.83405,61.5599548877
45.83817,59.0271918883
45.8423,56.644155889
45.84643,54.4059658896
45.85056,52.3022628902
45.85469,50.3234478908
45.85882,48.4606288914
45.86295,46.705628892
45.86708,45.0508978927
45.8712,43.4931288933
45.87533,42.0183338939
45.87946,40.6244678945
45.88359,39.3060668951
45.88772,38.0580468958
45.89185,36.8757538964
45.89598,35.754876897
45.90423,33.6840868982
45.91249,31.8122268994
45.92075,30.1175569007
45.92901,28.5791129019
45.93726,27.1804159031
45.94552,25.9024929044
45.95378,24.7335619056
45.96204,23.6618439068
45.97029,22.6782159081
45.97855,21.7712999093
45.98681,20.9344819105
45.99507,20.1608059118
46.00332,19.445023913
46.01158,18.7799829142
46.01984,18.1618069155
46.0281,17.5862409167
46.03635,17.0501139179
46.04461,16.5487439192
46.05287,16.0797899204
46.06113,15.6405269216
46.06938,15.2290009229
46.07764,14.8420189241
46.0859,14.4781149253
46.09416,14.1354949265
46.10241,13.8129189278
46.11067,13.508130929
46.11893,13.2201969302
46.12719,12.9478999315
46.13544,12.6904309327
46.15196,12.2144609352
46.16847,11.7857429376
46.18499,11.3977619401
46.2015,11.0459199425
46.21802,10.725477945
46.23453,10.4331389474
46.25105,10.1653819499
46.26756,9.91980395232
46.28408,9.69374095477
46.30059,9.48541395722
46.31711,9.29277595967
46.33363,9.11438396211
46.35015,8.94885996456
46.36666,8.79507296701
46.38318,8.65175996945
46.39969,8.51814297189
46.41621,8.39320797434
46.43272,8.27635097678
46.44924,8.16675397922
46.46575,8.06394098166
46.48227,7.9672439841
46.49878,7.87628798653
46.5153,7.79052298897
46.53181,7.70964899141
46.54833,7.63320799384
46.56484,7.56096199628
46.58136,7.49252399871
46.59787,7.42770400114
46.6309,7.30778500601
46.66393,7.19945601087
46.69696,7.10124601572
46.72999,7.01191502057
46.76302,6.93040602542
46.79605,6.85581503027
46.82908,6.78736583511
46.86212,6.72437133995
46.89515,6.66629004479
46.92818,6.61259664962
46.96121,6.56285125445
46.99424,6.51666685927
47.02727,6.4737046641
47.0603,6.43366296891
47.09333,6.39627687373
47.12636,6.36131007854
47.15939,6.32855418335
47.19242,6.29782058815
47.22545,6.26894169296
47.25848,6.24176569775
47.29151,6.21615880255
47.32454,6.19199840734
47.35757,6.16917371213
47.3906,6.14758521691
47.42363,6.1271422217
47.45666,6.10776232647
47.48969,6.08936893125
47.55575,6.05528004079
47.62181,6.02439385032
47.68787,5.99630705983
47.75393,5.97067716933
47.81999,5.94721587882
47.88605,5.92567448829
47.95212,5.90583599775
48.01818,5.8875223072
48.08424,5.87057191664
48.1503,5.85484612606
48.21636,5.84022243547
48.28242,5.82659434486
48.34848,5.81386875425
48.41454,5.80196396362
48.48061,5.79080227298
48.54667,5.78032448232
48.61273,5.77047009166
48.67879,5.76118610098
48.74485,5.75242611028
48.81091,5.74415061958
48.87697,5.73631892886
48.94303,5.72889923813
49.0091,5.72185804739
49.07516,5.71517115663
49.20728,5.70275757508
49.3394,5.69147849349
49.47152,5.68118801184
49.60364,5.67176213014
49.73576,5.6630973984
49.86788,5.6551053666
50.0,5.64771013476
50.13169,5.64086728281
50.26338,5.63449793082
50.39507,5.62855251878
50.52675,5.62299168669
50.65844,5.61777680455
50.79013,5.61287643237
50.92182,5.60826307014
51.0535,5.60391203786
51.18519,5.59980061554
51.31688,5.59591152318
51.44857,5.59222717077
51.58025,5.58873264831
51.71194,5.58541327581
51.84363,5.58225995326
51.97532,5.57926070067
52.107,5.57640769804
52.37038,5.57110930264
52.63375,5.56631708707
52.76544,5.56409933422
52.89713,5.56199764133
53.02882,5.56000949839
53.1605,5.55813552541
53.29219,5.55637477239
53.42388,5.55472951933
53.55557,5.55320367623
53.68725,5.55179977308
53.81894,5.55052563989
53.95063,5.54938610667
54.08232,5.5483927034
54.214,5.54755591009
54.34569,5.54689230674
54.47738,5.54641731335
54.60907,5.54615366992
54.74075,5.54612905645
54.87244,5.54637445294
55.00413,5.54693033939
55.13582,5.5478448558
55.2675,5.54917687217
55.39919,5.5510022885
55.53088,5.5534134048
55.59673,5.55487281293
55.66257,5.55652512105
55.72841,5.55838772917
55.79425,5.56048473727
55.8601,5.56283924537
55.92594,5.56548125345
55.99179,5.56844156153
56.05763,5.57175696959
56.12348,5.57547147765
56.18932,5.57963138569
56.25516,5.58429379373
56.321,5.58952440176
56.38685,5.59540060978
56.45269,5.60200811779
56.51854,5.60945372579
56.58438,5.61785863378
56.65023,5.62737174176
56.71607,5.63816534973
56.78191,5.65045085769
56.84775,5.66448106565
56.88068,5.67224696962
56.9136,5.68056767359
56.94652,5.68949647756
56.97944,5.69908658153
57.01237,5.70940378549
57.04529,5.72051078945
57.07821,5.73248669341
57.11113,5.74541999737
57.14406,5.75941040133
57.17698,5.77455960528
57.2099,5.79099610923
57.24282,5.80886031318
57.27574,5.82831351712
57.30866,5.84953832107
57.34158,5.87274532501
57.3745,5.89817452895
57.40743,5.92611493288
57.44035,5.95687333682
57.47327,5.99083344075
57.50619,6.02843484468
57.53912,6.07021154861
57.57204,6.11674735254
57.60496,6.16878215646
57.63788,6.22718456038
57.65435,6.25911246234
57.67081,6.2930214643
57.68727,6.32909546626
57.70373,6.36751646822
57.72019,6.40848847017
57.73665,6.45223347213
57.75311,6.49900247409
57.76957,6.54906947604
57.78603,6.602746478
57.80249,6.66037747995
57.81895,6.72235148191
57.83541,6.78910248386
57.85187,6.86112148581
57.86833,6.93896548776
57.88479,7.02326248972
57.90125,7.11472749167
57.91772,7.21423949362
57.93418,7.32261249557
57.95064,7.44097649752
57.9671,7.57056949947
57.98356,7.71282250142
58.00002,7.86939950336
58.01648,8.04224550531
58.03294,8.23363650726
58.04941,8.44639750921
58.06587,8.68345351115
58.0741,8.81229651212
58.08233,8.9487215131
58.09056,9.09332051407
58.09879,9.24674551504
58.10702,9.40971151601
58.11525,9.58300851699
58.12348,9.76750651796
58.13171,9.96416851893
58.13994,10.1740595199
58.14817,10.3983645209
58.1564,10.6383975218
58.16463,10.8956275228
58.17287,11.1720365238
58.1811,11.4687905248
58.18933,11.7882675257
58.19756,12.1327775267
58.20579,12.5049285277
58.21402,12.9076605286
58.22225,13.3443075296
58.23048,13.8186555306
58.23871,14.3350135316
58.24694,14.8983115325
58.25517,15.5141735335
58.2634,16.1890775345
58.27163,16.9304975354
58.27986,17.7470335364
58.28809,18.6486645374
58.29632,19.6470075383
58.30455,20.7555655393
58.30867,21.3567695398
58.31278,21.9901635403
58.3169,22.6612185408
58.32101,23.3692935412
58.32513,24.1206545417
58.32924,24.9146985422
58.33336,25.7586345427
58.33747,26.6519525432
58.34159,27.6029205437
58.3457,28.6111575442
58.34982,29.6861765446
58.35393,30.8277615451
58.35805,32.0468735456
58.36216,33.3434485461
58.36628,34.7301625466
58.37039,36.207116547
58.37451,37.7888815475
58.37862,39.475694548
58.38274,41.2842765485
58.38685,43.214864549
58.39097,45.2864685495
58.39508,47.49909155
58.3992,49.8740205504
58.40331,52.4105205509
58.40743,55.1318935514
58.41154,58.0357595519
58.41566,61.1466285524
58.41977,64.4588965529
58.42389,67.9967325533
58.428,71.7487535538
58.4325,76.1150175544
58.437,80.7487035549
58.4415,85.6391065554
58.446,90.7648675559
58.4505,96.0911905565
58.455,101.567154557
58.4595,107.123142558
58.464,112.669253558
58.4685,118.094675559
58.473,123.269007559
58.4775,128.04694156
58.482,132.27486056
58.4865,135.800913561
58.491,138.486775561
58.4955,140.220601562
58.5,140.928391562
58.5045,140.581407563
58.509,139.200012563
58.5135,136.850583564
58.518,133.638430564
58.5225,129.696718565
58.527,125.174070565
58.5315,120.222476566
58.536,114.987037566
58.5405,109.599083567
58.545,104.171296568
58.554,93.5460105686
58.5585,88.4747515691
58.563,83.6200205697
58.5675,79.0059235702
58.572,74.6456625707
58.57577,71.1917415712
58.57954,67.9186085716
58.58331,64.823083572
58.58707,61.9077605725
58.59084,59.1509155729
58.5946,56.5601675734
58.59837,54.1141315738
58.60213,51.8179985742
58.6059,49.6516065747
58.60966,47.6186345751
58.61343,45.7006095756
58.61719,43.900305576
58.62096,42.2010605764
58.62472,40.6051435769
58.62849,39.0976465773
58.63225,37.6805675778
58.63602,36.3406915782
58.63979,35.0765615787
58.64356,33.8832055791
58.64732,32.7588655795
58.65109,31.69325558
58.65485,30.6879915804
58.65862,29.7340075809
58.66238,28.8328695813
58.66615,27.9765645817
58.66991,27.1666255822
58.67744,25.6660385831
58.68497,24.3110935839
58.6925,23.0844535848
58.70004,21.9697525857
58.70757,20.9569355866
58.7151,20.0332125875
58.72263,19.1887765883
58.73016,18.4150865892
58.73769,17.7046805901
58.74522,17.051009591
58.75275,16.4483365919
58.76029,15.8909035927
58.76782,15.3757145936
58.77535,14.8980595945
58.78288,14.4544405954
58.79041,14.0417485963
58.79794,13.6572135971
58.80547,13.298366598
58.813,12.9629975989
58.82054,12.6487185998
58.82807,12.3545836006
58.8356,12.0785576015
58.84313,11.8191986024
58.85066,11.5751996033
58.85819,11.3453806042
58.86572,11.128668605
58.87325,10.9240916059
58.88079,10.7305156068
58.88832,10.5476446077
58.90338,10.2103476094
58.91844,9.90676961119
58.9335,9.63256861294
58.94857,9.3839186147
58.96363,9.15803161645
58.97869,8.9520746182
58.99375,8.76376661995
59.00882,8.59103562171
59.02388,8.43240762346
59.03894,8.28628962521
59.054,8.15139562696
59.06907,8.02652162871
59.08413,7.91084263046
59.09919,7.80340563221
59.11425,7.70344163396
59.12932,7.61021063571
59.14438,7.52323063745
59.15944,7.4418996392
59.1745,7.36573664095
59.18957,7.2942646427
59.20463,7.22719064444
59.21969,7.16411764619
59.23475,7.10473464793
59.24982,7.04872064968
59.26488,6.99589365142
59.27994,6.94598265317
59.295,6.89877565491
59.32513,6.8116956584
59.35525,6.73336566188
59.38538,6.66260526536
59.4155,6.59851456884
59.44563,6.54024547232
59.47575,6.4871527758
59.50588,6.43861717927
59.536,6.39416718275
59.56613,6.35333958622
59.59625,6.31578368969
59.62638,6.28114849316
59.6565,6.24917009662
59.68663,6.21957670009
59.71675,6.19216740355
59.74688,6.16673070701
59.777,6.14311061047
59.80713,6.12113871393
59.83725,6.10069691739
59.86738,6.08164902084
59.8975,6.06390112429
59.92763,6.04734632774
59.95775,6.03190793119
60.018,6.00406553809
60.07825,5.97984974497
60.1385,5.95884015185
60.19875,5.94069805872
60.259,5.92515576559
60.31925,5.91200117245
60.3795,5.9010730793
60.43975,5.89225288614
60.5,5.88546259298
60.56025,5.88066169981
60.6205,5.87784530664
60.68075,5.87704491345
60.741,5.87833122027
60.80125,5.88181802707
60.8615,5.88766453387
60.92175,5.89608454066
60.982,5.90735714744
61.01213,5.91417445083
61.04225,5.92184255422
61.07238,5.93042855761
61.1025,5.93999406099
61.13263,5.95062206437
61.16275,5.96239096775
61.19288,5.97540477113
61.223,5.98976477451
61.25313,6.00560457789
61.28325,6.02305348126
61.31338,6.04228158463
61.3435,6.063457388
61.37363,6.08680139138
61.40375,6.11253519474
61.43388,6.14094469811
61.464,6.17232520147
61.49413,6.20705570484
61.52425,6.2455323082
61.55438,6.28826671156
61.5845,6.33579991491
61.61463,6.38882891827
61.64475,6.44810992163
61.67488,6.51461592498
61.705,6.58942092833
61.72007,6.63038093001
61.73513,6.67391593168
61.75019,6.72026793335
61.76525,6.76966693503
61.78032,6.8224099367
61.79538,6.87871093837
61.81044,6.93892194005
61.8255,7.00339594172
61.84057,7.07257294339
61.85563,7.14680194506
61.87069,7.22661794673
61.88575,7.3125709484
61.90082,7.40534795007
61.91588,7.50552595174
61.93094,7.61395595341
61.946,7.73153895508
61.96107,7.85938595675
61.97613,7.99849795842
61.99119,8.15029696009
62.00625,8.31632296175
62.02132,8.49848396342
62.03638,8.69859996509
62.05144,8.91918996675
62.0665,9.16305996842
62.08157,9.43369597009
62.09663,9.73463597175
62.11169,10.0706689734
62.11922,10.2535279743
62.12675,10.4473079751
62.13429,10.6531539759
62.14182,10.8714699767
62.14935,11.1035649776
62.15688,11.3505899784
62.16441,11.6138169792
62.17194,11.8946539801
62.17947,12.1946579809
62.187,12.5155629817
62.19454,12.8597669826
62.20207,13.2285089834
62.2096,13.6246289842
62.21713,14.0508159851
62.22466,14.5100849859
62.23219,15.0058299867
62.23972,15.5418649875
62.24725,16.1225099884
62.25479,16.7535309892
62.26232,17.43881599
62.26985,18.1854749909
62.27738,19.0007209917
62.28491,19.8927879925
62.29244,20.8711319934
62.29997,21.9466069942
62.3075,23.131730995
62.31504,24.4427679959
62.32257,25.8929709967
62.3301,27.5033459975
62.33387,28.3766819979
62.33763,29.2963769983
62.3414,30.2707139988
62.34516,31.2981619992
62.34893,32.3881029996
62.35269,33.538988
62.35646,34.7614960004
62.36022,36.0540320008
62.36399,37.4287450012
62.36775,38.8839890017
62.37152,40.4335730021
62.37529,42.0802520025
62.37906,43.8309770029
62.38282,45.6880330033
62.38659,47.6691240037
62.39035,49.7719390041
62.39412,52.0163060045
62.39788,54.399249005
62.40165,56.9427040054
62.40541,59.6425320058
62.40918,62.5225040062
62.41294,65.5764990066
62.41671,68.829471007
62.42047,72.2720020074
62.42424,75.9289940079
62.428,79.7857610083
62.4325,84.6794370088
62.437,89.8730330093
62.4415,95.3545950098
62.446,101.10022201
62.4505,107.071006011
62.455,113.209814011
62.4595,119.438918012
62.464,125.657353012
62.4685,131.741051013
62.473,137.544175013
62.4775,142.903762014
62.482,147.647514014
62.4865,151.605461015
62.491,154.622427015
62.4955,156.573220016
62.5,157.374425016
62.5045,156.993881017
62.509,155.454173017
62.5135,152.829394018
62.518,149.237505018
62.5225,144.827372019
62.527,139.765577019
62.5315,134.22210702
62.536,128.35968202
62.5405,122.325536021
62.545,116.245801021
62.554,104.342077022
62.5585,98.6597130226
62.563,93.2194380231
62.5675,88.0483580236
62.572,83.1613290241
62.57585,79.2099160245
62.5797,75.4695270249
62.58355,71.9363330253
62.58739,68.6127840258
62.59124,65.4740970262
62.59509,62.5207140266
62.59894,59.743521027
62.60278,57.1397080275
62.60663,54.6862870279
62.61048,52.3808980283
62.61433,50.2144370287
62.61817,48.1832460291
62.62202,46.2683920296
62.62586,44.47188003
62.62971,42.7768450304
62.63355,41.1850530308
62.6374,39.6815780313
62.64125,38.2644970317
62.6451,36.9279990321
62.64894,35.6698830325
62.65279,34.4785710329
62.65664,33.3527850334
62.66049,32.2881950338
62.66433,31.2833050342
62.66818,30.3291720346
62.67203,29.4250180351
62.67972,27.7561070359
62.68741,26.2510800367
62.6951,24.8902070376
62.7028,23.6548990384
62.71049,22.5336260393
62.71819,21.5106690401
62.72588,20.577613041
62.73358,19.7223440418
62.74127,18.9386930426
62.74896,18.2181320435
62.75665,17.5542140443
62.76435,16.9405250452
62.77204,16.373637046
62.77973,15.8483240468
62.78742,15.3606790477
62.79512,14.9066650485
62.80281,14.4843740494
62.8105,14.0904440502
62.81819,13.722418051
62.82589,13.3776610519
62.83358,13.0550890527
62.84128,12.7520840536
62.84897,12.4678290544
62.85667,12.2001360552
62.86436,11.9483910561
62.87205,11.7110520569
62.87974,11.4870440578
62.88744,11.2751210586
62.89513,11.0749430594
62.90283,10.8851750603
62.91052,10.7055660611
62.92591,10.3732080628
62.94129,10.0732610645
62.95668,9.80129506615
62.97207,9.55408206783
62.98746,9.32869706951
63.00284,9.12275707118
63.01823,8.93384007286
63.03361,8.76032607453
63.049,8.60037007621
63.06438,8.45277307788
63.07977,8.31610807956
63.09516,8.18939408123
63.11055,8.0716760829
63.12593,7.96218308458
63.14132,7.86002708625
63.15671,7.76462108792
63.1721,7.67537508959
63.18748,7.59181409126
63.20287,7.51335909294
63.21826,7.43964509461
63.23365,7.37029009628
63.24903,7.30499309795
63.26442,7.24335909962
63.2798,7.18519010128
63.29519,7.13015410295
63.31057,7.07809310462
63.34135,6.98190810796
63.37212,6.89522511129
63.40289,6.81678491462
63.43366,6.74555131795
63.46444,6.68062712128
63.49521,6.62130842461
63.52598,6.56693432793
63.55675,6.51695463126
63.58753,6.47088333458
63.6183,6.4283359379
63.64908,6.38892694122
63.67985,6.35236864454
63.71063,6.31836154785
63.7414,6.28668685117
63.77217,6.25711705448
63.80294,6.22946385779
63.83372,6.2035505611
63.86449,6.17924456441
63.89527,6.15639466771
63.92604,6.13489487102
