Cd110,Cd110
E_eV,Sig_b
1e-05,579.32509
1.03125e-05,570.48993
1.0625e-05,562.04763
1.09375e-05,553.96997
1.125e-05,546.23135
1.15625e-05,538.80874
1.1875e-05,531.68131
1.21875e-05,524.82981
1.25e-05,518.23705
1.28125e-05,511.887
1.3125e-05,505.76529
1.34375e-05,499.85847
1.375e-05,494.15427
1.4375e-05,483.30936
1.5e-05,473.14995
1.5625e-05,463.6066
1.625e-05,454.61964
1.6875e-05,446.13689
1.75e-05,438.11307
1.8125e-05,430.5083
1.875e-05,423.28707
1.9375e-05,416.41844
2e-05,409.87463
2.09375e-05,400.61421
2.1875e-05,391.95613
2.28125e-05,383.83772
2.375e-05,376.20535
2.46875e-05,369.01237
2.5625e-05,362.21808
2.65625e-05,355.78718
2.75e-05,349.68823
2.84375e-05,343.89364
2.9375e-05,338.37914
3.03125e-05,333.12258
3.125e-05,328.10477
3.21875e-05,323.30794
3.3125e-05,318.71656
3.40625e-05,314.31616
3.5e-05,310.09405
3.59375e-05,306.03845
3.6875e-05,302.13864
3.78125e-05,298.38506
3.875e-05,294.76863
3.96875e-05,291.28125
4.0625e-05,287.91552
4.25e-05,281.52174
4.4375e-05,275.53815
4.625e-05,269.9228
4.8125e-05,264.63938
5e-05,259.65644
5.15625e-05,255.7137
5.3125e-05,251.94658
5.46875e-05,248.34227
5.625e-05,244.88944
5.78125e-05,241.57787
5.9375e-05,238.3981
6.09375e-05,235.3417
6.25e-05,232.40086
6.40625e-05,229.568512
6.5625e-05,226.838093
6.71875e-05,224.203772
6.875e-05,221.659836
7.1875e-05,216.823843
7.5e-05,212.294005
7.8125e-05,208.039316
8.125e-05,204.033136
8.4375e-05,200.25216
8.75e-05,196.676199
9.0625e-05,193.287261
9.375e-05,190.069634
9.6875e-05,187.00948
0.0001,184.094217
0.000103125,181.312917
0.00010625,178.655697
0.000109375,176.113411
0.0001125,173.678249
0.000115625,171.342731
0.00011875,169.100302
0.000121875,166.94503
0.000125,164.871406
0.000128125,162.874236
0.00013125,160.949246
0.000134375,159.091872
0.0001375,157.298568
0.00014375,153.889431
0.00015,150.696563
0.00015625,147.697931
0.0001625,144.874717
0.00016875,142.210499
0.000175,139.690835
0.00018125,137.303248
0.0001875,135.03662
0.00019375,132.880981
0.0002,130.827702
0.000209375,127.922615
0.00021875,125.20735
0.000228125,122.661974
0.0002375,120.269557
0.000246875,118.015457
0.00025625,115.886801
0.000265625,113.872481
0.000275,111.962635
0.000284375,110.148547
0.00029375,108.422437
0.000303125,106.777456
0.0003125,105.207502
0.000321875,103.707038
0.00033125,102.271086
0.000340625,100.895166
0.00035,99.575234
0.000359375,98.307589
0.00036875,97.088885
0.000378125,95.916053
0.0003875,94.786305
0.000396875,93.697062
0.00040625,92.645963
0.000425,90.649719
0.00044375,88.782133
0.0004625,87.029985
0.00048125,85.381879
0.0005,83.827934
0.000515625,82.598662
0.00053125,81.424354
0.000546875,80.301049
0.0005625,79.22518
0.000578125,78.193482
0.00059375,77.203041
0.000609375,76.251161
0.000625,75.335436
0.000640625,74.453614
0.00065625,73.603673
0.000671875,72.783735
0.0006875,71.992085
0.00071875,70.487401
0.00075,69.078319
0.00078125,67.755149
0.0008125,66.509512
0.00084375,65.334127
0.000875,64.222651
0.00090625,63.169494
0.0009375,62.169738
0.00096875,61.219014
0.001,60.313464
0.00103125,59.449616
0.0010625,58.624366
0.00109375,57.834921
0.001125,57.078776
0.00115625,56.353651
0.0011875,55.657496
0.00121875,54.988411
0.00125,54.344715
0.00128125,53.72482
0.0013125,53.127311
0.00134375,52.550865
0.001375,51.994274
0.0014375,50.936297
0.0015,49.945453
0.0015625,49.014938
0.001625,48.138862
0.0016875,47.312122
0.00175,46.530263
0.0018125,45.789361
0.001875,45.085975
0.0019375,44.417033
0.002,43.77981
0.00209375,42.878234
0.0021875,42.035452
0.00228125,41.245367
0.002375,40.502692
0.00246875,39.802874
0.0025625,39.141961
0.00265625,38.516453
0.00275,37.923317
0.00284375,37.359847
0.0029375,36.823654
0.00303125,36.312613
0.003125,35.824802
0.00321875,35.358535
0.0033125,34.912247
0.00340625,34.484577
0.0035,34.074247
0.00359375,33.680118
0.0036875,33.301156
0.00378125,32.936417
0.003875,32.585037
0.00396875,32.246197
0.0040625,31.919194
0.00425,31.298018
0.0044375,30.716734
0.004625,30.171236
0.0048125,29.658009
0.005,29.173992
0.00515625,28.791011
0.0053125,28.425086
0.00546875,28.07499
0.005625,27.739612
0.00578125,27.417949
0.0059375,27.109081
0.00609375,26.812197
0.00625,26.526529
0.00640625,26.25139
0.0065625,25.986163
0.00671875,25.73024
0.006875,25.483107
0.0071875,25.013277
0.0075,24.573147
0.0078125,24.159725
0.008125,23.770395
0.0084375,23.402924
0.00875,23.055323
0.0090625,22.725876
0.009375,22.413049
0.0096875,22.115498
0.01,21.832003
0.0103125,21.561514
0.010625,21.303053
0.0109375,21.055762
0.01125,20.818844
0.0115625,20.591614
0.011875,20.373416
0.0121875,20.163676
0.0125,19.961849
0.0128125,19.767461
0.013125,19.580049
0.0134375,19.399219
0.01375,19.224579
0.014375,18.892537
0.015,18.581455
0.015625,18.289197
0.01625,18.01395
0.016875,17.754103
0.0175,17.508286
0.018125,17.275271
0.01875,17.05399
0.019375,16.843488
0.02,16.642908
0.0206625,16.440309
0.021325,16.247199
0.0219875,16.062884
0.02265,15.886699
0.0233125,15.718061
0.023975,15.556458
0.0246375,15.401396
0.0253,15.252463
0.02645782,15.005711
0.02761563,14.774622
0.02877344,14.557605
0.02993125,14.353273
0.03108907,14.160454
0.03224688,13.978084
0.03340469,13.805244
0.0345625,13.64112
0.03552735,13.510486
0.03649219,13.385035
0.03745704,13.264427
