Cm242,Cm242
E_eV,Sig_b
1e-05,1255.91374
1.03125e-05,1236.78207
1.0625e-05,1218.50153
1.09375e-05,1201.01067
1.125e-05,1184.25429
1.15625e-05,1168.18254
1.1875e-05,1152.74977
1.21875e-05,1137.91516
1.25e-05,1123.64075
1.28125e-05,1109.89237
1.3125e-05,1096.63827
1.34375e-05,1083.8498
1.375e-05,1071.50017
1.4375e-05,1048.02146
1.5e-05,1026.02744
1.5625e-05,1005.36784
1.625e-05,985.91333
1.6875e-05,967.55109
1.75e-05,950.18253
1.8125e-05,933.7216
1.875e-05,918.09162
1.9375e-05,903.22502
2e-05,889.06192
2.09375e-05,869.02006
2.1875e-05,850.2826
2.28125e-05,832.71414
2.375e-05,816.19802
2.46875e-05,800.63338
2.5625e-05,785.93224
2.65625e-05,772.01769
2.75e-05,758.82218
2.84375e-05,746.28596
2.9375e-05,734.35579
3.03125e-05,722.98437
3.125e-05,712.12977
3.21875e-05,701.75382
3.3125e-05,691.82249
3.40625e-05,682.30485
3.5e-05,673.17291
3.59375e-05,664.40165
3.6875e-05,655.96774
3.78125e-05,647.85023
3.875e-05,640.02981
3.96875e-05,632.48875
4.0625e-05,625.21087
4.25e-05,611.38624
4.4375e-05,598.44951
4.625e-05,586.30983
4.8125e-05,574.88866
5e-05,564.1178
5.15625e-05,555.59594
5.3125e-05,547.45398
5.46875e-05,539.66454
5.625e-05,532.20296
5.78125e-05,525.04688
5.9375e-05,518.17616
6.09375e-05,511.57226
6.25e-05,505.21839
6.40625e-05,499.09921
6.5625e-05,493.20068
6.71875e-05,487.50976
6.875e-05,482.01472
7.1875e-05,471.56918
7.5e-05,461.78584
7.8125e-05,452.59778
8.125e-05,443.94711
8.4375e-05,435.78346
8.75e-05,428.06297
9.0625e-05,420.747
9.375e-05,413.80152
9.6875e-05,407.19627
0.0001,400.90455
0.000103125,394.90228
0.00010625,389.16807
0.000109375,383.68249
0.0001125,378.42816
0.000115625,373.38934
0.00011875,368.55163
0.000121875,363.90224
0.000125,359.42911
0.000128125,355.12144
0.00013125,350.96928
0.000134375,346.96362
0.0001375,343.09598
0.00014375,335.74454
0.00015,328.85985
0.00015625,322.3947
0.0001625,316.3081
0.00016875,310.56476
0.000175,305.13359
0.00018125,299.98733
0.0001875,295.10197
0.00019375,290.45627
0.0002,286.03135
0.000209375,279.7713
0.00021875,273.92032
0.000228125,268.43588
0.0002375,263.2814
0.000246875,258.42498
0.00025625,253.83902
0.000265625,249.49951
0.000275,245.38505
0.000284375,241.47694
0.00029375,237.75841
0.000303125,234.21481
0.0003125,230.83273
0.000321875,227.60037
0.00033125,224.50697
0.000340625,221.54284
0.00035,218.69927
0.000359375,215.96841
0.00036875,213.34279
0.000378125,210.81607
0.0003875,208.38205
0.000396875,206.03522
0.00040625,203.77057
0.000425,199.46935
0.00044375,195.44508
0.0004625,191.66931
0.00048125,188.11743
0.0005,184.76834
0.000515625,182.11867
0.00053125,179.58741
0.000546875,177.16601
0.0005625,174.84661
0.000578125,172.62223
0.00059375,170.48681
0.000609375,168.43431
0.000625,166.45962
0.000640625,164.55792
0.00065625,162.72487
0.000671875,160.9564
0.0006875,159.24884
0.00071875,156.00297
0.00075,152.96298
0.00078125,150.10795
0.0008125,147.41985
0.00084375,144.88308
0.000875,142.48404
0.00090625,140.2106
0.0009375,138.05213
0.00096875,135.9994
0.001,134.04396
0.00103125,132.1784
0.0010625,130.39603
0.00109375,128.69086
0.001125,127.05746
0.00115625,125.49094
0.0011875,123.98686
0.00121875,122.54119
0.00125,121.15022
0.00128125,119.81062
0.0013125,118.51929
0.00134375,117.27339
0.001375,116.07032
0.0014375,113.78328
0.0015,111.6411
0.0015625,109.62906
0.001625,107.73454
0.0016875,105.94651
0.00175,104.25534
0.0018125,102.65261
0.001875,101.13087
0.0019375,99.6835
0.002,98.30465
0.00209375,96.35351
0.0021875,94.52941
0.00228125,92.81914
0.002375,91.21131
0.00246875,89.69611
0.0025625,88.26496
0.00265625,86.9104
0.00275,85.62581
0.00284375,84.40537
0.0029375,83.24393
0.00303125,82.13688
0.003125,81.08008
0.00321875,80.06989
0.0033125,79.10295
0.00340625,78.17625
0.0035,77.28711
0.00359375,76.43302
0.0036875,75.61175
0.00378125,74.82125
0.003875,74.05964
0.00396875,73.32519
0.0040625,72.61633
0.00425,71.26969
0.0044375,70.00934
0.004625,68.82646
0.0048125,67.71341
0.005,66.66359
0.00515625,65.83285
0.0053125,65.03905
0.00546875,64.27953
0.005625,63.551894
0.00578125,62.853972
0.0059375,62.183809
0.00609375,61.539597
0.00625,60.919707
0.00640625,60.322647
0.0065625,59.747031
0.00671875,59.191623
0.006875,58.655238
0.0071875,57.635409
0.0075,56.679922
0.0078125,55.782267
0.008125,54.936828
0.0084375,54.138693
0.00875,53.383642
0.0090625,52.667916
0.009375,51.988214
0.0096875,51.341624
0.01,50.725549
0.0103125,50.137668
0.010625,49.575873
0.0109375,49.03831
0.01125,48.523297
0.0115625,48.029298
0.011875,47.55491
0.0121875,47.098877
0.0125,46.660043
0.0128125,46.237351
0.013125,45.829821
0.0134375,45.436549
0.01375,45.056754
0.014375,44.334495
0.015,43.657649
0.015625,43.021628
0.01625,42.422458
0.016875,41.856712
0.0175,41.321414
0.018125,40.813922
0.01875,40.331912
0.019375,39.87333
0.02,39.436315
0.0206625,38.994801
0.021325,38.573943
0.0219875,38.172154
0.02265,37.788041
0.0233125,37.420326
0.023975,37.067877
0.0246375,36.729681
0.0253,36.404755
0.02645782,35.866313
0.02761563,35.361884
0.02877344,34.888035
0.02993125,34.441811
0.03108907,34.02064
0.03224688,33.622266
0.03340469,33.24463
0.0345625,32.885927
0.03552735,32.600302
0.03649219,32.325906
0.03745704,32.062026
0.03842188,31.808017
0.03938673,31.563272
0.04035157,31.327266
0.04131641,31.099469
0.04228125,30.879439
0.04421094,30.460941
0.04614063,30.068667
0.04807032,29.699967
0.05,29.352553
0.0515625,29.085462
0.053125,28.830081
0.0546875,28.585548
0.05625,28.351133
0.0578125,28.126143
0.059375,27.909946
0.0609375,27.701993
0.0625,27.501785
0.0640625,27.308844
0.065625,27.122787
0.0671875,26.943185
0.06875,26.769641
0.071875,26.439321
0.075,26.129236
0.078125,25.837418
0.08125,25.562179
0.084375,25.302035
0.0875,25.055631
0.090625,24.821761
0.09375,24.599398
0.096875,24.387592
0.1,24.185537
0.103125,23.992464
0.10625,23.807731
0.109375,23.630743
0.1125,23.460942
0.115625,23.297862
0.11875,23.141053
0.121875,22.990112
0.125,22.84467
0.128125,22.704427
0.13125,22.569087
0.134375,22.438413
0.1375,22.312102
0.14375,22.071382
0.15,21.845
0.15625,21.631685
0.1625,21.430262
0.16875,21.239648
0.175,21.058859
0.18125,20.887062
0.1875,20.723514
0.19375,20.5675
0.2,20.418447
0.2046875,20.310923
0.209375,20.206902
0.2140625,20.106214
0.21875,20.008678
0.228125,19.822095
0.2375,19.645757
0.246875,19.478898
0.25625,19.320691
0.265625,19.170402
0.275,19.027334
0.284375,18.890914
0.29375,18.760611
0.303125,18.635967
0.3125,18.516552
0.321875,18.401993
0.33125,18.291952
0.340625,18.186121
0.35,18.084225
0.359375,17.986013
0.36875,17.891252
0.378125,17.799746
0.3875,17.711282
0.396875,17.625694
0.40625,17.542819
0.415625,17.4624994
0.425,17.384617
0.434375,17.3090237
0.44375,17.235621
0.453125,17.1643414
0.4625,17.0951283
0.5,16.8360694
0.53125,16.6392386
0.5625,16.456941
0.59375,16.2877041
0.625,16.1299313
0.65625,15.9823028
0.6875,15.8436905
0.71875,15.7131815
0.75,15.5899524
0.8125,15.3626326
0.875,15.1575466
0.9375,14.9707881
1.0,14.7992721
1.0625,14.6412142
1.125,14.4948631
1.1875,14.3587467
1.25,14.2316886
1.3125,14.1126578
1.375,14.0008061
1.4375,13.8954224
1.5,13.7958563
1.5625,13.701601
1.625,13.612146
1.6875,13.5271026
1.75,13.4463201
1.875,13.2953756
2.0,13.1568685
2.09375,13.0602743
2.1875,12.9693346
2.28125,12.8834126
2.375,12.8020767
2.46875,12.7248982
2.5625,12.6515393
2.65625,12.5816602
2.75,12.5150155
2.84375,12.4513285
2.9375,12.390378
3.03125,12.3319741
3.125,12.2759359
3.21875,12.2220885
3.3125,12.1704026
3.5,12.072503
3.6875,11.9812207
3.875,11.895842
4.0625,11.8157042
4.25,11.7402156
4.4375,11.6688784
4.625,11.601245
4.8125,11.53695895
5.0,11.4756543
5.15625,11.42663146
5.3125,11.37935612
5.46875,11.33366415
5.625,11.28942611
