W183,W183
E_eV,Sig_b
1e-05,517.91691
1.03125e-05,510.01666
1.0625e-05,502.467578
1.09375e-05,495.244473
1.125e-05,488.324603
1.15625e-05,481.687373
1.1875e-05,475.313817
1.21875e-05,469.187209
1.25e-05,463.291848
1.28125e-05,457.613561
1.3125e-05,452.139397
1.34375e-05,446.857325
1.375e-05,441.756533
1.4375e-05,432.058624
1.5e-05,422.973679
1.5625e-05,414.439605
1.625e-05,406.402967
1.6875e-05,398.817272
1.75e-05,391.641835
1.8125e-05,384.840971
1.875e-05,378.383272
1.9375e-05,372.240801
2e-05,366.38868
2.09375e-05,358.107136
2.1875e-05,350.364072
2.28125e-05,343.103714
2.375e-05,336.277937
2.46875e-05,329.844942
2.5625e-05,323.768531
2.65625e-05,318.016896
2.75e-05,312.562202
2.84375e-05,307.379774
2.9375e-05,302.447594
3.03125e-05,297.746287
3.125e-05,293.258219
3.21875e-05,288.967892
3.3125e-05,284.861236
3.40625e-05,280.925407
3.5e-05,277.148886
3.59375e-05,273.521272
3.6875e-05,270.033083
3.78125e-05,266.675555
3.875e-05,263.440735
3.96875e-05,260.321384
4.0625e-05,257.310674
4.25e-05,251.591218
4.4375e-05,246.238732
4.625e-05,241.215402
4.8125e-05,236.488912
5e-05,232.031231
5.15625e-05,228.503967
5.3125e-05,225.133618
5.46875e-05,221.909071
5.625e-05,218.819933
5.78125e-05,215.85703
5.9375e-05,213.012104
6.09375e-05,210.277412
6.25e-05,207.646122
6.40625e-05,205.111815
6.5625e-05,202.668681
6.71875e-05,200.311421
6.875e-05,198.035142
7.1875e-05,193.707596
7.5e-05,189.653937
7.8125e-05,185.846348
8.125e-05,182.260982
8.4375e-05,178.877052
8.75e-05,175.67642
9.0625e-05,172.642989
9.375e-05,169.762898
9.6875e-05,167.023616
0.0001,164.414039
0.000103125,161.924183
0.00010625,159.545186
0.000109375,157.2691
0.0001125,155.088793
0.000115625,152.997645
0.00011875,150.98985
0.000121875,149.059808
0.000125,147.202931
0.000128125,145.414436
0.00013125,143.69045
0.000134375,142.027003
0.0001375,140.420834
0.00014375,137.367303
0.00015,134.507144
0.00015625,131.820809
0.0001625,129.291396
0.00016875,126.904244
0.000175,124.646425
0.00018125,122.506741
0.0001875,120.475219
0.00019375,118.543102
0.0002,116.702556
0.000209375,114.098231
0.00021875,111.663588
0.000228125,109.381124
0.0002375,107.23558
0.000246875,105.213734
0.00025625,103.304195
0.000265625,101.497014
0.000275,99.783306
0.000284375,98.155312
0.00029375,96.606119
0.000303125,95.129588
0.0003125,93.720199
0.000321875,92.373033
0.00033125,91.083641
0.000340625,89.848018
0.00035,88.662527
0.000359375,87.523867
0.00036875,86.429051
0.000378125,85.375327
0.0003875,84.360188
0.000396875,83.381347
0.00040625,82.436694
0.000425,80.642305
0.00044375,78.963217
0.0004625,77.387596
0.00048125,75.905245
0.0005,74.50732
0.000515625,73.40127
0.00053125,72.344523
0.000546875,71.333527
0.0005625,70.365061
0.000578125,69.436244
0.00059375,68.544443
0.000609375,67.687245
0.000625,66.862493
0.000640625,66.068181
0.00065625,65.302484
0.000671875,64.563724
0.0006875,63.850359
0.00071875,62.494239
0.00075,61.224
0.00078125,60.03095
0.0008125,58.90758
0.00084375,57.847364
0.000875,56.844588
0.00090625,55.894267
0.0009375,54.991983
0.00096875,54.133802
0.001,53.316268
0.00103125,52.53627
0.0010625,51.791007
0.00109375,51.077985
0.001125,50.394952
0.00115625,49.739856
0.0011875,49.110841
0.00121875,48.50623
0.00125,47.924478
0.00128125,47.364193
0.0013125,46.824071
0.00134375,46.302934
0.001375,45.7997
0.0014375,44.84302
0.0015,43.946878
0.0015625,43.105151
0.001625,42.312545
0.0016875,41.564472
0.00175,40.856899
0.0018125,40.18631
0.001875,39.549588
0.0019375,38.943974
0.002,38.367019
0.00209375,37.550591
0.0021875,36.787302
0.00228125,36.071633
0.002375,35.39883
0.00246875,34.764776
0.0025625,34.165896
0.00265625,33.59906
0.00275,33.0615
0.00284375,32.550781
0.0029375,32.064749
0.00303125,31.601482
0.003125,31.159251
0.00321875,30.736515
0.0033125,30.331887
0.00340625,29.944099
0.0035,29.572016
0.00359375,29.21462
0.0036875,28.870958
0.00378125,28.540174
0.003875,28.221474
0.00396875,27.914164
0.0040625,27.617561
0.00425,27.054103
0.0044375,26.526797
0.004625,26.031926
0.0048125,25.566292
0.005,25.127134
0.00515625,24.779646
0.0053125,24.447627
0.00546875,24.129952
0.005625,23.825627
0.00578125,23.533748
0.0059375,23.25348
0.00609375,22.984082
0.00625,22.724859
0.00640625,22.475199
0.0065625,22.234521
0.00671875,22.002291
0.006875,21.778038
0.0071875,21.351695
0.0075,20.9523
0.0078125,20.577132
0.008125,20.223832
0.0084375,19.890352
0.00875,19.574917
0.0090625,19.27594
0.009375,18.992067
0.0096875,18.722044
0.01,18.464796
0.0103125,18.219361
0.010625,17.984845
0.0109375,17.760476
0.01125,17.545542
0.0115625,17.339401
0.011875,17.141462
0.0121875,16.951221
0.0125,16.768158
0.0128125,16.591862
0.013125,16.421912
0.0134375,16.257926
0.01375,16.099573
0.014375,15.798514
0.015,15.516479
0.015625,15.251533
0.01625,15.00201
0.016875,14.766488
0.0175,14.543703
0.018125,14.332542
0.01875,14.132053
0.019375,13.941354
0.02,13.759672
0.0206625,13.57619
0.021325,13.401334
0.0219875,13.234454
0.02265,13.074967
0.0233125,12.922342
0.023975,12.776099
0.0246375,12.635797
