Gd152,Gd152
0.0003449365,6720.68780404
0.0003571675,6608.65404702
0.0003734295,6468.35489907
0.0003896915,6336.98111152
0.0004059535,6213.62637822
0.0004222155,6097.50769388
0.0004384775,5987.94525391
0.0004547395,5884.34685429
0.0004710015,5786.19049148
0.0004872634,5693.0161624
0.0005,5623.25489143
0.0005163697,5537.43431211
0.0005327393,5455.6212599
0.0005491089,5377.51453276
0.0005654785,5302.84192886
0.0005818482,5231.35864653
0.0005982178,5162.84698431
0.0006145874,5097.10464082
0.000630957,5033.95091483
0.0006459882,4978.09753814
0.0006610193,4924.17127448
0.0006910815,4821.67158335
0.0007211438,4725.68073624
0.000751206,4635.54032869
0.0007812683,4550.67755682
0.0008113305,4470.59761729
0.0008413928,4394.86940716
0.000871455,4323.11192388
0.0009035913,4250.41683436
0.0009357275,4181.51587049
0.0009678638,4116.08983009
0.001,4053.85661126
0.0010325,3993.91020788
0.001065,3936.74062326
0.0010975,3882.13945598
0.00113,3829.92000478
0.0011625,3779.91566852
0.001195,3731.97164617
0.0012275,3685.95313681
0.00126,3641.73253959
0.0013,3589.60768929
0.00134,3539.84395492
0.00138,3492.26693529
0.00142,3446.72202936
0.00146,3403.06753617
0.0015,3361.17725488
0.00154,3320.93498469
0.00158,3282.23512489
0.0016325,3233.6234986
0.001685,3187.30918778
0.0017375,3143.11519124
0.00179,3100.88690793
0.0018425,3060.48113689
0.001895,3021.77077726
0.0019475,2984.64102826
0.002,2948.98728919
0.00206375,2907.53951132
0.0021275,2867.9742461
0.00219125,2830.15349261
0.002255,2793.95045001
0.00231875,2759.25541754
0.0023825,2725.96499452
0.00244625,2693.98788033
0.00251,2663.2388744
0.00259125,2625.7096231
0.0026725,2589.90868342
0.00275375,2555.7073545
0.002835,2522.99013556
0.00291625,2491.65162589
0.0029975,2461.59872487
0.00307875,2432.74523192
0.00316,2405.01334652
0.0032625,2371.52102265
0.003365,2339.57210918
0.0034675,2309.05220531
0.00357,2279.85911037
0.0036725,2251.89782371
0.003775,2225.08534477
0.0038775,2199.34377302
0.00398,2174.60440801
0.0041075,2145.1343115
0.004235,2117.006124
0.0043625,2090.12184483
0.00449,2064.3914734
0.0046175,2039.73540916
0.004745,2016.08065162
0.0048725,1993.36160033
0.005,1971.51675488
0.00501,1969.83974371
0.005050625,1963.07419867
0.00509125,1956.39025417
0.0051725,1943.25926675
0.005335,1917.90359795
0.0054975,1893.6807367
0.00566,1870.50898244
0.0058225,1848.31463469
0.005985,1827.03009299
0.0061475,1806.59475694
0.00631,1786.95432617
0.00651375,1763.37356917
0.0067175,1740.87441935
0.00692125,1719.3752762
0.007125,1698.80343923
0.00732875,1679.09650802
0.0075325,1660.19298216
0.00773625,1642.0413613
0.00794,1624.59124512
0.0081975,1603.47500452
0.008455,1583.32997036
0.0087125,1564.08344216
0.00897,1545.67001946
0.0092275,1528.03130188
0.009485,1511.11488905
0.0097425,1494.87238065
0.01,1479.26057639
0.01023829,1465.33958337
0.01047657,1451.89629349
0.01095313,1426.33402246
0.01142969,1402.38356212
0.01190625,1379.88191144
0.01238282,1358.68716953
0.01285938,1338.67843561
0.01333594,1319.74920897
0.0138125,1301.80338897
0.01432344,1283.56296703
0.01483438,1266.26915142
0.01534532,1249.84224157
0.01585625,1234.21223698
0.01636719,1219.31593721
0.01687813,1205.09754187
0.01738907,1191.50685062
0.0179,1178.49896319
0.0184125,1165.99577906
0.018925,1154.00059827
0.0194375,1142.47992064
0.01995,1131.40314598
0.02,1130.34513885
0.0202,1126.15241058
0.0204,1122.02088272
0.0208,1113.93622821
0.0216,1098.44072373
0.0224,1083.77632488
0.0232,1069.87073123
0.02425,1052.66531563
0.0253,1036.53250765
0.02634594,1021.42150692
0.02739188,1007.1756122
0.02843782,993.714522797
0.02948375,980.967938138
0.03052969,968.873957824
0.03157563,957.377981534
0.03262157,946.431708934
0.0336675,935.99213965
0.03523141,921.245441433
0.03679532,907.434248852
0.03835923,894.462561474
0.03992313,882.247679111
0.04148704,870.717001423
0.04305094,859.807827816
0.04461485,849.465357678
0.04617875,839.641390682
0.04808938,828.281713143
0.05,817.565040633
0.05012,816.912036249
0.05052563,814.721421573
0.05093125,812.556607118
0.0517425,808.301578838
0.053365,800.077024554
0.0549875,792.209472778
0.05661,784.673122965
0.0582325,777.444674818
0.059855,770.503228309
0.0614775,763.830083559
0.0631,757.407640678
0.06460274,751.669102609
0.06610547,746.120565974
0.06911094,735.551696055
0.07211641,725.625729244
0.07512188,716.278865132
0.07812735,707.45530448
0.08113282,699.10574795
0.08413829,691.187295164
0.08714375,683.662044955
0.09035782,676.012992954
0.09357188,668.741542405
0.09678594,661.816693905
0.1,655.210248262
0.1032363,648.854205426
0.1064725,642.772365146
0.1097088,636.944126464
0.112945,631.351988645
0.1161813,625.979451473
0.1194175,620.812315252
0.1226538,615.83658059
0.12589,611.040448049
0.1288894,606.745219923
0.1318888,602.585593488
0.1378875,594.643643725
0.1438863,587.161495578
0.149885,580.094348244
0.1558838,573.402702714
0.1618825,567.051460157
0.1678813,561.008820278
0.17388,555.248181744
0.1802925,549.376241009
0.186705,543.775100659
0.1931175,538.422261605
0.19953,533.299125419
0.2,532.932122911
0.2015997,531.691714525
0.2031994,530.464406361
0.2063988,528.047290622
0.2112308,524.488167957
0.2160627,521.033046025
0.2257266,514.411102811
0.2353905,508.143059858
0.2450544,502.19621797
0.2547183,496.540279016
0.2643822,491.147443197
0.2740461,485.994308722
0.28371,481.061874486
0.2902204,477.854451449
0.2967307,474.734228484
0.3097513,468.73878378
0.3227719,463.04244343
0.3357925,457.614607183
0.3488132,452.431172067
0.3618338,447.471637047
0.3748544,442.7175021
0.387875,438.152567951
0.4018907,433.433734572
0.4159063,428.899305467
0.4299219,424.534478033
0.4439375,420.327450808
0.4579532,416.268423593
0.4719688,412.351896396
0.5,404.8747435
0.50119,404.56674138
0.5057704,403.38873335
0.5103507,402.22362551
0.5195113,399.931910254
0.5378325,395.491880446
0.574475,387.05302111
0.6111175,379.156361981
0.64776,371.754908478
0.6844025,364.758561066
0.721045,358.134813944
0.7576875,351.844766846
0.79433,345.860221812
0.8457475,337.908809818
0.897165,330.415709799
0.9485825,323.333589786
1.0,316.622910984
1.055792,309.712484577
1.111584,303.142799315
1.167376,296.884064055
1.223167,290.906848855
1.278959,285.199587243
1.334751,279.713570999
1.446334,269.395259098
1.502126,264.516243148
1.557918,259.824547386
1.61371,255.303315276
1.669501,250.91635657
1.781085,242.571529461
1.892668,234.741692354
2.0,227.631469057
2.072643,223.047079941
2.145285,218.651661816
2.29057,210.282435567
2.435855,202.459409321
2.508498,198.725692003
2.58114,195.151528624
2.726425,188.256853937
2.87171,181.766629258
3.016995,175.647684579
3.16228,169.864961001
3.261217,166.105177752
3.360154,162.493215568
3.558027,155.645171201
3.755901,149.246236835
3.953774,143.261552756
4.151648,137.643328116
4.349521,132.377875337
4.547395,127.428182558
4.745268,122.767709779
5.0,117.142278101
5.163697,113.733497494
5.327393,110.484897936
5.491089,107.372588378
5.654785,104.39267882
5.818482,101.536989261
5.982178,98.7980697035
6.145874,96.1689601456
6.30957,93.6446012653
6.513784,90.6309536536
6.717998,87.7568667045
6.922212,85.0140597553
7.126425,82.3936028062
7.330639,79.887315857
7.534853,77.487674908
7.739067,75.1877759597
7.841174,74.0758873997
7.892227,73.5260729548
7.94328,72.9824047609
7.987468,72.5191705462
8.031655,72.0608532684
8.12003,71.1489791304
8.296779,69.37269441
8.473529,67.6505697
8.650278,65.991630988
8.827028,64.385907277
9.003777,62.822385565
9.180526,61.316018853
9.357275,59.85993714
9.517957,58.579178312
9.678638,57.340230483
9.839319,56.145313493
9.91966,55.565487837
9.95983,55.280021163
10.0,54.997557619
10.04985,54.651878007
10.0997,54.312115779
10.1994,53.651020859
10.2991,53.016778604
10.39879,52.413852348
10.49849,51.848124077
10.54834,51.581684441
10.59819,51.327845806
10.64804,51.088132171
10.69789,50.864318535
10.74774,50.6584749
10.79758,50.47290128
10.85196,50.296620953
10.90634,50.152570626
10.96072,50.047360299
11.0151,49.988159973
11.06948,49.983499646
11.12386,50.044299319
11.15105,50.103499156
11.17824,50.184568992
11.20543,50.289908829
11.23261,50.422118681
11.2734,50.677838428
11.31418,51.013238191
11.35497,51.443387938
11.37536,51.699457819
11.39575,51.986327701
11.41615,52.307157567
11.43654,52.664967448
11.45693,53.063767329
11.47732,53.50793721
11.49772,54.002747077
11.51811,54.553436958
11.5385,55.166706839
11.55889,55.849876721
11.58382,56.792439895
11.60874,57.869343085
11.63367,59.10261626
11.65859,60.51671945
11.68352,62.143582625
11.69598,63.04764422
11.70844,64.019405815
11.7209,65.06489741
11.73336,66.190819005
11.74582,67.4046406
11.75828,68.714712194
11.77755,70.95248373
11.79681,73.48209528
11.81607,76.353306831
11.8257,77.935042606
11.83533,79.625418381
11.84496,81.433964156
11.85459,83.371339932
11.86422,85.449385707
11.87385,87.681421482
11.88348,90.082297257
11.89311,92.668783032
11.90274,95.459738807
11.91237,98.476544583
11.92484,102.758636163
11.9373,107.517807758
11.94976,112.830489353
11.96222,118.784730947
11.97468,125.487722542
11.98091,129.15986334
11.98714,133.070734137
11.99337,137.241944935
11.9996,141.697585732
12.00583,146.46479653
12.01206,151.574207327
12.0183,157.07006811
12.02453,162.974548907
12.03076,169.341647705
12.03699,176.224034502
12.04322,183.6821833
12.04945,191.786690097
12.05568,200.619401894
12.06191,210.276069692
12.06815,220.887051475
12.07438,232.550489272
12.08061,245.438274069
12.08684,259.733709867
12.08996,267.488232258
12.09307,275.652886664
12.09619,284.313527056
12.0993,293.450264462
12.10242,303.160827853
12.10553,313.425033259
12.10865,324.354324651
12.11176,335.927845057
12.11446,346.566320068
12.11715,357.750103095
12.11984,369.556616121
12.12253,382.027527148
12.12522,395.207031175
12.12791,409.142165201
12.1306,423.882917228
12.13329,439.482044254
12.13598,455.995478281
12.13867,473.482144307
12.14136,492.004169334
12.14405,511.62699236
12.14674,532.419388387
12.14943,554.453044413
12.15212,577.80321044
12.15481,602.548266466
12.15722,625.969162906
12.15963,650.635879346
12.16204,676.611015786
12.16444,703.842792241
12.16685,732.623848681
12.16925,762.782625136
12.17166,794.639291576
12.17406,827.999418031
12.1769,869.680803836
12.17973,913.705069656
12.18129,939.078237352
12.18285,965.262475047
12.18441,992.277452743
12.18596,1019.96167045
12.18908,1078.31207585
12.19219,1140.09554125
12.19531,1205.85987664
12.19843,1275.56309203
12.20155,1349.34670742
12.20466,1427.08536283
12.20778,1509.40338822
12.2109,1596.16877361
12.21402,1687.477449
12.21713,1783.09775441
12.22025,1883.7050598
12.22336,1988.69724521
12.22647,2098.40761062
12.22958,2212.83100602
12.2327,2332.32550141
12.23581,2456.06579682
12.23893,2584.75429221
12.24204,2717.44328762
12.24516,2854.82798301
12.24828,2996.2948784
12.2514,3141.61617379
12.25451,3290.0399692
12.25763,3442.21736459
12.26074,3596.83435999
12.26697,3913.80755079
12.2732,4237.50564159
12.27942,4563.4117324
12.29189,5206.72041398
12.29812,5513.10110478
12.30435,5802.51649558
12.31058,6069.73878637
12.31681,6309.72847717
12.32139,6466.04507041
12.32596,6603.13036366
12.33053,6719.8454569
12.3351,6814.89835015
12.33883,6875.68354464
12.34255,6920.78393915
12.34628,6950.11253364
12.35,6963.31142815
12.35559,6952.86431989
12.36118,6906.34441163
12.36677,6824.65430338
12.37236,6709.29959513
12.37794,6562.63138689
12.3825,6421.14728016
12.38706,6261.91647342
12.39162,6086.6865667
12.39618,5897.32785997
12.40068,5698.51965333
12.40518,5489.7901467
12.41418,5050.35003344
12.42032,4740.1195244
12.42645,4427.2879154
12.43872,3808.37739741
12.44772,3373.93088427
12.45222,3166.14097773
12.45672,2965.7984712
12.46122,2773.5779647
12.46572,2590.00465822
12.47022,2415.46125177
12.47472,2250.19454535
12.47922,2094.33243897
12.48372,1947.88903263
12.48822,1810.78012634
12.49272,1682.8350201
12.49722,1563.81141392
12.50172,1453.4035078
12.50622,1351.26050176
12.51071,1257.1918958
12.5144,1185.46049097
12.51808,1118.68018621
12.52176,1056.40778152
12.52544,998.399776896
12.52913,944.271472331
12.53281,894.075567855
12.53649,847.424363459
12.54017,804.088559146
12.54386,763.741054911
12.54754,726.386450778
12.55122,691.70764674
12.5549,659.5103428
12.55858,629.610638962
12.56226,601.835135228
12.56594,576.0206316
12.56962,552.014928082
12.57404,525.372624003
12.57845,500.959920096
12.58286,478.507616353
12.58727,457.827812775
12.59168,438.750109364
12.59609,421.12060612
12.6005,404.80020304
12.60491,389.664200124
12.60932,375.600097369
12.61373,362.507294772
12.61814,350.29569233
12.62255,338.884390038
12.62696,328.20108789
12.63137,318.181285883
12.63578,308.76718401
12.64019,299.906882264
12.64577,289.417680229
12.65134,279.675178378
12.65691,270.587676695
12.66248,262.091935164
12.66805,254.132793772
12.67362,246.661432507
12.67919,239.634871355
12.68476,233.015120304
12.69033,226.768439342
12.6959,220.864588459
12.70704,209.980616889
12.71818,200.179455524
12.72932,191.311234307
12.73808,184.911823425
12.74683,178.968592592
12.75559,173.424011793
12.76434,168.25231102
12.7731,163.407910263
12.78185,158.872109519
12.79061,154.608168783
12.79936,150.602398054
12.80812,146.824737327
12.81687,143.265106603
12.82563,139.89858588
12.83438,136.717735159
12.84314,133.701654437
12.85189,130.844883717
12.86939,125.554992277
12.8869,120.764020836
12.90441,116.410179395
12.92192,112.438967954
12.93942,108.806306515
12.95693,105.468915074
12.97444,102.395423633
12.99195,99.5569921926
13.00945,96.9300907527
13.02617,94.596299377
13.04288,92.4189380022
13.05959,90.3820066273
13.0763,88.4726952525
13.09302,86.6786138768
13.10973,84.991882502
13.12644,83.4024611271
13.14315,81.9023997522
13.15987,80.4837583766
13.17658,79.1418070017
13.19329,77.8699156269
13.21,76.662824252
13.24343,74.4238615015
13.27685,72.3931587518
13.31187,70.4580358704
13.34688,68.6947729899
13.3819,67.0803901086
13.41691,65.5973972281
13.45193,64.2294143467
13.48694,62.9641014662
13.52196,61.7894485848
13.55697,60.6961357043
13.59199,59.674602823
13.62701,58.7174499416
13.66203,57.8181570603
13.69704,56.9715441798
13.73206,56.1724612984
13.76707,55.4171554179
13.80209,54.7014175365
13.8371,54.022257656
13.87212,53.3762397747
13.90714,52.7608498933
13.97717,51.6125761314
14.0472,50.5605573696
14.11723,49.5912056077
14.17453,48.8517568932
14.23183,48.1553531787
14.28913,47.4980864643
14.34643,46.8757997498
14.40373,46.2838960353
14.46103,45.7191023208
14.51833,45.1794856064
14.57562,44.6632668927
14.69022,43.6930944637
14.80482,42.7953320348
14.91942,41.9592746058
15.03401,41.1763761777
15.13304,40.5371120298
15.23206,39.9285018828
15.33109,39.3472347349
15.43011,38.7906885878
15.52914,38.2565134399
15.62816,37.7439422945
15.8262,36.7712192339
16.02425,35.8574779664
16.22229,35.0038463372
16.42034,34.1899217204
16.61838,33.4167181039
16.82677,32.6423022984
17.03516,31.9028114928
17.24355,31.1939986872
17.45194,30.5128338816
17.66033,29.857158076
17.86872,29.2249562705
18.2855,28.0225656594
18.70228,26.8916580483
19.11906,25.8304324372
19.53584,24.813525826
19.95262,23.8447764172
20.0,23.7369897311
20.11998,23.4680121949
20.23995,23.2030727386
20.4799,22.6841688334
20.95979,21.678830023
21.43969,20.7222442126
21.91958,19.7970044022
22.39948,18.9115225918
22.87937,18.0557377815
23.35926,17.2248949712
23.83915,16.4185141609
24.15908,15.8944622873
24.47901,15.3802864137
24.79894,14.8747705501
24.87892,14.7497628007
24.9589,14.6252573164
24.99889,14.5631335164
25.01889,14.5321044408
25.03888,14.5011140867
25.05888,14.4701378639
25.07887,14.4392181419
25.09887,14.4083272394
25.11886,14.3774983442
25.14903,14.3310614637
25.1792,14.2847231884
25.23954,14.1922701902
25.36022,14.0078497851
25.60158,13.6415527128
26.08429,12.921581993
26.56701,12.21647929
26.80837,11.869139439
27.04972,11.52580957
27.53244,10.849942867
27.7738,10.518328016
28.01515,10.190255147
28.25651,9.867134295
28.49786,9.548025426
28.73922,9.235227575
28.98057,8.928774705
29.26004,8.5830333
29.5395,8.248860876
29.81897,7.928661469
30.09843,7.625592046
30.3779,7.343658639
30.51763,7.212233927
30.65736,7.088174216
30.7971,6.97238752
30.93683,6.86595881
31.07656,6.7700451
31.21629,6.68600938
31.41954,6.58830816
31.52116,6.55180536
31.62278,6.52432229
31.73882,6.5056573
31.85486,6.50207235
31.9709,6.51478929
32.08694,6.54655994
32.20298,6.60003685
32.261,6.63558116
32.31902,6.67740897
32.37704,6.72588858
32.43506,6.78145499
32.49308,6.84461289
32.55109,6.91588002
32.59146,6.97054886
32.63182,7.02956902
32.67218,7.09313937
32.71254,7.16146173
32.7529,7.23475308
32.77308,7.27333556
32.79326,7.31324944
32.81344,7.354525818
32.83362,7.397198496
32.8538,7.441299674
32.87398,7.486863252
32.90173,7.551975093
32.91561,7.585634807
32.92948,7.620016135
32.94336,7.655179749
32.95723,7.691089876
32.97111,7.7278108
32.98498,7.765305618
32.99886,7.803643232
33.01273,7.842783529
33.02661,7.882798823
33.04048,7.92364624
33.05436,7.965402004
33.06823,8.008021672
33.0821,8.051548479
33.09597,8.095998487
33.10859,8.137256778
33.1212,8.179264882
33.13381,8.222066157
33.14642,8.265667672
33.15904,8.310112553
33.17165,8.355337197
33.18426,8.401383442
33.19687,8.448258487
33.21453,8.515310319
33.23219,8.584022121
33.24985,8.654418433
33.26751,8.726529913
33.28517,8.800395315
33.30283,8.876059801
33.32049,8.953572564
33.33814,9.032945899
33.35202,9.096741713
33.36589,9.161735781
33.37977,9.228051975
33.39364,9.295626102
33.40752,9.364585776
33.42139,9.434861514
33.43526,9.506531831
33.44913,9.579624589
33.46301,9.654220473
33.47688,9.73023923
33.49076,9.807817364
33.50463,9.886868531
33.51851,9.967532595
33.53238,10.049719923
33.54625,10.13351575
33.56012,10.218947278
33.57526,10.314098005
33.5904,10.411272931
33.60554,10.510501658
33.62067,10.611772398
33.63581,10.715250025
33.65094,10.820831965
33.66608,10.928727292
33.68121,11.038812532
33.69509,11.141853447
33.70896,11.246803574
33.72284,11.353864588
33.73671,11.462904515
33.75059,11.574139029
33.76446,11.687434257
33.77833,11.802930284
33.7922,11.920650112
33.80608,12.040748726
33.81995,12.163068653
33.83383,12.287868267
33.8477,12.414988195
33.87545,12.676786036
33.90319,12.948772891
33.93094,13.231581132
33.95869,13.525556574
33.98644,13.831183515
34.01418,14.14882427
34.04193,14.479249111
34.06968,14.822892953
34.09743,15.180330794
34.12517,15.552048649
34.15292,15.93894549
34.18067,16.341582332
34.20842,16.760683173
34.23617,17.197016015
34.26392,17.651392856
34.29167,18.124653698
34.31942,18.617700539
34.34716,19.131301394
34.37113,19.592544297
34.39509,20.070467213
34.41906,20.566165116
34.44302,21.079964033
34.46699,21.613066936
34.49095,22.165860852
34.51492,22.739658755
34.53888,23.334915672
34.56285,23.953102575
34.58681,24.594730491
34.61078,25.261424394
34.63474,25.953782311
34.65871,26.673587214
34.68267,27.42153913
34.70663,28.199290047
34.73059,29.008259963
34.75834,29.986228805
34.78609,31.010654646
34.81384,32.084223487
34.84159,33.209824329
34.86934,34.39055717
34.89709,35.629755012
34.92484,36.930987853
34.95258,38.297600708
34.98033,39.734723549
35.00808,41.246336391
35.03583,42.837249232
35.06357,44.512032087
35.09132,46.277494929
35.11907,48.13910777
35.14682,50.103450611
35.17456,52.176903466
35.20988,54.988196171
35.2452,58.008018876
35.28052,61.256431581
35.31583,64.755004299
35.35115,68.531097004
35.38646,72.611159722
35.42178,77.029702427
35.45709,81.820565145
35.48484,85.874497987
35.51259,90.206980828
35.54034,94.84302367
35.56809,99.810526511
35.59584,105.140649353
35.62359,110.868312194
35.65134,117.032745036
35.67908,123.67565789
35.70683,130.851790732
35.73458,138.615393573
35.76233,147.030806415
35.79008,156.171469256
35.81783,166.121442098
35.84558,176.977384939
35.87333,188.850937781
35.90107,201.866550635
35.92882,216.184613477
35.9427,223.887194891
35.95657,231.977176318
35.97045,240.493157732
35.98432,249.45223916
35.99819,258.892720587
36.01206,268.849302015
36.02594,279.368083429
36.03981,290.475964856
36.05369,302.23504627
36.06756,314.679027697
36.08144,327.881909111
36.09531,341.886390539
36.10918,356.770071966
36.12305,372.608953394
36.13441,386.352038182
36.14576,400.830922984
36.15711,416.113207786
36.16846,432.261092588
36.17982,449.357877376
36.19117,467.448762178
36.20252,486.63154698
36.21387,506.998431781
36.22523,528.67201657
36.23658,551.728501372
36.24793,576.314886174
36.25928,602.575070975
36.27063,630.671155777
36.28198,660.786140579
36.29333,693.127825381
36.30468,727.932610183
36.31856,774.239791597
36.33243,825.171473024
36.34631,881.480954438
36.36018,943.895835866
36.36712,977.726826573
36.37406,1013.47251728
36.381,1051.28350799
36.38793,1091.26589871
36.39487,1133.71528941
36.4018,1178.70658013
36.40874,1226.58597084
36.41567,1277.45116156
36.42261,1331.70735227
36.42955,1389.56544298
36.43649,1451.33343368
36.44342,1517.2479244
36.45036,1587.86281511
36.4573,1663.48140582
36.46424,1744.53129652
36.47117,1831.34428725
36.47811,1924.66837795
36.48505,2024.91546866
36.49199,2132.65755937
36.49892,2248.32975009
36.50586,2372.91444079
36.51279,2506.73103151
36.51973,2650.88502222
36.52666,2805.71301294
36.53234,2941.26700534
36.53802,3085.09299773
36.5437,3237.64199012
36.54937,3399.08198253
36.55505,3570.44897492
36.56072,3751.60596733
36.5664,3943.66095973
36.57207,4146.39795214
36.57775,4360.98994453
36.58342,4587.11893694
36.5891,4826.00792933
36.59477,5077.21692174
36.60045,5342.00491413
36.60612,5619.77890654
36.6118,5911.81389893
36.61747,6217.33389134
36.62441,6610.60388205
36.63135,7025.35687276
36.63829,7461.67586346
36.64522,7918.79685418
36.65216,8397.76284489
36.6591,8897.4488356
36.66604,9417.1488263
36.67297,9955.13281702
36.68685,11084.8547984
36.70072,12272.4187799
36.72846,14752.4237427
36.74234,16000.5007241
36.75621,17216.8447056
36.77009,18373.703687
36.78396,19439.0746684
36.79854,20428.6606489
36.80583,20863.3676391
36.81311,21252.5506294
36.8204,21593.9396196
36.82768,21883.6426099
36.83497,22119.9146001
36.84225,22300.0265904
36.85113,22441.9235785
36.86,22496.6305666
36.86722,22476.4485569
36.87443,22398.5645473
36.88164,22263.7435376
36.88885,22073.226528
36.89606,21828.7495183
36.90327,21532.5245086
36.91048,21187.157499
36.91769,20795.6474893
36.93009,20024.2244727
36.94249,19145.1144561
36.95489,18178.8244395
36.96729,17146.7144229
37.01718,12748.5503561
37.02965,11680.2883394
37.04212,10653.8283227
37.05459,9679.33030602
37.06706,8764.30328932
37.07727,8062.96327565
37.08747,7407.08826199
37.09768,6796.05224832
37.10788,6230.90023466
37.11809,5709.68522099
37.12829,5232.02120733
37.13339,5008.7592005
37.13849,4795.52919367
37.14359,4592.05018684
37.14869,4398.02518001
37.15493,4173.04017166
37.16117,3961.1651633
37.16741,3761.80715495
37.17364,3574.65814661
37.17988,3398.51613825
37.18611,3233.35212991
37.19235,3078.05012155
37.19858,2932.53411321
37.20482,2795.77610485
37.21106,2667.4780965
37.2173,2547.11408814
37.22353,2434.3603798
37.22977,2328.37607144
37.236,2229.0466631
37.24224,2135.62125475
37.24847,2047.9933464
37.25471,1965.49463805
37.26095,1887.91002969
37.26719,1814.89932134
37.27342,1746.25191299
37.27966,1681.45050464
37.28589,1620.4279963
37.29213,1562.73158794
37.29836,1508.3076796
37.31083,1408.0494629
37.3233,1318.0726462
37.33577,1237.0235295
37.34824,1163.74601281
37.36072,1097.2032961
37.37319,1036.6603794
37.38566,981.3437627
37.39813,930.639746002
37.41061,883.986529291
37.42308,841.007012593
37.43555,801.272295895
37.44802,764.445579197
37.4605,730.207262486
37.47297,698.356745788
37.48544,668.64182909
37.49791,640.866112392
37.51038,614.855995694
37.52285,590.458178996
37.53532,567.535762298
37.54779,545.9670456
37.56027,525.627328889
37.57274,506.451612191
37.58521,488.334895493
37.59768,471.197978795
37.62262,439.583245399
37.64756,411.108912004
37.67251,385.352178594
37.69745,361.988545198
37.72239,340.716711803
37.74733,321.290678407
37.76434,308.99145563
37.78135,297.394532853
37.79836,286.447510075
37.81536,276.108687312
37.83237,266.322964534
37.84938,257.057641757
37.88339,239.954196216
37.91741,224.541220662
37.95142,210.622875121
37.98543,198.02376958
38.01944,186.601894039
38.04666,178.22855759
38.07387,170.485211155
38.10108,163.325024719
38.12829,156.710968284
38.1555,150.611871848
38.18271,145.002115413
38.20992,139.861308977
38.23713,135.174102542
38.27342,129.611673948
38.3097,124.829825367
38.34598,120.834856787
38.38226,117.654788206
38.41854,115.341169625
38.43668,114.533035335
38.45482,113.974201045
38.47296,113.680426754
38.4911,113.670382464
38.50924,113.966108174
38.52738,114.593633884
38.54439,115.510741106
38.5614,116.776238329
