U231,U231
0.1392579,157.82078
0.1393556,159.01644
0.1394532,160.25107
0.1395509,161.52813
0.1396485,162.84587
0.1397462,164.20793
0.1398438,165.6124
0.1399415,167.06293
0.1400391,168.55763
0.1401368,170.10035
0.1402344,171.68876
0.1403321,173.32716
0.1404297,175.01288
0.1405274,176.75035
0.140625,178.53687
0.1407227,180.37699
0.1408204,182.26966
0.1409181,184.21582
0.1410157,186.21418
0.1411134,188.26962
0.141211,190.37878
0.1413087,192.54677
0.1414063,194.76987
0.141504,197.05345
0.1416016,199.39362
0.1416993,201.79588
0.1417969,204.25594
0.1418946,206.77958
0.1419922,209.3624
0.1420899,212.01012
0.1421875,214.71816
0.1422852,217.49247
0.1423829,220.33108
0.1424806,223.23434
0.1425782,226.19981
0.1426759,229.23398
0.1427735,232.33117
0.1429688,238.72878
0.1431641,245.39567
0.1433594,252.33416
0.1435547,259.54644
0.14375,267.03349
0.1439454,274.80038
0.1441407,282.83899
0.144336,291.15268
0.1445313,299.74019
0.1447266,308.59952
0.1449219,317.72789
0.1451172,327.12172
0.1453125,336.77713
0.1455079,346.69403
0.1457032,356.85673
0.1458985,367.26393
0.1460938,377.90832
0.1462891,388.78222
0.1464844,399.87691
0.1466797,411.18321
0.146875,422.69122
0.1470704,434.39643
0.1472657,446.2757
0.1476563,470.5266
0.1480469,495.34952
0.1484375,520.63646
0.1488281,546.27357
0.1492187,572.14194
0.1499999,624.08507
0.1500001,624.09832
0.150049,627.34185
0.1500978,630.57641
0.1501955,637.04404
0.1503908,649.93394
0.1507814,675.5065
0.151172,700.70572
0.1515626,725.42004
0.1519533,749.55056
0.1523439,772.98772
0.1527345,795.64976
0.1531251,817.45831
0.1535158,838.35065
0.1539064,858.25946
0.154297,877.14433
0.1546876,894.97104
0.1550783,911.72038
0.1554689,927.37125
0.1558595,941.92545
0.1562501,955.39068
0.1566408,967.78565
0.1570314,979.12816
0.157422,989.45222
0.1578126,998.79515
0.1582033,1007.20076
0.1585939,1014.71096
0.1589845,1021.37717
0.1593751,1027.25071
0.1597658,1032.3854
0.1601564,1036.83206
0.160547,1040.64479
0.1609376,1043.87583
0.1613283,1046.57678
0.1617189,1048.79497
0.1625001,1051.97071
0.1632814,1053.74736
0.1640626,1054.42344
0.1648439,1054.25192
0.1656251,1053.44087
0.1671876,1050.53252
0.1687501,1046.63601
0.1750001,1028.64294
0.1812501,1010.96394
0.1875001,994.16675
0.1937501,978.19756
0.2,962.99748
0.209375,941.47908
0.21875,921.33478
0.228125,902.44169
0.2375,884.67941
0.246875,867.93954
0.25625,852.12758
0.265625,837.16081
0.275,822.96636
0.284375,809.48021
0.29375,796.64546
0.303125,784.41102
0.3125,772.73169
0.321875,761.56656
0.33125,750.87903
0.340625,740.63606
0.35,730.80758
0.359375,721.36637
0.36875,712.28764
0.378125,703.54888
0.3875,695.13027
0.396875,687.01876
0.40625,679.20513
0.425,664.34378
0.44375,650.40517
0.4625,637.32273
0.5,613.44283
0.5429687,589.18443
0.5859374,567.59507
0.6289061,548.26028
0.6718747,530.82069
0.7148434,514.97262
0.7578121,500.49687
0.8007808,487.20358
0.8437494,474.93826
0.9218742,454.9774
0.999999,437.2699
1.0,437.26977
1.000001,437.26954
1.000406,437.18302
1.000811,437.09662
1.00162,436.92438
1.003238,436.58066
1.006474,435.89722
1.012946,434.54414
1.02589,431.87825
1.051778,426.66951
1.103554,416.83835
1.207106,399.11231
1.310658,383.53442
1.41421,369.70793
1.560658,352.46559
1.707105,337.47882
1.853553,324.30497
2.0,312.61901
2.125,303.64144
2.25,295.41343
2.375,287.84451
2.5,280.85097
2.75,268.32398
3.0,257.39859
3.25,247.7582
3.5,239.17973
3.75,231.47436
4.0,224.49466
4.25,218.14063
4.5,212.32425
4.75,206.97377
5.0,202.02983
5.25,197.44282
5.5,193.17234
5.75,189.18378
6.0,185.44727
6.25,181.93752
6.5,178.63241
6.75,175.51279
7.0,172.56412
7.75,164.58519
8.5,157.68574
9.25,151.64408
10.0,146.29809
11.03553,139.87467
12.07105,134.29882
13.10658,129.39998
14.1421,125.05104
15.60658,119.56789
17.07105,114.80296
18.53553,110.61348
20.0,106.89385
21.25,104.05354
22.5,101.45292
23.75,99.06061
25.0,96.85023
27.5,92.89098
30.0,89.43802
32.5,86.390531
35.0,83.676873
37.5,81.239579
40.0,79.03381
42.5,77.025834
45.0,75.187792
47.5,73.496954
50.0,71.934698
52.5,70.484937
55.0,69.135272
57.5,67.874707
60.0,66.693854
62.5,65.584652
65.0,64.540123
67.5,63.554254
70.0,62.62194
77.5,60.100142
85.0,57.920024
92.5,56.011007
100.0,54.321537
110.3553,52.315896
120.7105,50.576184
131.0658,49.048491
141.421,47.692889
156.0658,45.937028
170.7105,44.410479
185.3553,43.067471
200.0,41.87411
212.5,40.977525
225.0,40.156762
237.5,39.401673
250.0,38.703955
275.0,37.45402
300.0,36.363765
325.0,35.403255
350.0,34.547545
375.0,33.778764
400.0,33.083049
425.0,32.44956
450.0,31.869556
475.0,31.335881
500.0,30.842696
525.0,30.386364
550.0,29.961421
575.0,29.564398
600.0,29.192367
625.0,28.842793
650.0,28.513505
675.0,28.202635
700.0,27.908527
775.0,27.115958
850.0,26.430081
925.0,25.828867
1000.0,25.296204
1062.5,24.900278
1125.0,24.537382
1187.5,24.20312
1250.0,23.893906
1375.0,23.339111
1500.0,22.854242
1625.0,22.425648
1750.0,22.043188
1875.0,21.699083
2000.0,21.387274
2125.0,21.108419
2250.0,20.852514
2500.0,20.397962
2750.0,20.005197
3000.0,19.661241
3250.0,19.365022
3500.0,19.0996955
3750.0,18.8601215
4000.0,18.6422956
4250.0,18.4430651
4500.0,18.2598666
4750.0,18.0906308
5000.0,17.9336341
5250.0,17.7926855
5500.0,17.6607651
5750.0,17.5368994
6000.0,17.4202838
6250.0,17.3102135
6500.0,17.2060669
6750.0,17.107327
7000.0,17.0135259
7750.0,16.767666
8500.0,16.5518003
9250.0,16.3600306
10000.0,16.1880183
11250.0,15.9545354
12500.0,15.751518
13750.0,15.5724558
15000.0,15.4126736
16250.0,15.2687228
17500.0,15.1379568
20000.0,14.9083072
22500.0,14.7234324
25000.0,14.5609409
27500.0,14.4162329
30000.0,14.2860108
35087.3,14.0544949
40174.6,13.858004
40174.64,13.8580039
42735.77,13.76888595
45296.9,13.6859003
45296.91,13.68590031
47648.45,13.6137057
50000.0,13.54579912
52500.0,13.470355
55000.0,13.39906077
57500.0,13.33153374
60000.0,13.26742381
62500.0,13.20644159
65000.0,13.14832416
67500.0,13.09284393
70000.0,13.0397995
73750.0,12.94990777
77500.0,12.86542496
81250.0,12.78580373
85000.0,12.7105747
88750.0,12.63933197
92500.0,12.57172266
96250.0,12.50743513
100000.0,12.4461997
102661.0,12.38802648
103540.0,12.3692004937
103540.2,12.3691965137
107655.0,12.2830923193
111770.0,12.2010839613
115885.0,12.1228491226
120000.0,12.048099665
125000.0,11.9601110529
130000.0,11.8765699308
135000.0,11.7971084187
140000.0,11.7214003966
143715.0,11.6668003158
150286.3,11.5728781903
156857.5,11.4845190058
163428.8,11.4012070803
170000.0,11.3225000959
174719.0,11.2674117159
174719.6,11.2674056119
174720.0,11.2674001529
187360.0,11.1260204784
200000.0,10.9991003718
207447.0,10.8982111414
214894.0,10.802199911
214894.2,10.802198024
223670.5,10.6930245666
232447.0,10.5897393158
241223.5,10.491845675
250000.0,10.3988995242
262500.0,10.2694530136
275000.0,10.149284692
287500.0,10.0374052804
300000.0,9.9329696588
312500.0,9.802643019
325000.0,9.67974487
337500.0,9.563611607
350000.0,9.45366146
375000.0,9.250311475
400000.0,9.06623986
425000.0,8.885627715
450000.0,8.72376474
475000.0,8.578056195
500000.0,8.44638042
525000.0,8.30574695
550000.0,8.17610616
575000.0,8.05625599
600000.0,7.9451697
625000.0,7.83284996
650000.0,7.7292141
675000.0,7.63340186
700000.0,7.5446699
750000.0,7.41320275
800000.0,7.29727
850000.0,7.1850859
900000.0,7.0857898
950000.0,6.9881396
1000000.0,6.9018196
1050000.0,6.8572079
1100000.0,6.8177504
1150000.0,6.797383
1200000.0,6.7800302
1250000.0,6.78659571
1300000.0,6.79436981
1350000.0,6.800495515
1400000.0,6.80767952
1450000.0,6.8374821
1500000.0,6.86727998
1550000.0,6.895402215
1600000.0,6.92351001
1650000.0,6.964291135
1700000.0,7.00470036
1750000.0,7.04358091
1800000.0,7.08212047
1850000.0,7.125801745
1900000.0,7.16907984
1950000.0,7.211007635
2000000.0,7.25256983
2037500.0,7.282719576
2075000.0,7.312707373
2112500.0,7.342526249
2150000.0,7.372176715
2187500.0,7.401658001
2225000.0,7.430969398
2262500.0,7.460110504
2300000.0,7.48908006
2350000.0,7.522511015
2400000.0,7.5557245
2450000.0,7.588715705
2500000.0,7.62148
2550000.0,7.648462706
2600000.0,7.67540075
2650000.0,7.702282496
2700000.0,7.72909962
2737500.0,7.7423810513
2775000.0,7.7556407525
2812500.0,7.7688742738
2850000.0,7.782077185
2887500.0,7.7952500758
2925000.0,7.8083870868
2962500.0,7.8214883079
3000000.0,7.834549689
3031250.0,7.8393022845
3062500.0,7.8440742999
3093750.0,7.8488596454
3125000.0,7.8536594208
3156250.0,7.8584708563
3187500.0,7.8632912016
3218750.0,7.8681211972
3250000.0,7.8729580225
3312500.0,7.8826476944
3375000.0,7.8923515253
3437500.0,7.9020599921
3500000.0,7.911769886
3562500.0,7.9039994296
3625000.0,7.896497562
3687500.0,7.8892488536
3750000.0,7.882240778
3812500.0,7.8754622196
3875000.0,7.86890179
3937500.0,7.8625473626
4000000.0,7.85639041
4062500.0,7.8346472462
4125000.0,7.8133682966
4187500.0,7.7925345128
4250000.0,7.772132962
4312500.0,7.7521482022
4375000.0,7.7325626596
4437500.0,7.7133640068
4500000.0,7.694540952
4562500.0,7.6654589632
4625000.0,7.6369324303
4687500.0,7.6089467004
4750000.0,7.5814801095
4812500.0,7.5545203127
4875000.0,7.5280477208
4937500.0,7.5020528779
5000000.0,7.476515293
5125000.0,7.4079867258
5250000.0,7.3419559265
5375000.0,7.2782759233
5500000.0,7.216810424
5702160.0,7.1045914879
5904320.0,6.9987599097
5904326.0,6.9987557186
6000000.0,6.950368051
6250000.0,6.8198913665
6500000.0,6.6981646
6750000.0,6.58115287
7000000.0,6.471869832
7500000.0,6.276374015
8000000.0,6.112533067
8500000.0,5.979236421
9000000.0,5.874612628
9500000.0,5.796378897
10000000.0,5.742158958
10500000.0,5.709426942
11000000.0,5.695555955
11500000.0,5.697847641
11750000.0,5.7058121065
12000000.0,5.71356318
12250000.0,5.7269071206
12500000.0,5.740007667
12750000.0,5.7574303924
13000000.0,5.77460795
13250000.0,5.7948880103
13500000.0,5.8149358
13605000.0,5.8242785542
13802500.0,5.84157808046
14000000.0,5.85874207213
14250000.0,5.88151397856
14500000.0,5.9040784602
14750000.0,5.9267416187
15000000.0,5.949206627
15500000.0,5.99181749
15750000.0,6.0126884633
16000000.0,6.033384797
16500000.0,6.068451308
17000000.0,6.102686295
17500000.0,6.12766577
18000000.0,6.152030145
18500000.0,6.165705955
19000000.0,6.179036438
19500000.0,6.181173425
20000000.0,6.183270505
