W184,W184
0.02645782,8.840291
0.02761563,8.808345
0.02877344,8.778362
0.02993125,8.750154
0.03108907,8.72355
0.03224688,8.698405
0.03340469,8.674588
0.0345625,8.651984
0.03552735,8.634
0.03649219,8.616734
0.03745704,8.600141
0.03842188,8.584179
0.03938673,8.568807
0.04035157,8.553994
0.04131641,8.539704
0.04228125,8.525909
0.04421094,8.499693
0.04614063,8.475146
0.04807032,8.4521
0.05,8.430408
0.0515625,8.413747
0.053125,8.397828
0.0546875,8.382599
0.05625,8.368011
0.0578125,8.3540209
0.059375,8.3405889
0.0609375,8.3276794
0.0625,8.31526
0.0640625,8.3033011
0.065625,8.2917758
0.0671875,8.2806572
0.06875,8.2699221
0.071875,8.2495089
0.075,8.230378
0.078125,8.212399
0.08125,8.1954645
0.084375,8.1794795
0.0875,8.1643578
0.090625,8.1500257
0.09375,8.1364143
0.096875,8.1234668
0.1,8.11113
0.103125,8.099356
0.10625,8.0881049
0.109375,8.0773376
0.1125,8.0670209
0.115625,8.0571236
0.11875,8.0476176
0.121875,8.038478
0.125,8.0296826
0.128125,8.0212097
0.13125,8.0130438
0.134375,8.0051659
0.1375,7.9975584
0.14375,7.9830846
0.15,7.9695048
0.15625,7.9567338
0.1625,7.9446992
0.16875,7.9333321
0.175,7.9225733
0.18125,7.9123686
0.1875,7.9026732
0.19375,7.8934477
0.2,7.8846589
0.209375,7.8722039
0.21875,7.860532
0.228125,7.8495707
0.2375,7.8392519
0.246875,7.8295131
0.25625,7.820302
0.265625,7.8115694
0.275,7.8032754
0.284375,7.7953839
0.29375,7.7878609
0.303125,7.7806789
0.3125,7.7738126
0.321875,7.7672368
0.33125,7.7609322
0.340625,7.7548791
0.35,7.7490616
0.359375,7.7434635
0.36875,7.7380699
0.378125,7.7328701
0.3875,7.7278514
0.396875,7.7230074
0.40625,7.7183296
0.425,7.70941
0.44375,7.7010142
0.4625,7.6931025
0.5,7.6785725
0.53125,7.6675784
0.5625,7.6574182
0.59375,7.6480038
0.625,7.6392405
0.6875,7.623364
0.75,7.6092973
0.8125,7.5966851
0.875,7.5852832
0.9375,7.5748658
1.0,7.5652537
1.0625,7.5563482
1.125,7.54805
1.1875,7.5402778
1.25,7.5329631
1.375,7.5194988
1.5,7.507312
1.625,7.4961499
1.75,7.4858391
1.875,7.476221
2.0,7.4671731
2.1875,7.4545154
2.375,7.4427599
2.5625,7.4317336
2.75,7.4213183
2.9375,7.4114063
3.125,7.4019155
3.3125,7.3927902
3.5,7.3839827
3.875,7.3671594
4.25,7.3511951
4.625,7.3359112
5.0,7.3211794
5.3125,7.3092515
5.625,7.2975896
5.9375,7.28615993
6.25,7.27493504
6.875,7.25299615
7.5,7.23162234
8.125,7.21069834
8.75,7.19014347
9.375,7.16989206
10.0,7.14989271
10.625,7.1301062
11.25,7.11050233
11.875,7.09105475
12.5,7.0717416
13.75,7.03345014
15.0,6.99551567
16.25,6.95785275
17.5,6.9204001
18.75,6.88310699
20.0,6.84593125
21.875,6.79032261
23.75,6.73482067
25.625,6.67935386
27.5,6.62386164
29.375,6.56829506
31.25,6.51260975
33.125,6.45676184
35.0,6.40071634
38.75,6.28788532
42.5,6.17384109
46.25,6.05831204
50.0,5.94101651
53.125,5.84171126
56.25,5.74080217
59.375,5.63808588
62.5,5.53334607
65.625,5.42633656
68.75,5.31677386
71.875,5.20432603
75.0,5.08858628
78.125,4.96906176
79.6875,4.90767664
81.25,4.84504007
82.8125,4.78103558
84.375,4.71549248
85.9375,4.64821252
86.71875,4.61383586
87.5,4.57888455
88.28125,4.54332466
89.0625,4.50708985
89.84375,4.47010255
90.625,4.43226951
91.40625,4.39349954
91.79688,4.37372192
92.1875,4.35362795
92.57813,4.33321261
92.96875,4.31245161
93.35938,4.29131256
93.75,4.26976357
94.11622,4.2491536
94.48243,4.22811425
94.84864,4.20660849
95.21485,4.18460132
95.39796,4.17340813
95.58106,4.16205971
95.76417,4.15055292
95.94727,4.1388888
96.13038,4.12706193
96.31348,4.11506753
96.49659,4.1029007
96.67969,4.0905576
96.87501,4.0771946
97.07032,4.0636307
97.26563,4.0498685
97.46094,4.035922
97.65626,4.0218131
97.75392,4.0147065
97.85157,4.0075746
97.94923,4.0004225
98.04688,3.9932614
98.14454,3.9861027
98.24219,3.9789623
98.37647,3.969207
98.51075,3.9595819
98.57789,3.9548434
98.64503,3.950169
98.71217,3.945575
98.7793,3.9410787
98.84644,3.9366984
98.91358,3.9324568
98.98072,3.9283806
99.04786,3.9245004
99.115,3.9208519
99.18214,3.9174763
99.24928,3.9144239
99.31641,3.9117551
99.38355,3.9095398
99.45069,3.907862
99.51783,3.9068224
99.58497,3.9065394
99.65211,3.9071573
99.71925,3.9088466
99.78639,3.911818
99.85352,3.9163271
99.89014,3.9195451
99.92676,3.9233732
99.96338,3.9278796
100.0,3.933139
100.0555,3.9427427
100.1109,3.9546079
100.1664,3.9692072
100.1941,3.9776698
100.2218,3.9870166
100.2496,3.9973717
100.2773,4.0087584
100.305,4.0213199
100.3327,4.0351776
100.3605,4.0505245
100.3882,4.0674081
100.4159,4.0860531
100.4436,4.1066579
100.4795,4.136652
100.5154,4.170897
100.5513,4.210078
100.5871,4.254895
100.623,4.306604
100.641,4.335459
100.6589,4.366331
100.6769,4.399766
100.6948,4.435621
100.7127,4.474328
100.7306,4.516179
100.7478,4.55966
100.7649,4.606395
100.782,4.656997
100.7991,4.711899
100.8163,4.771962
100.8334,4.837079
100.8505,4.908276
100.8676,4.986377
100.8848,5.072906
100.9019,5.168072
100.919,5.273844
100.9361,5.392065
100.9533,5.525867
100.9704,5.676609
100.9875,5.848687
100.9961,5.944713
101.0046,6.046747
101.0136,6.163362
101.0226,6.289805
101.0316,6.427241
101.0405,6.575244
101.0495,6.738617
101.0584,6.915362
101.0674,7.111327
101.0763,7.324232
101.0853,7.561229
101.0943,7.822718
101.1033,8.111695
101.1122,8.427774
101.1212,8.781747
101.1301,9.169788
101.1391,9.605149
101.148,10.083089
101.157,10.61985
101.166,11.21643
101.175,11.879482
101.1839,12.607632
101.1929,13.425015
101.2019,14.332361
101.2109,15.338764
101.2198,16.440944
101.2288,17.673952
101.2378,19.037019
101.2468,20.541723
101.2557,22.180869
101.2647,24.003794
101.2736,25.98273
101.2826,28.175416
101.2915,30.546427
101.2977,32.324348
101.3038,34.179765
101.3099,36.144769
101.316,38.223597
101.3222,40.457396
101.3283,42.778247
101.3344,45.225108
101.3405,47.801762
101.3467,50.557355
101.3528,53.406407
101.3589,56.395374
101.365,59.527092
101.3711,62.804064
101.3772,66.228443
101.3833,69.801987
101.3894,73.526024
101.3984,79.297044
101.4073,85.328612
101.4163,91.754487
101.4252,98.427352
101.4342,105.489605
101.4431,112.773767
101.4521,120.429358
101.461,128.269172
101.4684,134.976778
101.4757,141.748076
101.4904,155.786873
101.5051,170.247263
101.5198,184.96671
101.5426,207.871
101.5492,214.42581
101.5654,230.1776
101.5785,242.39983
101.5948,256.70028
101.6128,270.97628
101.6307,283.21944
101.6397,288.5281
101.6486,293.16873
101.6576,297.21131
101.6665,300.53683
101.6757,303.24605
101.6849,305.19398
101.7,306.70479
101.7057,306.72476
101.7171,305.85967
101.7285,303.80025
101.7397,300.64017
101.7508,296.43549
101.7621,291.11056
101.7734,284.7961
101.7847,277.56751
101.7959,269.58387
101.8062,261.59886
101.8164,253.15854
101.8369,234.89305
101.8595,213.35924
101.882,191.24142
101.9087,165.12818
101.922,152.48645
101.9353,140.23701
101.9466,130.20655
101.9579,120.57169
101.9692,111.37006
101.9804,102.70612
101.9917,94.44587
102.0029,86.74861
102.0142,79.48307
102.0254,72.77768
102.0311,69.55303
102.0367,66.50689
102.0424,63.52895
102.048,60.72196
102.0537,57.98363
102.0593,55.40784
102.0649,52.94316
102.0705,50.58708
102.0762,48.2977
102.0818,46.1525
102.0875,44.071862
102.0931,42.125736
102.0988,40.241463
102.1044,38.481984
102.11,36.810268
102.1156,35.223138
102.1205,33.901293
102.1254,32.639646
102.1303,31.436091
102.1351,30.311386
102.14,29.216631
102.1449,28.173756
102.1498,27.18074
102.1546,26.254393
102.1595,25.354205
102.1644,24.498014
102.1693,23.683968
102.1741,22.925606
102.179,22.189587
102.1838,21.504286
102.1887,20.839481
102.1935,20.22074
102.1984,19.620717
102.2033,19.051112
102.2082,18.510438
102.213,18.007453
102.2179,17.519876
102.2227,17.066317
102.2276,16.626635
102.2324,16.217606
102.2373,15.821035
102.2422,15.444546
102.2519,14.75433
102.2616,14.130889
102.2713,13.567167
102.277,13.261165
102.2826,12.977296
102.2883,12.704315
102.2939,12.450782
102.2996,12.206668
102.3052,11.979643
102.3164,11.560408
102.3277,11.179488
102.339,10.835462
102.3503,10.523659
102.3615,10.242422
102.3728,9.983245
102.3841,9.745723
102.3954,9.527238
102.4066,9.32725
102.4179,9.140257
102.4292,8.966437
102.4405,8.804344
102.4517,8.654032
102.4661,8.474224
102.4804,8.308922
102.4948,8.154235
102.5091,8.010993
102.5235,7.876069
102.5378,7.750395
102.5521,7.632194
102.5664,7.520775
102.5808,7.414818
102.5951,7.315268
102.6095,7.220262
102.6238,7.130709
102.6525,6.963963
102.6811,6.813041
102.7037,6.703207
102.7262,6.601215
102.7488,6.505441
102.7713,6.416109
102.7939,6.331876
102.8164,6.253008
102.8389,6.178695
102.8614,6.108561
102.884,6.041983
102.9065,5.979247
102.9291,5.9195204
102.9516,5.863089
102.9742,5.8092271
102.9967,5.7582116
103.0417,5.6632769
103.0663,5.615015
103.0909,5.5690898
103.1401,5.4836124
103.1893,5.4057057
103.2385,5.3344175
103.2877,5.2689466
103.3369,5.2086094
103.3861,5.1528225
103.4352,5.101188
103.4803,5.0569455
103.5254,5.0154549
103.5705,4.9764618
103.6155,4.9398234
103.6606,4.90518
103.7057,4.8724399
103.7508,4.8414463
103.7958,4.8121251
103.8409,4.7842188
103.886,4.757681
103.9311,4.7324092
103.9761,4.7083617
104.0663,4.6633484
104.1564,4.6221536
104.2097,4.5993557
104.263,4.5776169
104.3695,4.5370466
104.4761,4.4998223
104.5826,4.4655721
104.6892,4.4338572
104.7957,4.4044125
104.9023,4.3768995
105.0088,4.3511374
105.099,4.3305252
105.1892,4.3109171
105.2794,4.2922268
105.3695,4.2743937
105.4597,4.2573091
105.5498,4.2409455
105.7301,4.2100898
105.9104,4.1814361
106.0907,4.1546684
106.271,4.1295274
106.4513,4.1058023
106.6153,4.0853166
106.7792,4.0657627
106.9431,4.0469934
107.107,4.0289159
107.271,4.0114642
107.4349,3.9946032
107.7627,3.9624051
108.0906,3.93192523
108.4184,3.90288743
108.7462,3.87504704
109.074,3.84826517
109.4019,3.82234455
109.7297,3.79706363
110.0576,3.77240629
110.3854,3.74830404
111.0411,3.70138725
111.6967,3.65585957
112.3524,3.61136568
113.008,3.56764988
114.3193,3.48176727
115.3684,3.4138951
116.4175,3.34635656
117.4666,3.27885419
118.5156,3.21117147
119.5647,3.14312047
120.6138,3.07454263
122.7119,2.93547225
124.8101,2.79326465
126.9082,2.64740064
129.0064,2.49748543
131.1045,2.3433081
132.547,2.2346775
133.9895,2.1239426
135.432,2.0110895
136.8745,1.8961022
138.317,1.7792446
139.7595,1.6605387
141.202,1.5402965
142.6445,1.4189079
143.9559,1.3079117
145.2672,1.1968543
146.5786,1.0863396
147.8899,0.9772251
149.2013,0.8706924
149.857,0.8186954
150.5126,0.7681135
151.1683,0.7186674
151.8239,0.6711179
152.4796,0.6252127
153.1352,0.5819868
153.545,0.5563681
153.9548,0.5319448
154.3646,0.508741
154.7744,0.4870857
155.1842,0.467059
155.3891,0.4576985
155.594,0.4488012
155.7989,0.4403889
156.0038,0.4324815
156.2087,0.4250949
156.4136,0.41825939
156.594,0.41273235
156.7743,0.40768826
156.9546,0.40313832
157.1349,0.39910084
157.3152,0.39559682
157.4955,0.39264828
157.6758,0.39027844
157.8561,0.38851146
158.0365,0.38737195
158.2168,0.38688743
158.3971,0.38708421
158.5774,0.38799088
158.7577,0.38963704
158.8479,0.390747787
158.938,0.392053672
159.0282,0.393561831
159.1183,0.395272978
159.1634,0.396207715
159.2085,0.397195288
159.2536,0.398236291
159.2986,0.399328748
159.3314,0.400159208
159.3642,0.4010186924
159.397,0.4019075002
159.4298,0.40282583
159.4626,0.4037737823
159.4954,0.4047517597
159.5282,0.4057598659
159.5609,0.4067952041
159.606,0.4082730783
159.6511,0.409809476
159.6962,0.4114049473
159.7412,0.413056491
159.7863,0.414771867
159.8314,0.416548301
159.8765,0.418386369
159.9215,0.42028232
160.0117,0.424271938
160.1018,0.428513718
160.192,0.433022244
160.2821,0.437793198
160.3723,0.44284271
160.4624,0.44816545
160.5526,0.45377914
160.6427,0.4596773
160.7329,0.46587923
160.823,0.47237744
160.9132,0.47919278
161.0033,0.48631693
161.0935,0.49377232
161.1837,0.50155809
161.2739,0.50968156
161.364,0.51814014
161.4542,0.52696024
161.5443,0.53612976
161.6345,0.54567692
161.7246,0.55558842
161.8148,0.56589449
161.9049,0.5765805
161.9951,0.58767894
162.0852,0.5991738
162.1754,0.6110996
162.2655,0.623439
162.3557,0.636229
162.4458,0.6494507
162.536,0.6631436
162.6262,0.6773032
162.7164,0.6919401
162.8065,0.7070478
162.8967,0.7226709
162.9868,0.7387859
163.077,0.7554402
163.1671,0.7726085
163.2573,0.7903414
163.3474,0.8086116
163.5277,0.8468964
163.708,0.8875693
163.8883,0.9307434
164.0687,0.9765639
164.249,1.0251064
164.4293,1.0765298
164.6096,1.1309769
164.7899,1.1885996
164.9702,1.2495606
165.1505,1.3140345
165.3308,1.3822096
165.5111,1.45429
165.6914,1.530499
165.8717,1.6110821
166.052,1.6963138
166.2323,1.7865048
166.4126,1.8820144
166.5929,1.9832679
166.7732,2.0907873
166.929,2.1892536
167.0847,2.2933944
167.2405,2.4041158
167.3962,2.5223868
167.552,2.6500705
167.6299,2.7182568
167.7077,2.7899648
167.7856,2.8662443
167.8634,2.948306
167.9413,3.038949
167.9802,3.088888
168.0191,3.143377
168.0458,3.184305
168.0724,3.228852
168.0991,3.278443
168.1257,3.334139
168.1524,3.398246
168.1657,3.433978
168.179,3.472704
168.1923,3.514828
168.2056,3.560803
168.2189,3.611133
168.2322,3.666374
168.2456,3.727623
168.2589,3.79464
168.2722,3.868596
168.2855,3.950285
168.2988,4.040559
168.3121,4.140331
168.3254,4.250564
168.3387,4.372273
168.3521,4.507575
168.3654,4.655547
168.3787,4.818261
168.392,4.996839
168.4053,5.192394
168.4186,5.406016
168.4319,5.638749
168.4452,5.891574
168.4555,6.101744
168.4657,6.322635
168.476,6.558893
168.4862,6.806188
168.4965,7.069563
168.5067,7.34403
168.517,7.635015
168.5272,7.936831
168.5375,8.255265
168.5477,8.583907
168.558,8.928865
168.5682,9.283003
168.5887,10.030122
168.6091,10.815455
168.6317,11.724864
168.6542,12.658714
168.6993,14.551204
168.7259,15.63096
168.7525,16.641951
168.7751,17.421036
168.7976,18.102318
168.811,18.455662
168.8243,18.763416
168.8356,18.988999
168.8468,19.17836
168.8581,19.333517
168.8693,19.450619
168.8785,19.518922
168.8983,19.57914
168.9,19.578755
168.905,19.572525
168.9099,19.559062
168.9198,19.509694
168.9359,19.366995
168.9557,19.088743
168.9754,18.705719
168.9916,18.317573
169.0077,17.872601
169.0274,17.257432
169.0471,16.576789
169.0776,15.426362
169.1081,14.204982
169.1548,12.311739
169.1781,11.399185
169.2014,10.52946
169.2248,9.711383
169.2365,9.326101
169.2481,8.960894
169.2598,8.610089
169.2714,8.280115
169.2831,7.965549
169.2947,7.671869
169.3064,7.393965
169.318,7.136408
169.3297,6.894454
169.3413,6.671833
169.353,6.464206
169.3646,6.274549
169.3763,6.098948
169.3879,5.939717
169.4023,5.761564
169.4166,5.604713
169.431,5.465517
169.4453,5.344464
169.4597,5.238418
169.474,5.147459
169.4884,5.06896
169.5027,5.002736
169.5171,4.946641
169.5314,4.90033
169.5458,4.8621
169.5601,4.831523
169.5745,4.807287
169.5888,4.788936
169.6032,4.775491
169.6175,4.766503
169.6319,4.761269
169.6462,4.759363
169.6749,4.763711
169.7036,4.776635
169.7323,4.795942
169.761,4.820006
169.7897,4.847646
169.8471,4.910475
169.9045,4.980113
169.9619,5.054362
170.0301,5.147037
170.0983,5.243627
170.2346,5.446479
170.3709,5.660841
170.5072,5.885789
170.7799,6.366872
171.0525,6.890738
171.3252,7.46103
171.5978,8.081392
171.8704,8.756826
172.143,9.492847
172.3009,9.94932
172.4587,10.429237
172.6166,10.934647
172.7744,11.466457
172.9323,12.027005
173.0901,12.617355
173.2479,13.239799
173.4057,13.8964
173.5636,14.589861
173.7214,15.321704
173.8793,16.095472
174.0371,16.913028
174.195,17.778469
174.3528,18.69401
174.5106,19.663809
174.6684,20.691773
174.898,22.30023
175.1276,24.055576
175.3572,25.974226
175.5867,28.072745
175.8163,30.372672
175.9311,31.606256
176.0459,32.901035
176.1607,34.260993
176.2755,35.68992
176.3903,37.191805
176.505,38.769644
176.6629,41.07718
176.8207,43.552944
176.9786,46.215923
177.1364,49.080414
177.2943,52.16983
177.4521,55.502423
177.61,59.107376
177.7678,63.008197
177.9257,67.241622
178.0835,71.838275
178.2413,76.841629
178.3991,82.298313
178.557,88.265633
178.7148,94.79734
178.8726,101.967667
179.0304,109.858332
179.1883,118.570009
179.2672,123.262877
179.3461,128.202507
179.4251,133.412518
179.504,138.8981
179.5829,144.68541
179.6618,150.79612
179.7408,157.26228
179.8197,164.09309
179.8986,171.32485
179.9775,178.98798
180.0564,187.11648
180.1353,195.74701
180.2142,204.92032
180.2931,214.68098
180.4079,230.03339
180.5227,246.90341
180.6375,265.48704
180.7523,286.01479
180.8097,297.09166
180.8671,308.76172
180.9245,321.06778
180.9819,334.05629
181.0393,347.77785
181.0967,362.28711
181.1541,377.64355
181.2115,393.91182
181.2905,417.92424
181.3694,443.9703
181.4483,472.31296
181.5272,503.22026
181.6061,536.9998
181.685,574.00588
181.7639,614.64781
181.8428,659.40046
181.9218,708.88183
182.0007,763.61274
182.0402,793.2394
182.0796,824.41001
182.1191,857.39896
182.1585,892.16489
182.198,929.02149
182.2375,968.03292
182.277,1009.36257
182.3164,1053.07437
182.3559,1099.58524
182.3953,1148.87027
182.4348,1201.41309
182.4742,1257.20143
182.5065,1305.64747
182.5388,1356.71515
182.5711,1410.58339
182.6034,1467.44582
182.6357,1527.51382
182.668,1591.01361
182.7003,1658.19029
182.7325,1729.08425
182.7648,1804.42127
182.7971,1884.2975
182.8294,1969.0473
182.8616,2058.7426
182.8939,2154.3298
182.9262,2255.9533
182.9585,2364.0598
182.9907,2478.7586
183.0302,2629.649
183.0697,2792.6945
183.1092,2968.9516
183.1486,3159.0289
183.1881,3365.0456
183.2275,3587.1376
183.267,3827.6143
183.3064,4086.4043
183.3459,4365.8923
183.3853,4665.5952
183.4248,4987.7582
183.4642,5331.1858
183.5037,5697.672
183.5431,6084.9233
183.5826,6493.8723
183.622,6920.7138
183.6808,7587.1794
183.7395,8276.6572
183.7982,8973.6771
183.8569,9657.3059
183.9156,10303.0621
183.9743,10884.3756
184.0037,11142.9081
184.033,11374.6303
184.0624,11578.1842
184.0917,11749.5654
184.1188,11878.1241
184.1459,11976.3991
184.173,12043.303
184.2,12078.0477
184.2295,12079.2233
184.2589,12042.3041
184.2883,11968.0521
184.3177,11857.6857
184.3471,11712.8971
184.3765,11535.8497
184.4059,11329.0748
184.4353,11095.4179
184.4941,10559.9094
184.5529,9955.374
184.6117,9307.945
184.6705,8641.8564
184.7571,7669.8261
184.8004,7201.6857
184.8437,6751.639
184.887,6322.8003
184.9303,5917.2114
184.9736,5535.9933
185.0169,5179.5149
185.0578,4865.3131
185.0987,4572.4135
185.1396,4299.9893
185.1805,4047.0327
185.2214,3812.4253
185.2623,3594.9967
185.3032,3393.5594
185.344,3207.3823
185.3719,3087.9823
185.3998,2974.608
185.4277,2866.9277
185.4555,2764.9804
185.5113,2575.2706
185.567,2403.9187
185.6228,2248.30327
185.6785,2107.20112
185.7342,1978.75053
185.7899,1861.56813
185.8308,1781.98496
185.8717,1707.38914
185.9126,1637.39048
185.9534,1571.78783
185.9943,1509.93738
186.0352,1451.70945
186.0761,1396.83591
186.1169,1345.19149
186.1578,1296.30153
186.1987,1250.08912
186.2396,1206.36609
186.2804,1165.05763
186.3213,1125.80476
186.3622,1088.56425
186.4439,1019.67743
186.5257,957.28235
186.6075,900.6609
186.6893,849.12461
186.771,802.13852
186.8528,759.08065
186.9345,719.61934
187.0163,683.27902
187.098,649.81957
187.1612,625.69755
187.2244,602.98086
187.2876,581.56161
187.3507,561.37253
187.4139,542.25998
187.4771,524.17457
187.5403,507.04157
187.6034,490.81833
187.7298,460.73399
187.8561,433.54452
187.9824,408.87073
188.1087,386.41101
188.1905,372.92246
188.2722,360.2061
188.354,348.17439
188.4357,336.80562
188.5175,326.02526
188.5992,315.8173
188.7627,296.915
188.9262,279.826578
189.0897,264.322692
189.2532,250.20974
189.4167,237.32266
189.5803,225.513609
189.7438,214.675926
189.9073,204.697315
190.0708,195.48743
190.2343,186.967878
190.3978,179.071477
190.5613,171.740979
190.7248,164.923025
190.8884,158.560226
191.0519,152.612808
191.2154,147.040735
191.3789,141.814833
191.5424,136.907916
191.7059,132.294166
191.8694,127.950163
192.0329,123.85449
192.1964,119.988021
192.3599,116.333211
192.5234,112.874588
192.6869,109.597643
192.8504,106.489526
193.0139,103.538435
193.1774,100.733463
193.3409,98.064836
193.668,93.099678
193.995,88.582241
194.322,84.457015
194.649,80.678089
194.976,77.206209
195.303,74.007602
195.63,71.053102
195.957,68.317403
196.2097,66.339119
196.4624,64.469256
196.7151,62.699998
196.9678,61.026165
197.2205,59.44296
197.4732,57.937027
197.7259,56.500844
197.9785,55.133827
198.4839,52.588711
198.9893,50.2706945
199.4947,48.1521135
200.0,46.207203
200.287,45.1724521
200.5739,44.1871019
201.1477,42.3465397
201.7215,40.6609732
202.2953,39.112895
202.8692,37.6934401
203.443,36.374741
204.0168,35.1522692
204.5906,34.0172286
205.0415,33.1813939
205.4924,32.3897748
205.9433,31.6390357
206.3941,30.927586
206.845,30.2514127
207.2958,29.6078442
207.7467,28.99543
208.1975,28.4119639
208.6484,27.8545952
209.0992,27.3226367
210.0009,26.3275395
210.9026,25.4149595
211.8043,24.5749242
212.7061,23.7998599
213.6078,23.0822594
