Cd116,Cd116
E_eV,Sig_b
1e-05,30.405765
1.03125e-05,29.953601
1.0625e-05,29.521697
1.09375e-05,29.108617
1.125e-05,28.713031
1.15625e-05,28.333748
1.1875e-05,27.969677
1.21875e-05,27.619854
1.25e-05,27.283363
1.28125e-05,26.959379
1.3125e-05,26.647176
1.34375e-05,26.346046
1.375e-05,26.055357
1.4375e-05,25.50302
1.5e-05,24.985989
1.5625e-05,24.500688
1.625e-05,24.044029
1.6875e-05,23.613329
1.75e-05,23.206247
1.8125e-05,22.820708
1.875e-05,22.45492
1.9375e-05,22.107246
2e-05,21.776261
2.09375e-05,21.308336
2.1875e-05,20.871339
2.28125e-05,20.462056
2.375e-05,20.07772
2.46875e-05,19.715913
2.5625e-05,19.374567
2.65625e-05,19.051836
2.75e-05,18.746113
2.84375e-05,18.455986
2.9375e-05,18.180183
3.03125e-05,17.917589
3.125e-05,17.667204
3.21875e-05,17.428124
3.3125e-05,17.199534
3.40625e-05,16.980699
3.5e-05,16.770975
3.59375e-05,16.569743
3.6875e-05,16.376463
3.78125e-05,16.190641
3.875e-05,16.011808
3.96875e-05,15.83955
4.0625e-05,15.673487
4.25e-05,15.358548
4.4375e-05,15.064466
4.625e-05,14.789103
4.8125e-05,14.530589
5e-05,14.287326
5.15625e-05,14.095222
5.3125e-05,13.912021
5.46875e-05,13.737059
5.625e-05,13.569752
5.78125e-05,13.409589
5.9375e-05,13.25608
6.09375e-05,13.108789
6.25e-05,12.967333
6.40625e-05,12.831336
6.5625e-05,12.700465
6.71875e-05,12.57443
6.875e-05,12.452944
7.1875e-05,12.222612
7.5e-05,12.007629
7.8125e-05,11.80643
8.125e-05,11.617648
8.4375e-05,11.440109
8.75e-05,11.272776
9.0625e-05,11.114754
9.375e-05,10.965246
9.6875e-05,10.823542
0.0001,10.689019
0.000103125,10.561117
0.00010625,10.439335
0.000109375,10.323221
0.0001125,10.212372
0.000115625,10.106421
0.00011875,10.005036
0.000121875,9.907915
0.000125,9.814782
0.000128125,9.725386
0.00013125,9.6395
0.000134375,9.55691
0.0001375,9.477422
0.00014375,9.327056
0.00015,9.187133
0.00015625,9.0565648
0.0001625,8.9344122
0.00016875,8.8198633
0.000175,8.7122071
0.00018125,8.6108219
0.0001875,8.5151611
0.00019375,8.4247392
0.0002,8.3391273
0.000209375,8.2189012
0.00021875,8.1075162
0.000228125,8.0040112
0.0002375,7.9075617
0.000246875,7.8174591
0.00025625,7.7330835
0.000265625,7.6538974
0.000275,7.5794286
0.000284375,7.5092633
0.00029375,7.4430321
0.000303125,7.3804084
0.0003125,7.3211034
0.000321875,7.2648553
0.00033125,7.2114312
0.000340625,7.1606213
0.00035,7.1122366
0.000359375,7.0661057
0.00036875,7.0220731
0.000378125,6.9799966
0.0003875,6.9397485
0.000396875,6.9012117
0.00040625,6.8642756
0.000425,6.7948256
0.00044375,6.730699
0.0004625,6.6713005
0.00048125,6.6161224
0.0005,6.5647269
0.000515625,6.5245102
0.00053125,6.4864622
0.000546875,6.4504105
0.0005625,6.4162013
0.000578125,6.3836939
0.00059375,6.3527637
0.000609375,6.323298
0.000625,6.2951924
0.000640625,6.2683551
0.00065625,6.2427005
0.000671875,6.2181511
0.0006875,6.1946364
0.00071875,6.1504544
0.00075,6.1096962
0.00078125,6.0719728
0.0008125,6.0369522
0.00084375,6.0043478
0.000875,5.9739149
0.00090625,5.9454383
0.0009375,5.918732
0.00096875,5.8936327
0.001,5.8699945
0.00103125,5.8476931
0.0010625,5.8266128
0.00109375,5.8066558
0.001125,5.7877313
0.00115625,5.7697589
0.0011875,5.7526668
