Am240,Am240
0.000359375,14902.66986
0.00036875,14712.36871
0.000378125,14529.19062
0.0003875,14352.69544
0.000396875,14182.49104
0.00040625,14018.2203
0.000425,13706.12137
0.00044375,13414.01188
0.0004625,13139.84917
0.00048125,12881.8757
0.0005,12638.53899
0.000515625,12445.97865
0.00053125,12261.98643
0.000546875,12085.92417
0.0005625,11917.24569
0.000578125,11755.46085
0.00059375,11600.09853
0.000609375,11450.74961
0.000625,11307.03498
0.000640625,11168.61055
0.00065625,11035.15723
0.000671875,10906.38595
0.0006875,10782.02864
0.00071875,10545.58866
0.00075,10324.07985
0.00078125,10115.99482
0.0008125,9920.02925
0.00084375,9735.05087
0.000875,9560.07045
0.00090625,9394.21678
0.0009375,9236.72468
0.00096875,9086.91302
0.001,8944.17764
0.00103125,8807.97944
0.0010625,8677.83231
0.00109375,8553.30116
0.001125,8433.9939
0.00115625,8319.55547
0.0011875,8209.6638
0.00121875,8104.02383
0.00125,8002.36951
0.00128125,7904.45479
0.0013125,7810.05863
0.00134375,7718.97299
0.001375,7631.00883
0.0014375,7463.76284
0.0015,7307.07543
0.0015625,7159.88341
0.001625,7021.26263
0.0016875,6890.41194
0.00175,6766.63022
0.0018125,6649.30639
0.001875,6537.89334
0.0019375,6431.91301
0.002,6330.93732
0.00209375,6188.03157
0.0021875,6054.40888
0.00228125,5929.1057
0.002375,5811.2925
0.00246875,5700.2513
0.0025625,5595.3588
0.00265625,5496.06682
0.00275,5401.89372
0.00284375,5312.41641
0.0029375,5227.25567
0.00303125,5146.07555
0.003125,5068.57661
0.00321875,4994.48751
0.0033125,4923.56693
0.00340625,4855.59324
0.0035,4790.36821
0.00359375,4727.71354
0.0036875,4667.46119
0.00378125,4609.46455
0.003875,4553.5832
0.00396875,4499.69404
0.0040625,4447.68005
0.00425,4348.85983
0.0044375,4256.36636
0.004625,4169.55247
0.0048125,4087.85861
0.005,4010.80133
0.00515625,3949.82309
0.0053125,3891.55436
0.00546875,3835.80033
0.005625,3782.38548
0.00578125,3731.15179
0.0059375,3681.95346
0.00609375,3634.66097
0.00625,3589.1533
0.00640625,3545.32036
0.0065625,3503.06313
0.00671875,3462.2873
0.006875,3422.90927
0.0071875,3348.03877
0.0075,3277.89369
0.0078125,3211.99478
0.008125,3149.92933
0.0084375,3091.34069
0.00875,3035.91384
0.0090625,2983.37758
0.009375,2933.48687
0.0096875,2886.0299
0.01,2840.81366
0.0103125,2797.66824
0.010625,2756.44173
0.0109375,2716.99532
0.01125,2679.20559
0.0115625,2642.95975
0.011875,2608.15588
0.0121875,2574.70118
0.0125,2542.51035
0.0128125,2511.50518
0.013125,2481.61546
0.0134375,2452.7737
0.01375,2424.92048
0.014375,2371.96228
0.015,2322.34244
0.015625,2275.72264
0.01625,2231.81216
0.016875,2190.35939
0.0175,2151.14362
0.018125,2113.97354
0.01875,2078.67633
0.019375,2045.101
0.02,2013.11023
0.0206625,1980.79687
0.021325,1949.99847
0.0219875,1920.59802
0.02265,1892.48932
0.0233125,1865.57796
0.023975,1839.77795
0.0246375,1815.01028
0.0253,1791.20724
0.02645782,1751.7376
0.02761563,1714.74185
0.02877344,1679.98047
0.02993125,1647.25157
0.03108907,1616.37082
0.03224688,1587.17483
0.03340469,1559.51398
0.0345625,1533.25418
0.03552735,1512.35521
0.03649219,1492.28776
0.03745704,1472.99734
0.03842188,1454.43763
0.03938673,1436.56265
0.04035157,1419.33439
0.04131641,1402.71274
0.04228125,1386.66451
0.04421094,1356.16239
0.04614063,1327.59842
0.04807032,1300.7749
0.05,1275.52341
0.0515625,1256.12615
0.053125,1237.59361
0.0546875,1219.86108
0.05625,1202.87488
0.0578125,1186.58279
0.059375,1170.93982
0.0609375,1155.90436
0.0625,1141.43921
0.0640625,1127.51068
0.065625,1114.08755
0.0671875,1101.13994
0.06875,1088.63904
0.071875,1064.86916
0.075,1042.58841
0.078125,1021.65019
0.08125,1001.93089
0.084375,983.31942
0.0875,965.71606
0.090625,949.03323
0.09375,933.19341
0.096875,918.1278
0.1,903.77541
0.103125,890.08182
0.10625,876.99805
0.109375,864.48019
0.1125,852.48854
0.115625,840.98729
0.11875,829.94386
0.121875,819.32893
0.125,809.11571
0.128125,799.28079
0.13125,789.80368
0.134375,780.66537
0.1375,771.84527
0.14375,755.07088
0.15,739.3383
0.15625,724.55474
0.1625,710.6337
0.16875,697.49496
0.175,685.08065
0.178125,679.19489
0.18125,673.81968
0.1828125,671.58892
0.184375,669.9712
0.1851563,669.50875
0.1859375,669.35819
0.1867188,669.5922
0.1875,670.29178
0.1882813,671.54545
0.1890625,673.44472
0.1898438,676.08302
0.190625,679.54844
0.1914063,683.92151
0.1921875,689.26639
0.1929688,695.62914
0.19375,703.0277
0.1945313,711.45356
0.1953125,720.86175
0.1960938,731.1773
0.196875,742.28766
0.1976563,754.05415
0.1984375,766.30648
0.1999999,791.51387
0.2000001,791.51708
0.2001009,793.14685
0.2002016,794.77283
0.200403,798.01677
0.2008058,804.46049
0.2016115,817.07993
0.2024172,829.17443
0.2032228,840.56508
0.2040285,851.10769
0.2048342,860.68801
0.2056399,869.23045
0.2064455,876.69486
0.2072512,883.07853
0.2080569,888.40639
0.2088626,892.73
0.2096682,896.12014
0.2104739,898.66293
0.2112795,900.45097
0.2120852,901.58109
0.2128908,902.14809
0.2136965,902.2423
0.2145022,901.94662
0.2161135,900.47372
0.2177248,898.2099
0.2193361,895.49077
0.2257814,883.25642
0.2322267,871.08178
0.238672,859.38893
0.2451173,848.16028
0.2515626,837.36634
0.258008,826.97969
0.2644533,816.97545
0.2708986,807.33052
0.2773439,798.02408
0.2902345,780.35052
0.3031251,763.81746
0.3160158,748.307
0.3289064,733.71816
0.341797,719.96292
0.3546876,706.96488
0.3675783,694.65704
0.3804689,682.98051
0.3933595,671.88678
0.4062501,661.34876
0.4179689,652.19593
0.4296876,643.39787
0.4414064,634.94833
0.4531251,626.82921
0.5,597.29868
0.53125,579.83405
0.5625,563.80811
0.59375,549.06593
0.625,535.44497
0.6875,511.0472
0.75,489.76901
0.8125,470.99782
0.875,454.31078
0.9375,439.32121
1.0,425.72592
1.0625,413.34489
1.125,402.01116
1.1875,391.58539
1.25,381.95242
1.375,364.69764
1.5,349.64926
1.625,336.37372
1.75,324.56567
1.875,313.95919
2.0,304.34638
2.125,295.59352
2.25,287.58129
2.375,280.21081
2.5,273.40072
2.75,261.20226
3.0,250.56345
3.25,241.17551
3.5,232.82154
3.75,225.31808
4.0,218.52119
4.25,212.33376
4.5,206.6699
4.75,201.45977
5.0,196.6456
5.25,192.17873
5.5,188.02014
5.75,184.1361
6.0,180.49763
6.25,177.07993
6.5,173.86131
6.75,170.8235
7.0,167.9521
7.75,160.18219
8.5,153.46353
9.25,147.58021
10.0,142.37449
10.625,138.46337
11.25,134.88106
11.875,131.58569
12.5,128.54089
13.75,123.08706
15.0,118.33068
16.25,114.13475
17.5,110.39893
18.75,107.04352
20.0,104.00629
21.25,101.23997
22.5,98.70772
23.75,96.37832
25.0,94.22607
27.5,90.371
30.0,87.00891
32.5,84.04166
35.0,81.39949
37.5,79.0264
40.0,76.87879
42.5,74.923767
45.0,73.134201
47.5,71.487985
50.0,69.96698
52.5,68.555559
55.0,67.241592
57.5,66.01439
60.0,64.864777
62.5,63.784926
65.0,62.768056
67.5,61.808277
70.0,60.90065
77.5,58.445884
85.0,56.323749
92.5,54.465501
100.0,52.820835
106.25,51.585838
112.5,50.455074
118.75,49.414858
125.0,48.453731
137.5,46.732095
150.0,45.230536
162.5,43.905853
175.0,42.726011
187.5,41.666286
200.0,40.707409
212.5,39.835347
225.0,39.036992
237.5,38.302499
250.0,37.623791
275.0,36.407914
300.0,35.34734
325.0,34.41379
350.0,33.582055
375.0,32.834801
400.0,32.15851
425.0,31.542684
450.0,30.978812
475.0,30.459973
500.0,29.98049
525.0,29.537407
550.0,29.124785
575.0,28.739236
600.0,28.377931
625.0,28.038437
650.0,27.718629
675.0,27.416669
700.0,27.130979
775.0,26.362319
850.0,25.696993
925.0,25.113666
1000.0,24.596777
1062.5,24.214207
1125.0,23.863452
1250.0,23.241313
1375.0,22.70469
1500.0,22.235507
1625.0,21.82064
1750.0,21.450305
1875.0,21.117011
2000.0,20.814915
2125.0,20.546707
2250.0,20.300467
2500.0,19.862834
2750.0,19.484385
3000.0,19.152744
3250.0,18.869917
3500.0,18.616359
3750.0,18.387225
4000.0,18.17873
4250.0,17.987894
4500.0,17.812304
4750.0,17.6499729
5000.0,17.4993069
5250.0,17.365852
5500.0,17.240852
5750.0,17.1233955
6000.0,17.0127316
6250.0,16.9082129
6500.0,16.8092567
6750.0,16.7153793
7000.0,16.6261454
7750.0,16.3956075
8500.0,16.1927982
9250.0,16.0123167
10000.0,15.8501648
11250.0,15.6357605
12500.0,15.4488453
13750.0,15.2835969
15000.0,15.1358482
16250.0,15.0024746
17500.0,14.8811331
20000.0,14.6675154
22500.0,14.5000911
25000.0,14.3526343
27500.0,14.2210875
30000.0,14.1025085
35586.15,13.8987741
41172.3,13.727296
43379.23,13.646502459
45586.15,13.5704716
47793.08,13.49872256
50000.0,13.4308428
53222.7,13.3554586
53222.71,13.35545861
55319.87,13.298675179
57417.03,13.244436947
59514.19,13.192547926
61611.35,13.142836495
65805.68,13.04934165
70000.0,12.9628962
74341.4,12.87291071
78682.8,12.7891284
83024.2,12.71084641
87365.6,12.637465
91884.5,12.54989795
96403.4,12.4681053
100000.0,12.400698948
105000.0,12.323432849
110000.0,12.251018129
110926.2,12.238098771
115000.0,12.1829918285
120000.0,12.1189533521
125273.0,12.0425086055
130546.0,11.9703902589
130546.3,11.9703856189
140000.0,11.8372229623
149332.0,11.6998273606
158664.0,11.574306859
170000.0,11.4146084278
178391.0,11.2923415112
186782.0,11.1782075936
200000.0,10.9920059966
213895.0,10.8470309755
213895.1,10.8470299855
223937.0,10.7386410704
233979.0,10.6374970254
233979.1,10.6374960514
250000.0,10.4703562219
253059.0,10.4384444043
267620.0,10.2802598845
282181.0,10.1346193648
300000.0,9.9487117807
317328.0,9.8238976378
330382.0,9.72985017469
330382.5,9.72984633021
347454.0,9.6068819733
360508.5,9.50515081723
373563.0,9.40883952915
399672.0,9.230731485
399672.4,9.2307272818
400000.0,9.2283722858
425000.0,9.02271402338
450000.0,8.83572333495
475000.0,8.66485787553
500000.0,8.50803459
525000.0,8.384417332
550000.0,8.270094381
575000.0,8.164041721
600000.0,8.065388779
625000.0,7.9418712038
650000.0,7.8274979585
675000.0,7.7213782233
700000.0,7.622733328
725000.0,7.5593407998
750000.0,7.5003964215
775000.0,7.4455367933
800000.0,7.394443515
825000.0,7.3316493688
850000.0,7.2728615805
875000.0,7.2177860343
900000.0,7.166155046
925000.0,7.1038691105
950000.0,7.045221363
975000.0,6.989961908
1000000.0,6.93786604
1025000.0,6.90840934
1050000.0,6.88070889
1075000.0,6.85466228
1100000.0,6.83017106
1125000.0,6.812967231
1150000.0,6.79686765
1175000.0,6.781807756
1200000.0,6.76773444
1225000.0,6.764615147
1250000.0,6.762040142
1275000.0,6.759980509
1300000.0,6.7584119339
1325000.0,6.7554491922
1350000.0,6.7529241355
1375000.0,6.7508176637
1400000.0,6.749106677
1425000.0,6.758871423
1450000.0,6.768736403
1475000.0,6.778695729
1500000.0,6.788741609
1525000.0,6.7985671318
1550000.0,6.8084507985
1575000.0,6.8183882313
1600000.0,6.828375028
1625000.0,6.8450461743
1650000.0,6.8616464355
1675000.0,6.8781746518
1700000.0,6.894631563
1725000.0,6.9113205303
1750000.0,6.9279237035
1775000.0,6.9444436608
1800000.0,6.960879184
1825000.0,6.9800465955
1850000.0,6.999095302
1900000.0,7.0368397
1925000.0,7.0560177523
1950000.0,7.0750730715
2000000.0,7.112826923
2050000.0,7.1503338
2100000.0,7.187373977
2150000.0,7.2234027576
2200000.0,7.2589856295
2250000.0,7.2941330785
2300000.0,7.328854529
2350000.0,7.3602688989
2400000.0,7.3913091955
2450000.0,7.4219795484
2500000.0,7.45229258
2550000.0,7.4782321498
2600000.0,7.503861719
2650000.0,7.5291878528
2700000.0,7.554215192
2737500.0,7.5677306884
2775000.0,7.5811106625
2812500.0,7.5943545375
2850000.0,7.6074661115
2887500.0,7.6204482619
2925000.0,7.633301997
2962500.0,7.646028161
3000000.0,7.658629935
3031250.0,7.6649881384
3062500.0,7.6712809839
3093750.0,7.6775088872
3125000.0,7.6836736678
3187500.0,7.6958119382
3250000.0,7.707705725
3312500.0,7.7193577899
3375000.0,7.7307767347
3437500.0,7.7419668802
3500000.0,7.7529343269
3562500.0,7.75038667559
3625000.0,7.74778184228
3687500.0,7.74511942286
3750000.0,7.74240453135
3812500.0,7.739635248
3875000.0,7.73681288271
3937500.0,7.7339374633
4000000.0,7.7310124837
4062500.0,7.7158226227
4125000.0,7.70078607091
4187500.0,7.6858983988
4250000.0,7.6711544709
4312500.0,7.6565519196
4375000.0,7.64208246431
4437500.0,7.6277437873
4500000.0,7.6135328525
4625000.0,7.57016531043
4750000.0,7.52790387195
4875000.0,7.48668313208
5000000.0,7.4464466622
5250000.0,7.34638748645
5500000.0,7.2520054959
5976528.0,7.06487259559
6000000.0,7.0566442865
6250000.0,6.96039482665
6500000.0,6.8702800297
7000000.0,6.6983320479
7250000.0,6.61675043605
7500000.0,6.5401239864
7750000.0,6.464614588
8000000.0,6.3933339678
8250000.0,6.3228815689
8500000.0,6.255984118
9000000.0,6.1280664771
9500000.0,6.0110649517
10000000.0,5.9068930452
10500000.0,5.8169795581
11000000.0,5.7421137794
11500000.0,5.6822843247
12000000.0,5.6368827142
12500000.0,5.6048694098
12750000.0,5.5947909501
13000000.0,5.5849443664
13108800.0,5.5828964802
13500000.0,5.57573439581
13750000.0,5.57574588659
14000000.0,5.57581467657
14250000.0,5.57985966179
14500000.0,5.5839178754
14750000.0,5.59136367725
15000000.0,5.5987982472
15250000.0,5.61019630895
15500000.0,5.6215610738
15750000.0,5.6329532788
16000000.0,5.6443190608
16500000.0,5.6740542884
16750000.0,5.6889420462
17000000.0,5.7037965244
17250000.0,5.72025201835
17500000.0,5.7366709735
18000000.0,5.7695271623
18500000.0,5.8022442458
18750000.0,5.8186126426
19000000.0,5.8349530248
19500000.0,5.8649663445
19750000.0,5.8799869675
20000000.0,5.8949864363
