Gd155,Gd155
E_eV,Sig_b
1e-05,2473752.75534
1.0325e-05,2434519.8044
1.065e-05,2397096.99145
1.0975e-05,2361349.30611
1.13e-05,2327154.73918
1.1625e-05,2294404.28224
1.195e-05,2262999.92781
1.2275e-05,2232851.66897
1.26e-05,2203877.49954
1.3e-05,2169718.9438
1.34e-05,2137102.50537
1.38e-05,2105914.17563
1.42e-05,2076053.9468
1.46e-05,2047428.81187
1.5e-05,2019956.76464
1.54e-05,1993562.79921
1.58e-05,1968177.91038
1.6325e-05,1936285.53974
1.685e-05,1905897.28311
1.7375e-05,1876896.13178
1.79e-05,1849181.07795
1.8425e-05,1822659.11462
1.895e-05,1797248.23549
1.9475e-05,1772871.43466
2e-05,1749460.70704
2.06375e-05,1722243.70081
2.1275e-05,1696259.78788
2.19125e-05,1671418.96135
2.255e-05,1647639.21512
2.31875e-05,1624846.5434
2.3825e-05,1602974.94138
2.44625e-05,1581965.40425
2.51e-05,1561760.92803
2.59125e-05,1537099.1285
2.6725e-05,1513570.41458
2.75375e-05,1491091.77965
2.835e-05,1469587.21803
2.91625e-05,1448986.7245
2.9975e-05,1429231.29438
3.07875e-05,1410261.92346
3.16e-05,1392030.60784
3.2625e-05,1370009.02162
3.365e-05,1349001.51149
3.4675e-05,1328934.07177
3.57e-05,1309736.69715
3.6725e-05,1291348.38313
3.775e-05,1273715.12551
3.8775e-05,1256785.92049
3.98e-05,1240515.76467
4.1075e-05,1221133.39075
4.235e-05,1202633.08263
4.3625e-05,1184949.83536
4.49e-05,1168026.64452
4.6175e-05,1151808.50613
4.745e-05,1136249.41659
4.8725e-05,1121305.37266
5e-05,1106937.37136
5.01e-05,1105833.29454
5.050625e-05,1101383.985
5.09125e-05,1096986.67939
5.1725e-05,1088350.07974
5.335e-05,1071671.92444
5.4975e-05,1055738.82415
5.66e-05,1040497.77482
5.8225e-05,1025899.77283
5.985e-05,1011900.81485
6.1475e-05,998460.497926
6.31e-05,985543.219331
6.51375e-05,970035.468114
6.7175e-05,955239.268908
6.92125e-05,941101.617762
7.125e-05,927575.311167
7.32875e-05,914617.445903
7.5325e-05,902189.319109
7.73625e-05,890255.828156
7.94e-05,878784.970693
8.1975e-05,864904.857968
8.455e-05,851664.291333
8.7125e-05,839015.567279
8.97e-05,826915.982636
9.2275e-05,815326.934553
9.485e-05,804213.420461
9.7425e-05,793543.938019
0.0001,783289.585118
0.00010325,770899.500274
0.0001065,759081.555931
0.00010975,747792.948958
0.000113,736995.476556
0.00011625,726654.536205
0.0001195,716738.925624
