Cm248,Cm248
E_eV,Sig_b
1e-05,186.9544
1.03125e-05,184.12451
1.0625e-05,181.42088
1.09375e-05,178.83418
1.125e-05,176.35644
1.15625e-05,173.98009
1.1875e-05,171.69841
1.21875e-05,169.50541
1.25e-05,167.39544
1.28125e-05,165.36344
1.3125e-05,163.40466
1.34375e-05,161.51482
1.375e-05,159.69004
1.4375e-05,156.22132
1.5e-05,152.97254
1.5625e-05,149.92148
1.625e-05,147.04889
1.6875e-05,144.33801
1.75e-05,141.77444
1.8125e-05,139.34519
1.875e-05,137.039
1.9375e-05,134.84593
2e-05,132.75693
2.09375e-05,129.80153
2.1875e-05,127.03924
2.28125e-05,124.44996
2.375e-05,122.01645
2.46875e-05,119.72374
2.5625e-05,117.55881
2.65625e-05,115.51026
2.75e-05,113.56808
2.84375e-05,111.7234
2.9375e-05,109.968375
3.03125e-05,108.295997
3.125e-05,106.700018
3.21875e-05,105.174805
3.3125e-05,103.715318
3.40625e-05,102.316998
3.5e-05,100.97569
3.59375e-05,99.687669
3.6875e-05,98.449505
3.78125e-05,97.258082
3.875e-05,96.110549
3.96875e-05,95.004288
4.0625e-05,93.936899
4.25e-05,91.910076
4.4375e-05,90.014373
4.625e-05,88.236288
4.8125e-05,86.564251
5e-05,84.98817
5.15625e-05,83.74171
5.3125e-05,82.551285
5.46875e-05,81.412834
5.625e-05,80.322713
5.78125e-05,79.277621
5.9375e-05,78.274573
6.09375e-05,77.31084
6.25e-05,76.383944
6.40625e-05,75.491608
6.5625e-05,74.631751
6.71875e-05,73.802479
6.875e-05,73.002021
7.1875e-05,71.481222
7.5e-05,70.05785
7.8125e-05,68.721988
8.125e-05,67.465121
8.4375e-05,66.279799
8.75e-05,65.159556
9.0625e-05,64.09871
9.375e-05,63.09221
9.6875e-05,62.135638
0.0001,61.225008
0.000103125,60.356818
0.00010625,59.527875
0.000109375,58.735368
0.0001125,57.976701
0.000115625,57.249565
0.00011875,56.551858
0.000121875,55.881676
0.000125,55.237248
0.000128125,54.617006
0.00013125,54.019476
0.000134375,53.443316
0.0001375,52.88731
0.00014375,51.831255
0.00015,50.843239
0.00015625,49.916327
0.0001625,49.044514
0.00016875,48.222596
0.000175,47.446054
0.00018125,46.710877
0.0001875,46.013561
0.00019375,45.350995
0.0002,44.720405
0.000209375,43.82916
0.00021875,42.997081
0.000228125,42.21797
0.0002375,41.486472
0.000246875,40.79796
0.00025625,40.148424
0.000265625,39.534339
0.000275,38.952635
0.000284375,38.400563
0.00029375,37.875724
0.000303125,37.375953
0.0003125,36.89934
0.000321875,36.444162
0.00033125,36.008857
0.000340625,35.592049
0.00035,35.192458
0.000359375,34.808933
0.00036875,34.440443
0.000378125,34.08604
0.0003875,33.744843
0.000396875,33.416059
0.00040625,33.098966
0.000425,32.49719
0.00044375,31.93473
0.0004625,31.407518
0.00048125,30.912024
0.0005,30.445207
0.000515625,30.076181
0.00053125,29.723864
0.000546875,29.387043
0.0005625,29.064614
0.000578125,28.755576
0.00059375,28.459057
0.000609375,28.174205
0.000625,27.900299
0.000640625,27.636655
0.00065625,27.382643
0.000671875,27.1377
0.0006875,26.901295
0.00071875,26.452208
0.00075,26.031952
0.00078125,25.637581
0.0008125,25.266536
0.00084375,24.916628
0.000875,24.585919
0.00090625,24.272723
0.0009375,23.975549
0.00096875,23.693077
0.001,23.424152
0.00103125,23.167711
0.0010625,22.922831
0.00109375,22.688662
0.001125,22.464453
0.00115625,22.249523
0.0011875,22.043239
0.00121875,21.845054
0.00125,21.654432
0.00128125,21.470923
0.0013125,21.294084
0.00134375,21.123535
0.001375,20.958897
0.0014375,20.646086
0.0015,20.353257
0.0015625,20.078374
0.001625,19.819698
0.0016875,19.575682
0.00175,19.345004
0.0018125,19.126477
0.001875,18.919095
0.0019375,18.72193
0.002,18.534183
0.00209375,18.268626
0.0021875,18.020498
0.00228125,17.787973
0.002375,17.569483
0.00246875,17.363675
0.0025625,17.169371
0.00265625,16.985538
0.00275,16.811272
0.00284375,16.645772
0.0029375,16.48833
0.00303125,16.338313
0.003125,16.1951561
0.00321875,16.0583542
0.0033125,15.92745
0.00340625,15.8020329
0.0035,15.6817309
0.00359375,15.566206
0.0036875,15.4551507
0.00378125,15.3482816
0.003875,15.2453466
0.00396875,15.1461068
0.0040625,15.0503482
0.00425,14.8684913
