Cu63,Cu63
0.002,21.517196
0.00209375,21.134065
0.0021875,20.776311
0.00228125,20.44126
0.002375,20.126609
0.00246875,19.830394
0.0025625,19.550867
0.00265625,19.286541
0.00275,19.036085
0.00284375,18.798323
0.0029375,18.572243
0.00303125,18.3569
0.003125,18.151481
0.00321875,17.955247
0.0033125,17.76754
0.00340625,17.587763
0.0035,17.415366
0.00359375,17.249864
0.0036875,17.090804
0.00378125,16.937797
0.003875,16.790457
0.00396875,16.648439
0.0040625,16.511442
0.00425,16.251375
0.0044375,16.008187
0.004625,15.780153
0.0048125,15.565756
0.005,15.363693
0.00515625,15.203906
0.0053125,15.051311
0.00546875,14.905385
0.005625,14.765658
0.00578125,14.631704
0.0059375,14.503138
0.00609375,14.379606
0.00625,14.260793
0.00640625,14.146402
0.0065625,14.036169
0.00671875,13.929848
0.006875,13.827212
0.0071875,13.632185
0.0075,13.449609
0.0078125,13.278215
0.008125,13.116908
0.0084375,12.964739
0.00875,12.820879
0.0090625,12.684598
0.009375,12.555255
0.0096875,12.432282
0.01,12.315176
0.0103125,12.203482
0.010625,12.096799
0.0109375,11.994762
0.01125,11.897046
0.0115625,11.803354
0.011875,11.713418
0.0121875,11.626992
0.0125,11.543857
0.0128125,11.463806
0.013125,11.386656
0.0134375,11.312235
0.01375,11.240385
0.014375,11.103834
0.015,10.975972
0.015625,10.855915
0.01625,10.742901
0.016875,10.636268
0.0175,10.535437
0.018125,10.439903
0.01875,10.349216
0.019375,10.262982
0.02,10.180849
0.0206625,10.097915
0.021325,10.018902
0.0219875,9.94351
0.02265,9.871473
0.0233125,9.802547
0.023975,9.736519
0.0246375,9.673189
0.02529999,9.612381
0.02532414,9.61021
0.0253965,9.603724
0.02561058,9.584694
0.02582465,9.565905
0.0262528,9.529021
0.0271091,9.45791
0.0279654,9.390111
0.02882169,9.325378
0.02967799,9.263482
0.03053429,9.204225
0.03139059,9.147422
0.03224688,9.092908
0.03325997,9.031165
0.03427306,8.972192
0.03528615,8.915785
0.03629923,8.861767
0.03731232,8.80997
0.0383254,8.760248
0.03933849,8.712464
0.04035157,8.666497
0.04136466,8.622235
0.04237774,8.579576
0.04339083,8.538424
0.04440391,8.498694
0.04643008,8.423187
0.04845625,8.352486
0.05,8.30154
0.0515625,8.252334
0.053125,8.205324
0.0546875,8.160353
0.05625,8.117278
0.0578125,8.075969
0.059375,8.036311
0.0609375,7.998196
0.0625,7.961527
0.0640625,7.926217
0.065625,7.892179
0.0671875,7.859341
0.06875,7.827633
0.071875,7.767354
0.075,7.710886
0.078125,7.65784
0.08125,7.607885
0.084375,7.560733
0.0875,7.516134
0.090625,7.473868
0.09375,7.433737
0.096875,7.395569
0.1,7.35921
0.103125,7.324519
0.10625,7.291374
0.109375,7.259663
0.1125,7.229285
0.115625,7.200152
0.11875,7.17218
0.121875,7.145295
0.125,7.11943
0.128125,7.094523
0.13125,7.070514
0.134375,7.047353
0.1375,7.024987
0.14375,6.982462
0.15,6.942613
0.15625,6.905167
0.1625,6.869899
0.16875,6.836606
0.175,6.805116
0.18125,6.775272
0.1875,6.74694
0.19375,6.719997
0.2,6.694332
0.209375,6.658005
0.21875,6.624025
0.228125,6.59215
0.2375,6.562176
0.246875,6.533923
0.25625,6.507234
0.265625,6.481969
0.275,6.458004
0.284375,6.435234
0.29375,6.41356
0.303125,6.392897
0.3125,6.373168
0.321875,6.354305
0.33125,6.336247
0.340625,6.318937
0.35,6.302326
0.359375,6.286366
0.36875,6.271017
0.378125,6.256245
0.3875,6.242014
0.396875,6.228295
0.40625,6.215056
0.425,6.189889
0.44375,6.166302
0.4625,6.144149
0.5,6.103677
0.53125,6.0732554
0.5625,6.0453267
0.59375,6.0196073
0.625,5.9958244
0.6875,5.9531701
0.75,5.9159024
0.8125,5.882964
0.875,5.8536469
0.9375,5.8272527
1.0,5.8033048
1.0625,5.7816749
1.125,5.7619113
1.1875,5.7437153
1.25,5.7268881
1.375,5.6967074
1.5,5.6703346
1.625,5.6470236
1.75,5.6262697
1.875,5.6075856
2.0,5.5905724
2.1875,5.5677974
2.375,5.5477318
2.5625,5.5298523
2.75,5.5138122
2.9375,5.4992809
3.125,5.485998
3.3125,5.4738151
3.5,5.4625845
3.875,5.4425112
4.25,5.4250261
4.625,5.4095936
5.0,5.3958404
5.3125,5.3854359
5.625,5.3758342
5.9375,5.3669413
6.25,5.3586686
6.875,5.343702
7.5,5.3304717
8.125,5.3186396
8.75,5.3079705
9.375,5.2982581
10.0,5.2893421
10.625,5.2811189
11.25,5.273494
11.875,5.2663897
12.5,5.2597427
13.75,5.2476202
15.0,5.2367952
16.25,5.2270269
17.5,5.2181431
18.75,5.2100001
20.0,5.2024804
21.875,5.1922091
23.75,5.1829589
25.625,5.1745606
27.5,5.166893
29.375,5.1598553
31.25,5.1533636
33.125,5.1473603
35.0,5.1417934
36.875,5.1366219
38.75,5.13181055
40.625,5.12732639
42.5,5.12314478
46.25,5.11560545
50.0,5.10904505
53.125,5.10424314
56.25,5.0999823
59.375,5.09622183
62.5,5.09292354
65.625,5.09005324
68.75,5.0875837
71.875,5.08548887
75.0,5.08374529
81.25,5.08123835
87.5,5.07992808
93.75,5.07969706
100.0,5.08044082
104.375,5.08150048
108.75,5.08297891
113.125,5.08485106
117.5,5.08709294
126.25,5.09262516
135.0,5.09942999
143.75,5.10738402
152.5,5.11638621
161.25,5.12634173
170.0,5.13637348
177.5,5.10712997
185.0,5.07763867
192.5,5.04864418
200.0,5.02010782
208.6742,4.98773104
217.3483,4.95574963
226.0224,4.9241446
234.6965,4.89308371
243.3706,4.86234142
252.0447,4.83185343
260.7188,4.80169403
269.3929,4.77175584
278.067,4.74195666
286.7411,4.71230764
304.0893,4.65319636
312.7634,4.62364585
321.4375,4.59398461
330.1116,4.56419666
338.7857,4.53426103
351.4025,4.49014449
362.048,4.45223855
367.3708,4.4330685
372.6935,4.41365874
378.0163,4.39403284
383.339,4.37418676
386.0004,4.36417819
388.6618,4.35413965
389.9925,4.34912564
391.3232,4.3441309
392.6539,4.33918042
393.9845,4.33431622
394.6745,4.33185797
395.3645,4.32947954
396.0545,4.32722218
396.7445,4.32515134
397.4345,4.32340094
397.7795,4.32273143
398.1245,4.32227631
398.4695,4.32213468
398.8145,4.32247922
398.987,4.32292579
399.1595,4.32364288
399.332,4.32473919
399.5044,4.32640189
399.6769,4.32897446
399.7632,4.33078397
399.8494,4.33309455
399.9357,4.33608089
400.0219,4.33996875
400.1082,4.34507358
400.1944,4.3517861
400.2807,4.36063336
400.3669,4.37223176
400.4101,4.37931678
400.4532,4.38737144
400.4963,4.3965237
400.5394,4.4068934
400.5826,4.4186329
400.6257,4.4318138
400.6688,4.4465855
400.7119,4.463073
400.7551,4.4814374
400.7982,4.5017019
400.8413,4.5240006
400.8844,4.5484113
400.9491,4.5891323
401.0138,4.6348001
401.0785,4.6853145
401.1432,4.7403813
401.2079,4.7994823
401.2726,4.861869
401.402,4.9923172
401.4667,5.0577595
401.5313,5.1212204
401.596,5.1812465
401.6606,5.2359783
401.6945,5.2620719
401.7284,5.286065
401.7623,5.307752
401.7962,5.326938
401.8269,5.342013
401.8575,5.354748
401.8882,5.365129
401.9188,5.373009
401.9594,5.379562
402.0,5.381589
402.0529,5.377396
402.1057,5.365596
402.1357,5.355595
402.1657,5.343291
402.1957,5.328771
402.2256,5.312197
402.2675,5.285661
402.3093,5.2556613
402.3511,5.2225277
402.3929,5.1866821
402.4706,5.1143528
402.5483,5.0370673
402.7036,4.8788341
402.7873,4.796913
402.8291,4.7579015
402.8709,4.7204588
402.9127,4.6847578
402.9545,4.6509357
402.9963,4.619085
403.0381,4.589267
403.08,4.561443
403.1218,4.5357416
403.1636,4.5120639
403.2054,4.4903558
403.2472,4.4705464
403.289,4.4525471
403.3308,4.4362616
403.3726,4.4215836
403.4294,4.4040117
403.4861,4.3889404
403.5429,4.3760331
403.5996,4.36506357
403.6564,4.35573726
403.7131,4.34785134
403.7699,4.34116524
403.8266,4.33551526
403.8834,4.33071502
403.9401,4.32663913
404.0536,4.32016103
404.1671,4.31531984
404.2806,4.31159277
404.3941,4.30862802
404.5076,4.30619222
404.7346,4.30234893
404.9616,4.29935734
405.1885,4.29688919
405.4753,4.29425015
405.762,4.2919749
406.0488,4.289946
406.3355,4.2880961
406.909,4.28475701
407.4824,4.28171792
408.0559,4.27886076
408.6293,4.27612293
409.7762,4.27087186
410.9231,4.26578017
412.07,4.26075783
413.2169,4.25577508
414.3638,4.25080689
417.6134,4.23670553
420.863,4.22245095
427.3622,4.19330516
433.8614,4.16308326
440.3606,4.13158463
443.6102,4.11532007
446.8598,4.09860256
450.1094,4.08156162
453.359,4.06390058
456.6086,4.04595996
459.8582,4.02741019
463.1078,4.00822815
466.3573,3.98841441
470.5627,3.96171739
474.768,3.93377781
478.9734,3.90440458
483.1787,3.87338052
485.2814,3.85724796
487.3841,3.84061674
489.4868,3.82342485
491.5894,3.80574907
493.6921,3.78750083
495.7947,3.76855646
497.8974,3.74900285
500.0,3.72879876
502.7585,3.70106131
505.517,3.67186756
508.2755,3.64109371
509.6547,3.62510326
511.0339,3.60858693
512.4132,3.59166378
513.7924,3.57416387
515.1717,3.55618356
516.5509,3.53762776
517.9302,3.51857279
519.3094,3.49880424
520.6886,3.47836709
522.0678,3.45723213
523.7536,3.43038878
525.4393,3.40236279
527.125,3.37306454
528.8107,3.3424008
530.4965,3.3102679
532.1822,3.2765557
533.8679,3.2411441
535.5536,3.2039025
537.0861,3.1683387
538.6186,3.131036
539.3849,3.1116965
540.1511,3.0918792
540.9174,3.0715661
541.6836,3.0507461
542.4499,3.0293996
543.2161,3.0075174
543.9824,2.9850782
544.7486,2.9620736
545.5149,2.9384899
546.2811,2.9143385
547.0473,2.8896052
547.8135,2.8642355
548.6564,2.8355964
549.4993,2.80621
550.3422,2.7760845
551.185,2.7452419
552.0279,2.713703
552.8707,2.6815238
553.7136,2.648764
554.5564,2.6155286
555.3993,2.5819464
556.2422,2.5482036
556.6637,2.5313454
557.0851,2.5145493
557.5065,2.4978565
557.9279,2.4813191
558.3494,2.4649919
558.7708,2.4489511
559.1922,2.433271
559.6136,2.4180452
560.0351,2.4033757
560.4565,2.3893906
560.8779,2.3762297
561.2993,2.3640529
561.7974,2.3511802
562.2955,2.3402967
562.7936,2.3318631
563.2916,2.3264533
563.7897,2.3247389
564.2877,2.3275069
564.7858,2.335719
565.2838,2.350557
565.7053,2.369372
566.1267,2.395049
566.5481,2.428894
566.9695,2.472478
567.391,2.527726
567.6017,2.5604238
567.8124,2.5969494
568.0231,2.637679
568.2338,2.6830316
568.4445,2.7334708
568.6552,2.7895132
568.9043,2.863791
569.1533,2.9477565
569.4024,3.0427253
569.6514,3.1500704
569.9005,3.2715656
570.1495,3.4090841
570.274,3.4845704
570.3985,3.5649599
570.523,3.6505998
570.6475,3.7418613
570.8391,3.8942333
571.0307,4.062524
571.1265,4.1532099
571.2223,4.2485933
571.3181,4.3489484
571.4138,4.4544584
571.5096,4.5656582
571.6054,4.6827799
571.7012,4.8061898
571.7969,4.9361385
571.8927,5.0733225
571.9885,5.2180624
572.0843,5.3708507
572.18,5.5320423
572.2854,5.720161
572.3908,5.920182
572.4962,6.133008
572.6015,6.359403
572.7069,6.600878
572.8122,6.858154
572.9176,7.13302
573.0229,7.426379
573.1283,7.740366
573.2336,8.07612
573.339,8.436205
573.4443,8.822069
573.5497,9.236815
573.655,9.682295
573.7603,10.161835
573.8656,10.678726
573.971,11.237221
574.0764,11.841019
574.1818,12.494831
574.2345,12.842134
574.2871,13.203294
574.3398,13.580469
574.3925,13.973806
574.4452,14.384222
574.4978,14.811815
574.5505,15.259248
574.6032,15.726808
574.6559,16.21568
574.7085,16.726124
574.7612,17.261438
574.8139,17.822138
574.8666,18.4098
574.9193,19.026133
574.972,19.672953
575.0247,20.352263
575.0774,21.066228
575.13,21.81572
575.1827,22.606117
575.2354,23.438805
575.2881,24.316812
575.3407,25.241618
575.3934,26.220346
575.4461,27.255225
575.4988,28.350595
575.5514,29.50892
575.6041,30.73986
575.6568,32.047
575.7095,33.43673
575.7622,34.91605
575.8149,36.49273
575.8676,38.17534
575.9203,39.97339
575.9729,41.89362
576.0256,43.95501
576.0783,46.16693
576.131,48.54371
576.1836,51.09618
576.2363,53.85156
576.289,56.82456
576.3417,60.03659
576.3943,63.50435
576.4518,67.62488
576.5093,72.12585
576.5668,77.04803
576.6242,82.42629
576.6817,88.32803
576.7391,94.7854
576.7679,98.256
576.7966,101.87775
576.8253,105.67014
576.854,109.64111
576.9067,117.42502
576.9594,125.89085
577.0121,135.09276
577.0648,145.08636
577.1175,155.92811
577.1702,167.67449
577.2229,180.38117
577.2755,194.0749
577.3282,208.8582
577.3809,224.7524
577.4336,241.7974
577.4862,259.9906
577.5389,279.4245
577.5916,300.0785
577.6443,321.9523
577.6969,344.9869
577.7496,369.2395
577.8023,394.6198
577.855,421.0613
577.9076,448.4247
578.013,505.7304
578.1183,565.3262
578.2213,624.5231
578.3243,683.0126
578.4273,739.0138
578.5302,790.5974
578.5806,813.703
578.6309,835.0616
578.6813,854.559
578.7316,871.9338
578.782,887.0879
578.8323,899.8156
578.8826,910.0269
578.9329,917.6245
579.0,923.5743
579.0337,924.7315
579.0884,923.9945
579.143,920.0553
579.1977,912.9632
579.2523,902.8464
579.307,889.8068
579.3616,874.0633
579.4162,855.7947
579.4708,835.2258
579.5649,795.099
579.6589,750.2667
579.753,702.0296
579.847,651.8646
580.0357,550.2523
580.1301,501.1212
580.2244,454.301
580.2716,431.9071
580.3188,410.2862
580.366,389.4821
580.4132,369.5275
580.4604,350.4447
580.5076,332.2466
580.5548,314.9371
580.6019,298.5464
580.6427,285.0523
580.6835,272.2011
580.7243,259.9794
580.765,248.39909
580.8058,237.38542
580.8465,226.97303
580.8873,217.0899
580.928,207.76274
580.9688,198.92332
581.0095,190.59203
581.0503,182.70493
581.091,175.27764
581.1318,168.25099
581.1725,161.63712
581.2133,155.3814
581.254,149.49347
581.3012,143.079
581.3484,137.07982
581.3956,131.46681
581.4428,126.21247
581.49,121.29089
581.5372,116.67776
581.5844,112.35037
581.6315,108.29588
581.6787,104.47747
581.7259,100.88578
581.7731,97.50397
581.8202,94.32303
581.8674,91.31517
581.9146,88.47412
581.9618,85.78777
582.0089,83.25021
582.0604,80.6272
582.1119,78.15076
582.1634,75.80984
582.2148,73.59851
582.2663,71.49899
582.3178,69.50732
582.4207,65.82105
582.5237,62.47897
582.6266,59.44283
582.7295,56.67162
582.8324,54.13357
582.9268,51.98704
583.0212,49.99604
583.1156,48.14498
583.2099,46.42202
583.3043,44.81158
583.3987,43.30508
583.4931,41.89322
583.5874,40.56915
583.6818,39.32276
583.7762,38.148969
583.8706,37.04193
583.9649,35.997488
584.0593,35.008698
584.1537,34.072454
584.2481,33.184887
584.3424,32.34338
584.5312,30.781657
584.7199,29.366766
584.9086,28.079298
585.0973,26.903653
585.2861,25.826055
585.4748,24.836383
585.6635,23.924391
585.8522,23.081739
586.0067,22.438364
586.1611,21.833505
586.3155,21.263603
586.4699,20.725846
586.6244,20.217375
586.7788,19.736581
586.9332,19.28105
587.0876,18.848935
587.2421,18.438302
587.3965,18.04815
587.5509,17.67683
587.7053,17.323082
588.0141,16.6638
588.3229,16.062186
588.5117,15.719767
588.7004,15.395098
588.8892,15.086566
589.0779,14.793367
589.2667,14.514149
589.4554,14.248245
589.8328,13.752542
590.2103,13.299876
590.5878,12.885181
590.9653,12.504066
591.3427,12.152847
591.7888,11.771718
592.2349,11.423177
592.681,11.103382
593.1271,10.809122
593.5732,10.5376071
594.0193,10.2863269
594.4654,10.0530191
594.9115,9.8357877
595.289,9.6633742
595.6665,9.500568
596.044,9.3466369
596.4214,9.2009422
596.7989,9.0627901
597.1764,8.9316588
597.5539,8.8070405
597.9313,8.6885029
598.3088,8.5755648
598.6863,8.4678752
599.0638,8.3650846
599.4412,8.2668994
600.1962,8.0830636
600.9511,7.9143487
601.7061,7.7589524
602.461,7.6154182
603.216,7.4824227
603.9709,7.358891
604.7259,7.2438283
605.4808,7.1364283
606.2357,7.0359424
606.9906,6.9417286
607.6083,6.8689093
608.226,6.7996594
608.8437,6.7337856
609.4614,6.6710387
610.0791,6.6110694
610.6968,6.5536574
611.3145,6.498694
611.9321,6.4460624
613.1675,6.3471951
614.4028,6.2560423
615.6382,6.1717065
616.8735,6.0934472
617.6285,6.0483223
618.3834,6.005095
619.1384,5.963632
619.8933,5.923834
621.4032,5.8488093
622.9131,5.7792949
624.423,5.71467
625.9329,5.6543986
627.4428,5.59801722
628.9526,5.54512645
629.9135,5.51311815
630.8743,5.48229953
631.8352,5.45259145
632.796,5.42393286
633.7569,5.39625792
634.7177,5.369517
635.6785,5.34366046
636.6393,5.31863676
637.3257,5.30127012
638.012,5.28434868
638.6983,5.26787397
639.3846,5.25185956
640.0709,5.23634829
640.4141,5.22879964
640.7572,5.22140682
641.1004,5.21418163
641.4435,5.2071492
641.7867,5.20033314
642.1298,5.19377296
642.5073,5.18690533
642.8848,5.1804835
643.2623,5.1746155
643.6397,5.1694558
643.8285,5.1672025
644.0172,5.165212
644.206,5.1635246
644.3947,5.1621918
644.5835,5.1612719
644.7722,5.1608428
644.9609,5.1609964
645.1496,5.1618506
645.3384,5.1635556
645.5271,5.1663009
645.7159,5.1703384
645.9046,5.175997
645.999,5.1795717
646.0934,5.1837354
646.1878,5.188575
646.2821,5.1941871
646.3765,5.2007144
646.4708,5.2083017
646.5652,5.2171666
646.6595,5.2275448
646.7625,5.2410117
646.8654,5.2572418
646.9684,5.2770283
647.0199,5.2885602
647.0713,5.3013652
647.14,5.3208272
647.2086,5.3434303
647.2558,5.3611512
647.303,5.3809208
647.3502,5.4030174
647.3974,5.4277624
647.4446,5.4555159
647.4918,5.486689
647.539,5.5217409
647.5861,5.5611004
647.6333,5.6055099
647.6805,5.655534
647.7277,5.7118821
647.7749,5.7753361
647.8221,5.84675
647.8693,5.927056
647.9165,6.017262
647.9401,6.066411
647.9636,6.11822
647.998,6.199519
648.0323,6.287462
648.0666,6.382756
648.1009,6.485898
648.1352,6.597397
648.1695,6.717775
648.2038,6.847559
648.2381,6.987282
648.2725,7.137931
648.3068,7.299158
648.3411,7.471908
648.3754,7.656687
648.4097,7.85398
648.444,8.064247
648.4783,8.287918
648.5126,8.525384
648.5598,8.875337
648.607,9.252786
648.6542,9.658236
648.7014,10.091933
648.7486,10.553823
648.7958,11.043523
648.843,11.56029
648.8901,12.101814
648.9673,13.041062
649.0445,14.036177
649.1217,15.074798
649.1989,16.141508
649.2933,17.45723
649.3877,18.749481
649.4048,18.97785
649.452,19.595033
649.4992,20.188592
649.5464,20.75314
649.5936,21.283367
649.6536,21.899854
649.7136,22.442805
649.7608,22.812424
649.808,23.127224
649.8697,23.450724
649.9313,23.669039
650.0,23.784587
650.0689,23.76281
650.1406,23.594809
650.2123,23.283249
650.2648,22.968707
650.3173,22.585889
650.3699,22.139033
650.4225,21.634688
650.4727,21.105695
650.5228,20.537381
650.6231,19.303464
650.7283,17.917882
650.8334,16.496119
650.9003,15.595512
650.9672,14.712463
651.0341,13.857113
651.1009,13.039133
651.1535,12.424884
651.2061,11.839758
651.2587,11.285675
651.3112,10.764913
651.3638,10.276253
651.4163,9.821805
651.4689,9.399646
651.4952,9.20084
651.5214,9.010791
651.5525,8.795394
651.5836,8.590835
651.6147,8.396848
651.6457,8.213711
651.6768,8.039932
651.7078,7.876296
651.7389,7.721402
651.7699,7.57589
651.801,7.438459
651.832,7.309623
651.8631,7.18818
651.8941,7.074542
651.9252,6.967605
651.9562,6.867697
651.9873,6.773814
652.0183,6.686212
652.0446,6.616319
652.0709,6.550275
652.0972,6.487888
652.1235,6.428964
652.1498,6.373324
652.1761,6.320786
652.2024,6.2711843
652.2286,6.2245255
652.2812,6.1385316
652.3337,6.0619614
652.3863,5.9934567
652.4388,5.932315
652.4914,5.8774399
652.544,5.8281806
652.5966,5.7838512
652.6491,5.7439175
652.7017,5.7076961
652.7542,5.6748588
652.8068,5.6448739
652.8593,5.6175009
652.9501,5.575306
653.0409,5.5385363
653.1317,5.5061675
653.2225,5.477404
653.3133,5.4516218
653.4041,5.4283344
653.4949,5.4071548
653.5856,5.3877991
653.6764,5.3699752
653.7672,5.3535055
653.858,5.3382244
653.9487,5.3240103
654.1303,5.2982555
654.3118,5.2755336
654.4552,5.2593518
654.5985,5.2445085
654.7419,5.2308086
654.8852,5.2181275
655.0286,5.2063269
655.1719,5.1953201
655.4585,5.1753275
655.7452,5.1575709
656.0319,5.1416369
656.3186,5.1272027
656.6052,5.11402291
656.8919,5.10189333
657.1786,5.09066071
657.4653,5.08020012
657.7519,5.07041186
658.0386,5.06120288
658.3253,5.05250483
658.8986,5.03640996
659.472,5.02172631
660.0453,5.00817461
660.6187,4.9955509
661.192,4.98370851
661.7272,4.9732494
662.2623,4.96328909
662.7975,4.95375832
663.3326,4.94460844
664.4029,4.92728206
665.4731,4.91105286
666.5434,4.89573844
667.6136,4.88115486
668.6839,4.86720272
669.7541,4.85381549
670.9773,4.83912173
672.2005,4.82500284
673.4237,4.81139628
674.6468,4.79825208
675.87,4.78552934
677.0931,4.77322466
679.5394,4.74961953
681.9858,4.72720708
684.4321,4.70588255
686.8784,4.6855264
689.3247,4.66604305
691.7711,4.64734958
694.2174,4.62937944
696.6637,4.61207131
699.11,4.59537467
701.5564,4.57924229
704.0027,4.56366321
708.8953,4.53390575
713.788,4.50582186
718.6806,4.47923698
723.5733,4.45397467
728.4659,4.42988621
733.9702,4.40404058
739.4744,4.37936556
744.9787,4.35570754
750.4829,4.33293474
755.9872,4.31093025
761.4914,4.28958217
766.9956,4.26877303
772.4998,4.24836543
774.9462,4.23937695
777.3925,4.23041503
779.8388,4.22144857
782.2851,4.21244847
784.7315,4.20337655
787.1778,4.19417757
788.401,4.1895071
789.6241,4.18477665
790.8473,4.17997312
792.0704,4.17508347
793.2936,4.17009301
794.5167,4.16499344
795.2812,4.16174496
796.0457,4.15844865
796.8102,4.15511102
797.5746,4.15174924
798.1862,4.14906284
798.7978,4.14640918
799.4094,4.1438389
800.0209,4.1414407
800.3267,4.14035138
800.6325,4.1393716
800.9383,4.13854416
801.2441,4.13792361
801.4735,4.13764122
801.7028,4.1375634
801.9322,4.13775132
802.1615,4.13828457
802.3909,4.13927686
802.6202,4.14088373
802.8495,4.14333981
803.0788,4.14700191
803.2317,4.15038582
803.4229,4.1561286
803.5185,4.159842
803.614,4.1642842
803.7096,4.1696384
803.8051,4.176114
803.9007,4.1840071
803.9962,4.1936585
804.0918,4.2055395
804.1873,4.2201893
804.2829,4.2383377
804.3784,4.2608005
804.474,4.2886596
804.5218,4.304981
804.5695,4.3230836
804.6173,4.3432278
804.6651,4.3655786
804.7129,4.390347
804.7606,4.4176973
804.8132,4.4511899
804.8658,4.4884979
804.9184,4.5299632
804.9709,4.5758465
805.0235,4.6266813
805.076,4.6826343
805.1286,4.7442753
805.1811,4.8117184
805.2337,4.8855524
805.2863,4.965966
805.3389,5.053236
805.3914,5.147416
805.444,5.249057
805.4965,5.357905
805.5491,5.474441
805.6016,5.598216
805.6542,5.729606
805.7068,5.868202
805.7594,6.01372
805.8119,6.165478
805.917,6.486757
806.0221,6.826749
806.175,7.339916
806.3279,7.849968
806.433,8.182037
806.4856,8.338462
806.5381,8.48625
806.6241,8.70686
806.71,8.895858
806.7629,8.994537
806.8158,9.078524
806.8687,9.147001
806.9215,9.199224
807.0002,9.246151
807.0514,9.256448
807.1026,9.250721
807.1538,9.229099
807.205,9.191866
807.2864,9.10167
807.3491,9.007634
807.4117,8.894032
807.4629,8.787676
807.5141,8.670347
807.6165,8.407332
807.7418,8.04605
807.867,7.658715
807.9752,7.316183
808.0833,6.977414
808.1374,6.811916
808.1914,6.650658
808.2455,6.493836
808.2995,6.342702
808.3422,6.227382
808.3849,6.116007
808.4276,6.008755
808.4703,5.905766
808.513,5.80714
