Cd115_m1,Cd115_m1
1.375,5.3400294
1.4375,5.3203172
1.5,5.3017382
1.5625,5.284186
1.625,5.2675671
1.75,5.2368719
1.875,5.2090462
2.0,5.1835816
2.09375,5.1658792
2.1875,5.1492698
2.28125,5.1336243
2.375,5.1188526
2.46875,5.1048789
2.5625,5.0916326
2.65625,5.0790553
2.75,5.067132
2.9375,5.0449012
3.125,5.0245799
3.3125,5.0059516
3.5,4.988798
3.6875,4.972943
3.875,4.9582375
4.0625,4.9445546
4.25,4.9317849
4.4375,4.9198365
4.625,4.9086305
4.8125,4.8980951
5.0,4.8881654
5.234375,4.8765388
5.46875,4.8656855
5.703125,4.8555425
5.9375,4.8460389
6.25,4.83424864
6.5625,4.82334064
6.875,4.813228
7.1875,4.80382406
7.5,4.79505545
7.8125,4.78685596
8.125,4.77917004
8.4375,4.77194839
8.75,4.76515003
9.0625,4.75873539
9.375,4.75267067
9.6875,4.74692924
10.0,4.74148219
10.3125,4.73630798
10.625,4.73138304
10.9375,4.72668956
11.25,4.72221224
11.5625,4.71793308
11.875,4.71383926
12.1875,4.70991895
12.5,4.70615919
12.8125,4.70254883
13.125,4.69907939
13.4375,4.69574203
13.75,4.69252941
14.0625,4.68943171
14.375,4.68644905
15.0,4.68078281
15.625,4.67547707
16.25,4.67049907
16.875,4.66581784
17.5,4.66140046
18.125,4.65722449
18.75,4.65326453
19.375,4.64950395
20.0,4.64592203
20.46875,4.64334493
20.9375,4.64085614
21.40625,4.63844841
21.875,4.63612035
22.8125,4.63167126
23.75,4.62747435
24.6875,4.62350508
25.625,4.61973772
26.5625,4.616152315
27.5,4.612730251
28.4375,4.609455097
29.375,4.606313372
30.3125,4.603291396
31.25,4.600378156
32.1875,4.59756621
33.125,4.594842604
34.0625,4.592202801
35.0,4.589637633
35.9375,4.587141254
36.875,4.584709115
37.8125,4.582333941
38.75,4.580012718
39.6875,4.577738695
40.625,4.575512397
41.5625,4.573326656
42.5,4.571181663
43.4375,4.56907406
44.375,4.567002076
45.3125,4.564967761
46.25,4.56296834
47.1875,4.561009821
48.125,4.559095151
48.59375,4.558156375
49.0625,4.557235267
49.53125,4.556332018
50.0,4.555451424
50.46483,4.554603153
50.92965,4.553787319
51.39448,4.553011865
51.8593,4.552289306
52.09172,4.551948948
52.32413,4.551631218
52.55654,4.551337859
52.78895,4.551072507
53.02137,4.550840489
53.25378,4.550648473
53.48619,4.55050495
53.7186,4.550419793
53.93552,4.55040695
54.15244,4.550471848
54.36936,4.55063246
54.58627,4.55091331
54.80319,4.55135664
54.91165,4.55165292
55.02011,4.5520088
55.12857,4.55243454
55.23703,4.55293935
55.34549,4.55353785
55.45394,4.5542466
55.57015,4.55515204
55.68636,4.55623871
55.80257,4.55754547
55.91877,4.5591223
56.03498,4.56104308
56.09309,4.56215951
56.15119,4.5634002
56.2093,4.5647805
56.2674,4.56632167
56.3255,4.56804637
56.3836,4.56998257
56.44945,4.57247558
56.5153,4.57534371
56.58115,4.57866341
56.647,4.58252886
56.67993,4.58470503
56.71285,4.58706765
56.74578,4.58963796
56.7787,4.59244045
56.81163,4.59550695
56.84455,4.59886737
56.87748,4.60256537
56.9104,4.60664516
56.95301,4.61258236
56.99562,4.61940162
57.01693,4.6231984
57.03823,4.62728869
57.05954,4.63170774
57.08084,4.6364887
57.10215,4.6416801
57.12345,4.6473256
57.14476,4.6534914
57.16606,4.6602415
57.18737,4.6676646
57.20867,4.6758538
57.22997,4.6849349
57.25127,4.6950563
57.27451,4.7075024
57.29775,4.7217055
57.30937,4.7295821
57.32099,4.7380488
57.33261,4.7471717
57.34423,4.7570233
57.35585,4.7676872
57.36747,4.7792591
57.37909,4.7918462
57.39071,4.8055698
57.40233,4.8205661
57.41395,4.8369914
57.42557,4.8550173
57.43719,4.8748401
57.44736,4.8938331
57.45753,4.9145288
57.4677,4.9371039
57.47787,4.9617491
57.48804,4.9886723
57.49821,5.0181001
57.50838,5.0502721
57.51854,5.0854115
57.52871,5.123862
57.53888,5.1658821
57.54905,5.2117759
57.55922,5.2618622
57.56939,5.316471
57.57956,5.3759369
57.58973,5.4406039
57.59989,5.5107426
57.61055,5.59065
57.6212,5.677316
57.63185,5.771173
57.6425,5.872558
57.65315,5.981772
57.6638,6.09907
57.67445,6.224656
57.6851,6.358668
57.69576,6.501309
57.70641,6.652288
57.71707,6.811775
57.72772,6.979251
57.73838,7.154698
57.74903,7.337336
57.75968,7.526753
57.77033,7.722244
57.78679,8.034357
57.80325,8.355283
57.83617,9.005476
57.85748,9.416168
57.87878,9.803712
57.90009,10.155317
57.91074,10.313471
57.92139,10.457891
57.93477,10.617716
57.94814,10.751061
57.96151,10.855928
57.97488,10.930619
57.98744,10.9722
58.0,10.985468
58.01361,10.967679
58.02722,10.916753
58.04083,10.833573
58.05444,10.719567
58.06782,10.5793
58.0812,10.413341
58.09458,10.224285
58.10796,10.015006
58.12204,9.776328
58.13612,9.522408
58.16427,8.984176
58.19243,8.429288
58.22058,7.884297
58.2385,7.552325
58.25641,7.237326
58.26537,7.087068
58.27433,6.942118
58.28329,6.80272
58.29224,6.6692
58.30632,6.47102
58.3204,6.287544
58.32744,6.201318
58.33448,6.118738
58.34152,6.039761
58.34855,5.964439
58.35559,5.892494
58.36263,5.823962
58.36967,5.758759
58.3767,5.696883
58.38374,5.638062
58.39078,5.582284
58.39782,5.5294454
58.40485,5.4795058
58.41189,5.4322137
58.41893,5.3875305
58.42597,5.3453428
58.43301,5.3055396
58.44005,5.2680094
58.44709,5.2326411
58.45413,5.1993263
58.46116,5.1680032
58.4682,5.1384784
58.47524,5.1106971
58.48228,5.084562
58.48931,5.0600139
58.49635,5.0368906
58.50339,5.0151424
58.51043,4.9946873
58.51746,4.9754704
58.53026,4.9433419
58.54306,4.9145555
58.55586,4.8887273
58.56865,4.8655332
58.58145,4.8446305
58.59425,4.8257676
58.60705,4.808703
58.61984,4.7932365
58.63264,4.779159
58.64544,4.7663172
58.65824,4.7545716
58.67103,4.7438039
58.68383,4.73389
58.69662,4.7247511
58.70942,4.7162896
58.72221,4.7084471
58.74013,4.6983723
58.75805,4.689231
58.77597,4.6809022
58.79388,4.6732883
58.8118,4.6662941
58.82971,4.6598553
58.84763,4.6539044
58.86554,4.6483944
58.88346,4.6432741
58.90137,4.63851
58.9372,4.62990968
58.97303,4.62236659
59.00886,4.61570527
59.03702,4.61099868
59.06517,4.60669667
59.09333,4.60274938
59.12148,4.59911966
59.14964,4.59577064
59.17779,4.59267503
59.23409,4.58714288
59.2904,4.58235002
59.34671,4.57816659
59.40302,4.57448982
59.45932,4.57123935
59.51051,4.56859654
59.5617,4.56620934
59.61289,4.56404472
59.66407,4.5620725
59.71526,4.56026999
59.76645,4.55861537
59.81764,4.55709352
59.86882,4.55568805
59.9712,4.55318129
60.07357,4.55101103
60.17595,4.54911464
60.27832,4.54744358
60.37558,4.54603064
60.47284,4.54475927
60.5701,4.54360821
60.66735,4.54255868
60.76461,4.54159548
60.86187,4.54070619
61.05638,4.53911788
61.2509,4.53773283
61.44541,4.53650714
61.63992,4.53540537
61.83443,4.534404465
62.02895,4.533484491
62.22346,4.532632011
62.41798,4.531835884
62.61249,4.531082615
62.80701,4.530365442
63.00152,4.529680146
63.39054,4.528387692
63.77957,4.527175931
64.16859,4.526023358
64.55762,4.524916384
64.94664,4.523843477
65.29472,4.522907206
65.6428,4.521987693
66.33895,4.520179734
67.03511,4.518403275
67.73126,4.516645394
68.42742,4.514895348
69.12357,4.51314609
69.81972,4.51139334
70.51587,4.509629024
71.13013,4.508061676
71.74438,4.506476229
72.97288,4.503271409
74.20139,4.499994364
75.42989,4.496633578
76.6584,4.49317606
77.8869,4.489606951
79.11541,4.485911327
80.34391,4.482074086
81.65432,4.477807447
82.96473,4.473337153
84.27514,4.468637686
85.58554,4.463685047
86.48645,4.46011204
87.38735,4.456385553
88.28826,4.452492266
89.18916,4.448414435
90.09007,4.444139727
90.99097,4.439640297
91.89188,4.43489581
92.79278,4.42988063
93.44798,4.4260448
94.10319,4.42203398
94.75839,4.41783462
95.41359,4.41343031
96.06879,4.40880094
96.724,4.40392707
97.3792,4.39878518
98.0344,4.39334827
98.6896,4.38759583
99.0172,4.38459265
99.3448,4.38148651
99.6724,4.37828007
100.0,4.37496474
100.4965,4.36972982
100.9929,4.36422561
101.4894,4.35842125
101.9858,4.35229266
102.2341,4.34909523
102.4823,4.34580827
102.7305,4.34242977
102.9787,4.33895455
103.2269,4.33536643
103.4751,4.33166331
103.7233,4.3278444
103.9715,4.32390331
104.2927,4.31861361
104.6139,4.31309726
104.9351,4.3073403
105.2563,4.30132797
105.5775,4.29504557
105.8987,4.28847559
106.2199,4.28160204
106.5411,4.27440829
106.8332,4.26757406
107.1252,4.26045188
107.2712,4.25677911
107.4172,4.25302941
107.5632,4.24920346
107.7092,4.24529915
107.8552,4.24131567
108.0012,4.2372547
108.1472,4.2331163
108.2932,4.22889947
108.4392,4.22460809
108.5852,4.2202434
108.7312,4.2158091
108.8772,4.2113064
109.0379,4.2062794
109.1985,4.2011893
109.3591,4.1960479
109.5197,4.1908706
109.6803,4.1856779
109.8409,4.1804989
110.0015,4.1753648
110.1621,4.1703204
110.3228,4.1654176
110.4834,4.1607303
110.644,4.1563448
110.7243,4.1542982
110.8046,4.1523723
110.8849,4.1505847
110.9652,4.1489566
111.0455,4.1475141
111.1258,4.1462829
111.2061,4.1452943
111.2864,4.1445858
111.3667,4.1441965
111.447,4.1441725
111.5492,4.1447536
111.6514,4.1461411
111.7536,4.1484882
111.8558,4.1519828
111.958,4.1568548
112.0602,4.163379
112.1624,4.1718898
112.2135,4.1770148
112.2646,4.1827967
112.3449,4.1933725
112.4252,4.2060348
112.5055,4.2211399
112.5858,4.2391125
112.6661,4.2604695
112.7464,4.2858352
112.7866,4.3002727
112.8267,4.3159739
112.8669,4.3331406
112.907,4.3518253
112.9435,4.3703144
112.98,4.390349
113.0165,4.412069
113.053,4.435634
113.0895,4.461218
113.126,4.489017
113.1625,4.519253
113.199,4.552169
113.2355,4.588045
113.272,4.627194
113.3085,4.669972
113.345,4.716781
113.3815,4.768084
113.418,4.824406
113.4545,4.886353
113.491,4.954623
113.5312,5.038103
113.5713,5.131261
113.6115,5.236074
113.6516,5.353828
113.6918,5.487316
113.7319,5.63858
113.752,5.722226
113.7721,5.811745
113.7922,5.907702
113.8122,6.01021
113.8323,6.121032
113.8524,6.240519
113.8725,6.369654
113.8925,6.508861
113.9126,6.660874
113.9327,6.826616
113.9528,7.007986
113.9728,7.206213
113.9929,7.425998
114.013,7.669704
114.0331,7.941333
114.0531,8.24416
114.0732,8.587125
114.0933,8.976036
114.1034,9.191509
114.1134,9.419709
114.1234,9.664081
114.1334,9.926146
114.1453,10.263385
114.1572,10.631182
114.1691,11.033026
114.1809,11.468944
114.1928,11.950622
114.2046,12.474681
114.2165,13.055285
114.2283,13.688449
114.2402,14.391327
114.2521,15.165921
114.264,16.020026
114.2758,16.953834
114.2877,17.992395
114.2995,19.128111
114.3114,20.391028
114.3232,21.771382
114.3342,23.183773
114.3451,24.713502
114.3561,26.39971
114.367,28.223276
114.378,30.229913
114.3889,32.395786
114.3999,34.773941
114.4108,37.334735
114.4209,39.901208
114.4309,42.637142
114.441,45.608618
114.451,48.768132
114.4611,52.190381
114.4711,55.818915
114.4811,59.697537
114.4911,63.837119
114.5012,68.293704
114.5112,72.98921
114.5213,78.02726
114.5313,83.31703
114.5414,88.97252
114.5514,94.88885
114.5614,101.12648
114.5714,107.69019
114.5833,115.93056
114.5952,124.64046
114.6071,133.81963
114.6189,143.38113
114.6308,153.47922
114.6426,163.93247
114.6545,174.90187
114.6663,186.18248
114.6864,206.24913
114.7065,227.25128
114.7266,248.99451
114.7466,271.13416
114.7977,328.07841
114.8178,349.77188
114.8379,370.54613
114.858,390.04723
114.878,407.84299
114.8981,423.78163
114.9182,437.46538
114.9301,444.39332
114.9419,450.34179
114.9587,457.14828
114.9755,461.91801
114.9878,464.07928
115.0,465.09365
115.0031,465.1712
115.0131,464.92335
115.023,463.931
115.0429,459.71571
115.0577,454.70459
115.0724,448.20647
115.0867,440.50117
115.1009,431.58019
115.1217,416.42191
115.1424,399.15818
115.1567,386.14613
115.171,372.38659
115.1995,343.23106
115.228,312.59342
115.2565,281.42445
115.2799,256.04741
115.3032,231.4198
115.3266,207.68325
115.3499,185.32269
115.3642,172.32324
115.3784,160.00452
115.3927,148.21971
115.4069,137.15139
115.4212,126.65368
115.4354,116.87574
115.4497,107.67564
115.4639,99.17202
115.4717,94.76379
115.4795,90.53808
115.4873,86.49147
115.495,82.66879
115.5028,78.96676
115.5106,75.43191
115.5184,72.05977
115.5261,68.88595
115.5339,65.82328
115.5417,62.90908
115.5495,60.13838
115.5572,57.53904
115.565,55.0385
115.5728,52.66633
115.5806,50.41744
115.5883,48.31337
115.5955,46.44591
115.6026,44.69512
115.6098,43.0079
115.6169,41.42746
115.6241,39.90562
115.6312,38.48114
115.6383,37.12895
115.6454,35.84574
115.6526,34.61161
115.6597,33.45767
115.6668,32.36332
115.6739,31.32563
115.6811,30.32828
115.6882,29.39623
115.6953,28.51261
115.7024,27.67493
115.7096,26.86987
115.7167,26.11745
115.7239,25.39419
115.731,24.71804
115.7382,24.06787
115.7453,23.45978
115.7595,22.33481
115.7738,21.31345
115.788,20.39764
115.8023,19.563317
115.8165,18.812273
115.8308,18.125028
115.8451,17.499205
115.8594,16.927786
115.8736,16.408081
115.8879,15.927349
115.9021,15.487593
115.9164,15.078433
115.9306,14.701958
115.9449,14.349652
115.9591,14.023657
115.9734,13.716916
115.9876,13.431583
116.0019,13.161748
116.0161,12.90954
116.0304,12.669952
116.0446,12.445062
116.068,12.099874
116.0913,11.783984
116.1147,11.491192
116.138,11.221118
116.1614,10.969022
116.1847,10.735024
116.208,10.516281
116.2313,10.311312
116.2547,10.118034
116.278,9.936976
116.3013,9.766308
116.3246,9.605166
116.348,9.452145
116.3713,9.307864
116.3946,9.171038
116.4179,9.041114
116.4465,8.890346
116.475,8.74889
116.5035,8.615479
116.532,8.489464
116.5606,8.369863
116.5891,8.256987
116.6176,8.149939
116.6461,8.048295
116.6747,7.95134
116.7032,7.859402
116.7602,7.688292
116.8172,7.532394
116.8742,7.389839
116.9365,7.247435
116.9987,7.11755
117.0609,6.9984778
117.1231,6.8889759
117.1854,6.7878219
117.2476,6.6944209
117.3098,6.607809
117.372,6.5272956
117.4291,6.4582341
117.4861,6.3935031
117.5432,6.3325114
117.6002,6.2751547
117.6573,6.2209415
117.7143,6.1698077
117.7713,6.1214262
117.8283,6.0755885
117.8854,6.0320332
117.9424,5.9907437
117.9995,5.9514177
118.0565,5.9140542
118.1136,5.8783921
118.1706,5.8444382
118.2846,5.7810421
118.3987,5.7229971
118.5128,5.6697167
118.6269,5.6206554
118.7409,5.5753828
118.855,5.5334179
118.9691,5.4944547
119.0832,5.4581918
119.1972,5.4243974
119.2906,5.3983661
119.3839,5.3737301
119.4772,5.3503589
119.5705,5.3281557
119.6639,5.3070095
119.7572,5.2868872
119.8505,5.2676942
119.9438,5.2493708
120.0372,5.2318433
120.1305,5.2150988
120.3171,5.1837168
120.5038,5.1548561
120.6904,5.1282552
120.8045,5.1129882
120.9186,5.098416
121.0327,5.0844935
121.1467,5.0711898
121.2608,5.0584437
121.3749,5.04623082
121.603,5.02328922
121.8312,5.00211295
122.0593,4.98252429
122.2874,4.96434372
122.5155,4.94742528
122.7852,4.92887654
123.0548,4.9117393
123.3244,4.89585457
123.594,4.88108936
123.8637,4.86733742
124.1333,4.854509
124.4029,4.84247813
124.6725,4.83116956
124.9007,4.82212332
125.1288,4.81352654
125.357,4.80533831
125.5851,4.79753595
125.8133,4.79008599
126.0414,4.78297056
126.2695,4.77616367
126.4976,4.76964572
126.7258,4.76339525
126.9539,4.75739987
127.1821,4.75163873
127.4102,4.74610327
127.8665,4.73564584
128.3227,4.72593358
128.7376,4.71767795
129.1524,4.70991939
129.5672,4.70260861
129.982,4.69570643
130.5627,4.68666162
131.1434,4.67826005
131.7241,4.67043002
132.3048,4.66312404
132.9685,4.65532482
133.6322,4.64803191
134.2959,4.64120634
134.9595,4.63479888
135.6232,4.62876176
136.2869,4.62306103
136.9506,4.617662821
137.6142,4.612537325
138.5268,4.605890989
139.4394,4.599653387
140.352,4.593778686
141.2645,4.588227644
142.1771,4.582960496
143.0896,4.577948429
144.0022,4.573164828
144.9147,4.568584889
145.5784,4.565377187
146.9058,4.559218556
148.2331,4.553364371
149.5605,4.547777632
150.8878,4.542424535
152.2152,4.53727308
153.5425,4.53229802
154.8699,4.527472611
156.1972,4.522778611
158.5201,4.51482952
160.843,4.507140897
163.1659,4.499642541
165.4887,4.492278008
168.1435,4.483954434
170.7982,4.475659992
172.7893,4.469414625
174.7803,4.463116261
176.7713,4.456750926
178.7623,4.450293831
180.0897,4.445909875
181.9149,4.43976296
183.74,4.433464214
185.5651,4.426980952
187.3902,4.420278104
189.2153,4.41333524
191.0404,4.406093838
192.8655,4.398517031
194.6906,4.390559126
196.018,4.384484632
197.3453,4.37814332
198.6727,4.371497971
200.0,4.364518684
201.1697,4.358050066
202.3394,4.351241505
203.5091,4.344060443
204.6787,4.336456454
205.8484,4.328366714
207.0181,4.319728086
208.1878,4.31047226
208.7726,4.30559975
209.3574,4.30051284
210.0008,4.29467112
210.6441,4.28855239
211.2874,4.28213323
211.9307,4.2753815
212.574,4.26826773
213.2173,4.26075349
213.8606,4.25279594
214.5039,4.24434941
215.0303,4.23703518
215.5566,4.2293235
216.083,4.22117245
216.6093,4.21254173
217.1357,4.20337831
217.662,4.19364167
218.1884,4.18326194
218.7147,4.1721441
219.0364,4.16495511
219.3581,4.15744273
219.6798,4.14958381
220.0014,4.1413556
220.3231,4.13272409
220.6447,4.12366597
220.9664,4.11414052
221.288,4.10411937
221.5951,4.09404855
221.9021,4.08345223
222.2092,4.07228657
222.5162,4.06051592
222.6698,4.0543848
222.8233,4.04808833
222.9768,4.04161806
223.1303,4.03496824
223.2839,4.02812911
223.4374,4.02110463
223.5909,4.01388486
223.7444,4.0064629
223.9053,3.99846109
224.0661,3.9902315
224.2269,3.9817668
224.3877,3.9730642
224.5485,3.9641266
224.7093,3.9549576
224.8701,3.9455625
225.0309,3.9359551
225.1918,3.9261467
225.3526,3.9161778
225.5134,3.9060804
225.5938,3.9009992
225.6742,3.8959073
225.7547,3.8908087
225.8351,3.8857266
225.9155,3.8806687
225.9959,3.8756511
226.0763,3.8706905
226.1567,3.8658085
226.2371,3.8610301
226.3175,3.8563821
226.4272,3.8503139
226.5369,3.8446541
226.6466,3.8395299
226.7562,3.8351003
226.8659,3.8315545
226.9207,3.8301911
226.9755,3.8291455
227.0304,3.8284583
227.0852,3.828179
227.14,3.8283557
227.1948,3.8290488
227.2753,3.8311431
227.3557,3.8347355
227.4361,3.8401253
227.5165,3.847675
227.5969,3.8578262
227.6773,3.8711243
227.7175,3.8791602
227.7577,3.8882504
227.7979,3.8985058
227.8381,3.9100533
227.8765,3.9224217
227.9149,3.9362383
227.9533,3.9516609
227.9917,3.9688702
228.0301,3.9880686
228.0685,4.00949
228.1069,4.0334
228.1452,4.060035
228.1836,4.089894
228.222,4.123331
228.2604,4.160836
228.2988,4.202998
228.3372,4.250529
228.3756,4.304295
228.414,4.365366
228.4523,4.434891
228.4925,4.518978
228.5327,4.616953
228.5528,4.672158
228.5729,4.732174
228.593,4.797596
228.6131,4.869119
228.6332,4.947545
228.6533,5.03381
228.6734,5.129001
228.6935,5.234381
228.7136,5.351418
228.7337,5.481816
228.7538,5.627552
228.7738,5.790055
228.794,5.974552
228.8141,6.181509
228.8342,6.415295
228.8543,6.679929
228.8744,6.980009
228.8945,7.320768
228.9046,7.509192
228.9146,7.708145
228.9247,7.922478
228.9347,8.148854
228.9448,8.39278
228.9548,8.650446
228.9649,8.928099
228.9749,9.221381
228.985,9.537376
228.995,9.871092
229.0051,10.230552
229.0151,10.610037
229.0252,11.018622
229.0352,11.449755
229.0453,11.913683
229.0553,12.402899
229.0654,12.92896
