Cd111,Cd111
E_eV,Sig_b
1e-05,376.61887
1.03125e-05,370.88197
1.0625e-05,365.40032
1.09375e-05,360.15547
1.125e-05,355.13087
1.15625e-05,350.31153
1.1875e-05,345.68384
1.21875e-05,341.23553
1.25e-05,336.95518
1.28125e-05,332.83256
1.3125e-05,328.85822
1.34375e-05,325.02345
1.375e-05,321.32033
1.4375e-05,314.28008
1.5e-05,307.68497
1.5625e-05,301.49018
1.625e-05,295.6566
1.6875e-05,290.1506
1.75e-05,284.94264
1.8125e-05,280.00672
1.875e-05,275.32011
1.9375e-05,270.86239
2e-05,266.61562
2.09375e-05,260.60625
2.1875e-05,254.9879
2.28125e-05,249.7202
2.375e-05,244.76796
2.46875e-05,240.10116
2.5625e-05,235.69319
2.65625e-05,231.52119
2.75e-05,227.56486
2.84375e-05,223.80615
2.9375e-05,220.22919
3.03125e-05,216.81976
3.125e-05,213.56543
3.21875e-05,210.4545
3.3125e-05,207.47695
3.40625e-05,204.62344
3.5e-05,201.88571
3.59375e-05,199.25605
3.6875e-05,196.72761
3.78125e-05,194.29397
3.875e-05,191.94949
3.96875e-05,189.68874
4.0625e-05,187.50692
4.25e-05,183.36263
4.4375e-05,179.48456
4.625e-05,175.84545
4.8125e-05,172.42182
5e-05,169.19325
5.15625e-05,166.63896
5.3125e-05,164.19853
5.46875e-05,161.86381
5.625e-05,159.62741
5.78125e-05,157.48269
5.9375e-05,155.42347
6.09375e-05,153.44422
6.25e-05,151.54004
6.40625e-05,149.70626
6.5625e-05,147.93865
6.71875e-05,146.2333
6.875e-05,144.58663
7.1875e-05,141.45671
7.5e-05,138.52534
7.8125e-05,135.77254
8.125e-05,133.18094
8.4375e-05,130.73534
8.75e-05,128.42261
9.0625e-05,126.23125
9.375e-05,124.15104
9.6875e-05,122.17288
0.0001,120.28864
0.000103125,118.49135
0.00010625,116.77431
0.000109375,115.13197
0.0001125,113.55891
0.000115625,112.05048
0.00011875,110.60242
0.000121875,109.2108
0.000125,107.87206
0.000128125,106.582931
0.00013125,105.340464
0.000134375,104.141905
0.0001375,102.984749
0.00014375,100.785551
0.00015,98.726322
0.00015625,96.792907
0.0001625,94.973045
0.00016875,93.256096
0.000175,91.632757
0.00018125,90.094865
0.0001875,88.635207
0.00019375,87.247409
0.0002,85.925788
0.000209375,84.056511
0.00021875,82.309871
0.000228125,80.673115
0.0002375,79.135236
0.000246875,77.686711
0.00025625,76.319271
0.000265625,75.025637
0.000275,73.799467
0.000284375,72.635112
0.00029375,71.527566
0.000303125,70.472393
0.0003125,69.46561
0.000321875,68.503659
0.00033125,67.583315
0.000340625,66.70168
0.00035,65.856123
0.000359375,65.044284
0.00036875,64.263978
0.000378125,63.513223
0.0003875,62.790222
0.000396875,62.093306
0.00040625,61.420948
0.000425,60.144442
0.00044375,58.950727
0.0004625,57.831262
0.00048125,56.7787
0.0005,55.786667
0.000515625,55.002166
0.00053125,54.252981
0.000546875,53.536549
0.0005625,52.850558
0.000578125,52.192921
0.00059375,51.561753
0.000609375,50.955323
0.000625,50.372078
0.000640625,49.810568
0.00065625,49.269488
0.000671875,48.747633
0.0006875,48.243892
0.00071875,47.286763
0.00075,46.390832
0.00078125,45.549878
0.0008125,44.758497
0.00084375,44.012039
0.000875,43.306407
0.00090625,42.63803
0.0009375,42.003748
0.00096875,41.400764
0.001,40.826598
0.00103125,40.279027
0.0010625,39.756064
0.00109375,39.255922
0.001125,38.777004
0.00115625,38.317846
0.0011875,37.877127
0.00121875,37.453646
0.00125,37.046317
0.00128125,36.65414
0.0013125,36.27619
0.00134375,35.911645
0.001375,35.559727
0.0014375,34.890959
0.0015,34.264855
0.0015625,33.677052
0.001625,33.123819
0.0016875,32.60189
0.00175,32.108428
0.0018125,31.640945
0.001875,31.197228
0.0019375,30.775356
0.002,30.373575
0.00209375,29.805252
0.0021875,29.274174
0.00228125,28.77643
0.002375,28.308681
0.00246875,27.868048
0.0025625,27.451988
0.00265625,27.058333
0.00275,26.685112
0.00284375,26.330646
0.0029375,25.993402
0.00303125,25.672026
0.003125,25.365337
0.00321875,25.072219
0.0033125,24.79173
0.00340625,24.522963
0.0035,24.265153
0.00359375,24.017547
0.0036875,23.779516
0.00378125,23.55044
0.003875,23.329783
0.00396875,23.117032
0.0040625,22.911741
0.00425,22.521836
0.0044375,22.157051
0.004625,21.814806
0.0048125,21.492869
0.005,21.189309
0.00515625,20.949156
0.0053125,20.719743
0.00546875,20.500279
0.005625,20.290068
0.00578125,20.088484
0.0059375,19.894943
0.00609375,19.708932
0.00625,19.52997
0.00640625,19.357637
0.0065625,19.191514
0.00671875,19.031242
0.006875,18.876493
0.0071875,18.582341
0.0075,18.306838
0.0078125,18.048103
0.008125,17.804493
0.0084375,17.574587
0.00875,17.357162
0.0090625,17.151114
0.009375,16.955506
0.0096875,16.76946
0.01,16.592243
0.0103125,16.423171
0.010625,16.261645
0.0109375,16.107113
0.01125,15.959088
0.0115625,15.817131
0.011875,15.680835
0.0121875,15.549828
0.0125,15.423786
0.0128125,15.302399
0.013125,15.185386
0.0134375,15.072491
0.01375,14.963476
0.014375,14.756235
0.015,14.562111
0.015625,14.379772
0.01625,14.208071
0.016875,14.046013
0.0175,13.892726
0.018125,13.74745
0.01875,13.60951
0.019375,13.478312
0.02,13.353322
0.0206625,13.227086
0.021325,13.106789
0.0219875,12.991981
0.02265,12.882257
0.0233125,12.777252
0.023975,12.676637
0.0246375,12.580115
0.0253,12.487417
0.02645782,12.333867
0.02761563,12.190097
0.02877344,12.055113
0.02993125,11.928055
0.03108907,11.808177
0.03224688,11.694822
0.03340469,11.587414
0.0345625,11.485446
0.03552735,11.4043
0.03649219,11.326387
0.03745704,11.251494
0.03842188,11.179436
0.03938673,11.110033
0.04035157,11.04313
0.04131641,10.978581
0.04228125,10.916251
0.04421094,10.797763
0.04614063,10.686784
0.04807032,10.582551
0.05,10.484408
0.0515625,10.409007
0.053125,10.336953
0.0546875,10.268006
0.05625,10.20195
0.0578125,10.138588
0.059375,10.077744
0.0609375,10.019255
0.0625,9.962977
0.0640625,9.908773
0.065625,9.856519
0.0671875,9.806096
0.06875,9.757401
0.071875,9.664795
0.075,9.577996
0.078125,9.496415
0.08125,9.419553
0.084375,9.346978
0.0875,9.278308
0.090625,9.213206
0.09375,9.151372
0.096875,9.09254
0.1,9.036474
0.103125,8.982962
0.10625,8.931814
0.109375,8.882862
0.1125,8.83595
0.115625,8.790941
0.11875,8.74771
0.121875,8.706142
0.125,8.666136
0.128125,8.6276
0.13125,8.590448
0.134375,8.554597
0.1375,8.519968
0.14375,8.454089
0.15,8.392292
0.15625,8.334175
0.1625,8.279399
0.16875,8.227659
0.175,8.178684
0.18125,8.132235
0.1875,8.088106
0.19375,8.046119
0.2,8.006102
0.209375,7.949407
0.21875,7.8963
0.228125,7.846428
0.2375,7.799483
0.246875,7.755187
0.25625,7.713295
0.265625,7.673596
0.275,7.6359
0.284375,7.60004
0.29375,7.565871
0.303125,7.533258
0.3125,7.502087
0.321875,7.47225
0.33125,7.443652
0.340625,7.416208
0.35,7.389842
0.359375,7.364481
0.36875,7.340062
0.378125,7.316529
0.3875,7.293832
0.396875,7.271934
0.40625,7.250786
0.425,7.210506
0.44375,7.172646
0.4625,7.137006
0.5,7.071684
0.53125,7.022375
0.5625,6.976913
0.59375,6.934892
0.625,6.895878
0.6875,6.825489
0.75,6.763494
0.8125,6.708255
0.875,6.658674
0.9375,6.613679
1.0,6.572438
1.0625,6.534513
1.125,6.4994447
1.1875,6.4668555
1.25,6.4364386
1.375,6.3811357
1.5,6.33193
1.625,6.2876587
1.75,6.2475255
1.875,6.2107895
2.0,6.176831
2.155094,6.1382082
2.329575,6.0986727
2.504055,6.0625786
2.678536,6.0295157
2.853016,5.9991758
3.027497,5.9714053
3.201977,5.9462435
3.376458,5.9240136
3.550938,5.9054591
3.628485,5.8988153
3.706032,5.8936757
3.761769,5.8911265
3.817506,5.8897967
3.873243,5.8899911
3.92898,5.8923813
3.984717,5.8978369
4.012586,5.9020739
4.040454,5.9075894
4.068323,5.9146632
4.096191,5.9236769
4.124059,5.9351588
4.151927,5.9498098
4.172526,5.9632154
4.193124,5.9793488
4.213723,5.9988523
4.234321,6.0225649
4.244621,6.03634
4.25492,6.0516172
4.265219,6.0686029
4.275518,6.0875376
4.285817,6.108701
4.296116,6.1324225
4.306415,6.1590907
4.316714,6.1891605
4.328225,6.2274597
4.339736,6.2715753
4.351247,6.3225757
4.357003,6.351047
4.362758,6.381725
4.368514,6.414812
4.374269,6.450502
4.380025,6.489022
4.38578,6.53059
4.391536,6.575454
4.397291,6.623843
4.403046,6.676007
4.408801,6.732185
4.415466,6.80256
4.42213,6.878928
4.428794,6.961557
4.435458,7.050622
4.442122,7.146187
4.448786,7.248168
4.45545,7.356313
4.462114,7.47016
4.470268,7.616186
4.478422,7.767911
4.494729,8.078331
4.502883,8.230595
4.511037,8.375833
4.519191,8.50991
4.527344,8.628648
4.536258,8.736287
4.540715,8.780023
4.545172,8.816379
4.549629,8.844955
4.554086,8.865431
4.558543,8.877579
4.563,8.881265
4.567458,8.87645
4.571915,8.863201
4.576372,8.841676
4.580829,8.812127
4.585286,8.774895
4.589743,8.730398
4.598657,8.62163
4.607571,8.490391
4.616485,8.341838
4.625399,8.181328
4.634313,8.014071
4.649358,7.729465
4.656881,7.590946
4.664403,7.457389
4.671926,7.330052
4.679448,7.209878
4.686971,7.09739
4.694493,6.992878
4.702131,6.894911
4.709769,6.804976
4.717407,6.722735
4.725044,6.647755
4.732682,6.579515
4.740319,6.517501
4.747957,6.461159
4.755594,6.409982
4.763232,6.363456
4.77087,6.3211241
4.778508,6.2825583
4.786145,6.2473732
4.793783,6.2152085
4.801421,6.1857549
4.809059,6.1587297
4.816696,6.1338881
4.824334,6.1110009
4.831972,6.0898749
4.847247,6.0522319
4.862523,6.0197808
4.877798,5.9915995
4.893074,5.9669458
4.908349,5.9452339
4.923624,5.9259877
4.938899,5.9088232
4.954175,5.8934297
4.96945,5.879554
4.984725,5.8669861
5.0,5.8555508
5.029424,5.836189
5.058847,5.8196684
5.088271,5.8053848
5.117694,5.7928944
5.147118,5.7818634
5.176541,5.7720265
5.235388,5.755088
5.294235,5.7408502
5.353082,5.7286129
5.411929,5.7179072
5.470775,5.7084301
5.588469,5.6920062
5.706163,5.6780715
5.823857,5.666174
5.941551,5.6561285
6.059245,5.648092
6.176938,5.6425458
6.230268,5.6411836
6.283598,5.640898
6.336928,5.6419846
6.390258,5.6449051
6.416923,5.6472857
6.443588,5.650465
6.470253,5.6546347
6.496918,5.6600344
6.523583,5.6669748
6.550248,5.6758833
6.576913,5.6873525
6.590246,5.6943011
6.603578,5.7022359
6.621049,5.7144117
6.638519,5.7290475
6.655989,5.7467694
6.664724,5.7570361
6.673459,5.7684047
6.682195,5.7810247
6.69093,5.795066
6.699665,5.8107283
6.7084,5.8282411
6.717135,5.8478727
6.72587,5.8699285
6.734605,5.8947546
6.74334,5.922745
